Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon TeamTipoff Winner,Tipoff Loser,Tipoff Winner Scores
200501220GSW,https://www.basketball-reference.com/boxscores/pbp/200501220GSW.html,Golden State Warriors,Cleveland Cavaliers,GSW,CLE,A. Foyle,Z. Ilgauskas,M. Dunleavy,CLE,GSW,L. James,/players/j/jamesle01.html,GSW,CLE,Z. Ilgauskas,A. Foyle,0
200501230DAL,https://www.basketball-reference.com/boxscores/pbp/200501230DAL.html,Dallas Mavericks,Denver Nuggets,DAL,DEN,E. Dampier,M. Camby,M. Finley,DAL,DEN,D. Nowitzki,/players/n/nowitdi01.html,DAL,DEN,E. Dampier,M. Camby,1
200501230TOR,https://www.basketball-reference.com/boxscores/pbp/200501230TOR.html,Toronto Raptors,Charlotte Bobcats,TOR,CHA,C. Bosh,E. Okafor,C. Bosh,TOR,CHA,R. Alston,/players/a/alstora01.html,TOR,CHA,C. Bosh,E. Okafor,1
200501230NYK,https://www.basketball-reference.com/boxscores/pbp/200501230NYK.html,New York Knicks,Milwaukee Bucks,NYK,MIL,N. Mohammed,D. Gadzuric,M. Redd,NYK,MIL,T. Ariza,/players/a/arizatr01.html,MIL,NYK,N. Mohammed,D. Gadzuric,0
200501230MIA,https://www.basketball-reference.com/boxscores/pbp/200501230MIA.html,Miami Heat,New Orleans Hornets,MIA,NOH,S. O'Neal,P. Brown,D. Dickau,NOH,MIA,J. Smith,/players/s/smithjr01.html,NOH,MIA,P. Brown,S. O'Neal,1
200501230PHO,https://www.basketball-reference.com/boxscores/pbp/200501230PHO.html,Phoenix Suns,New Jersey Nets,PHO,NJN,A. Stoudemire,N. Krstić,S. Marion,NJN,PHO,J. Kidd,/players/k/kiddja01.html,PHO,NJN,N. Krstić,A. Stoudemire,0
200501230SAC,https://www.basketball-reference.com/boxscores/pbp/200501230SAC.html,Sacramento Kings,San Antonio Spurs,SAC,SAS,B. Miller,T. Massenburg,C. Mobley,SAC,SAS,C. Webber,/players/w/webbech01.html,SAC,SAS,B. Miller,T. Massenburg,1
200501230SEA,https://www.basketball-reference.com/boxscores/pbp/200501230SEA.html,Seattle SuperSonics,Utah Jazz,SEA,UTA,J. James,C. Borchardt,C. Boozer,SEA,UTA,L. Ridnour,/players/r/ridnolu01.html,UTA,SEA,J. James,C. Borchardt,0
200501240CLE,https://www.basketball-reference.com/boxscores/pbp/200501240CLE.html,Cleveland Cavaliers,Washington Wizards,CLE,WAS,Z. Ilgauskas,B. Haywood,G. Arenas,CLE,WAS,I. Newble,/players/n/newblir01.html,WAS,CLE,Z. Ilgauskas,B. Haywood,0
200501240PHI,https://www.basketball-reference.com/boxscores/pbp/200501240PHI.html,Philadelphia 76ers,Miami Heat,PHI,MIA,S. Dalembert,S. O'Neal,A. Iverson,MIA,PHI,U. Haslem,/players/h/hasleud01.html,PHI,MIA,S. O'Neal,S. Dalembert,0
200501240ATL,https://www.basketball-reference.com/boxscores/pbp/200501240ATL.html,Atlanta Hawks,Chicago Bulls,ATL,CHI,J. Smith,E. Curry,C. Duhon,CHI,ATL,L. Deng,/players/d/denglu01.html,CHI,ATL,E. Curry,J. Smith,1
200501240MIN,https://www.basketball-reference.com/boxscores/pbp/200501240MIN.html,Minnesota Timberwolves,Detroit Pistons,MIN,DET,K. Garnett,B. Wallace,T. Prince,DET,MIN,C. Billups,/players/b/billuch01.html,DET,MIN,B. Wallace,K. Garnett,1
200501240HOU,https://www.basketball-reference.com/boxscores/pbp/200501240HOU.html,Houston Rockets,Orlando Magic,HOU,ORL,Y. Ming,K. Cato,D. Wesley,HOU,ORL,B. Sura,/players/s/surabo01.html,HOU,ORL,Y. Ming,K. Cato,1
200501240POR,https://www.basketball-reference.com/boxscores/pbp/200501240POR.html,Portland Trail Blazers,San Antonio Spurs,POR,SAS,J. Przybilla,T. Massenburg,J. Przybilla,POR,SAS,T. Ratliff,/players/r/ratlith01.html,POR,SAS,J. Przybilla,T. Massenburg,1
200501240LAC,https://www.basketball-reference.com/boxscores/pbp/200501240LAC.html,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,C. Kaman,E. Dampier,D. Nowitzki,DAL,LAC,J. Terry,/players/t/terryja01.html,DAL,LAC,E. Dampier,C. Kaman,1
200501250CHA,https://www.basketball-reference.com/boxscores/pbp/200501250CHA.html,Charlotte Bobcats,Boston Celtics,CHA,BOS,E. Okafor,M. Blount,G. Wallace,BOS,CHA,G. Payton,/players/p/paytoga01.html,CHA,BOS,M. Blount,E. Okafor,0
200501250NYK,https://www.basketball-reference.com/boxscores/pbp/200501250NYK.html,New York Knicks,Phoenix Suns,NYK,PHO,N. Mohammed,A. Stoudemire,J. Johnson,PHO,NYK,S. Marion,/players/m/mariosh01.html,PHO,NYK,A. Stoudemire,N. Mohammed,1
200501250MEM,https://www.basketball-reference.com/boxscores/pbp/200501250MEM.html,Memphis Grizzlies,Orlando Magic,MEM,ORL,S. Swift,K. Cato,S. Swift,MEM,ORL,L. Wright,/players/w/wrighlo02.html,MEM,ORL,S. Swift,K. Cato,1
200501250CHI,https://www.basketball-reference.com/boxscores/pbp/200501250CHI.html,Chicago Bulls,Denver Nuggets,CHI,DEN,A. Davis,N. Hilário,K. Martin,CHI,DEN,O. Harrington,/players/h/harriot01.html,DEN,CHI,A. Davis,N. Hilário,0
200501250SAC,https://www.basketball-reference.com/boxscores/pbp/200501250SAC.html,Sacramento Kings,New Jersey Nets,SAC,NJN,B. Miller,N. Krstić,N. Krstić,SAC,NJN,M. Bibby,/players/b/bibbymi01.html,NJN,SAC,B. Miller,N. Krstić,0
200501250LAL,https://www.basketball-reference.com/boxscores/pbp/200501250LAL.html,Los Angeles Lakers,Seattle SuperSonics,LAL,SEA,C. Mihm,J. James,J. Jones,LAL,SEA,L. Odom,/players/o/odomla01.html,LAL,SEA,C. Mihm,J. James,1
200501260BOS,https://www.basketball-reference.com/boxscores/pbp/200501260BOS.html,Boston Celtics,Indiana Pacers,BOS,IND,M. Blount,J. O'Neal,M. Blount,BOS,IND,R. LaFrentz,/players/l/lafrera01.html,BOS,IND,M. Blount,J. O'Neal,1
200501260CLE,https://www.basketball-reference.com/boxscores/pbp/200501260CLE.html,Cleveland Cavaliers,Memphis Grizzlies,CLE,MEM,Z. Ilgauskas,S. Swift,J. McInnis,CLE,MEM,J. McInnis,/players/m/mcinnje01.html,CLE,MEM,Z. Ilgauskas,S. Swift,1
200501260TOR,https://www.basketball-reference.com/boxscores/pbp/200501260TOR.html,Toronto Raptors,Miami Heat,TOR,MIA,C. Bosh,S. O'Neal,M. Peterson,TOR,MIA,R. Alston,/players/a/alstora01.html,TOR,MIA,C. Bosh,S. O'Neal,1
200501260WAS,https://www.basketball-reference.com/boxscores/pbp/200501260WAS.html,Washington Wizards,Philadelphia 76ers,WAS,PHI,B. Haywood,S. Dalembert,A. Jamison,PHI,WAS,K. Thomas,/players/t/thomake01.html,WAS,PHI,S. Dalembert,B. Haywood,0
200501260DET,https://www.basketball-reference.com/boxscores/pbp/200501260DET.html,Detroit Pistons,Denver Nuggets,DET,DEN,B. Wallace,M. Camby,C. Billups,DEN,DET,K. Martin,/players/m/martike01.html,DET,DEN,M. Camby,B. Wallace,0
200501260MIL,https://www.basketball-reference.com/boxscores/pbp/200501260MIL.html,Milwaukee Bucks,Phoenix Suns,MIL,PHO,D. Gadzuric,A. Stoudemire,M. Williams,MIL,PHO,J. Smith,/players/s/smithjo02.html,MIL,PHO,D. Gadzuric,A. Stoudemire,1
200501260MIN,https://www.basketball-reference.com/boxscores/pbp/200501260MIN.html,Minnesota Timberwolves,Atlanta Hawks,MIN,ATL,K. Garnett,J. Smith,T. Lue,MIN,ATL,E. Johnson,/players/j/johnser02.html,ATL,MIN,K. Garnett,J. Smith,0
200501260NOH,https://www.basketball-reference.com/boxscores/pbp/200501260NOH.html,New Orleans Hornets,Houston Rockets,NOH,HOU,P. Brown,Y. Ming,B. Sura,HOU,NOH,J. Howard,/players/h/howarju01.html,HOU,NOH,Y. Ming,P. Brown,1
200501260UTA,https://www.basketball-reference.com/boxscores/pbp/200501260UTA.html,Utah Jazz,Seattle SuperSonics,UTA,SEA,C. Borchardt,J. James,R. Allen,UTA,SEA,C. Boozer,/players/b/boozeca01.html,SEA,UTA,C. Borchardt,J. James,0
200501260POR,https://www.basketball-reference.com/boxscores/pbp/200501260POR.html,Portland Trail Blazers,Dallas Mavericks,POR,DAL,J. Przybilla,E. Dampier,R. Patterson,DAL,POR,J. Terry,/players/t/terryja01.html,POR,DAL,E. Dampier,J. Przybilla,0
200501260GSW,https://www.basketball-reference.com/boxscores/pbp/200501260GSW.html,Golden State Warriors,New Jersey Nets,GSW,NJN,A. Foyle,N. Krstić,N. Krstić,NJN,GSW,B. Scalabrine,/players/s/scalabr01.html,NJN,GSW,N. Krstić,A. Foyle,1
200501260LAC,https://www.basketball-reference.com/boxscores/pbp/200501260LAC.html,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL,C. Kaman,C. Mihm,C. Atkins,LAL,LAC,L. Odom,/players/o/odomla01.html,LAL,LAC,C. Mihm,C. Kaman,1
200501270IND,https://www.basketball-reference.com/boxscores/pbp/200501270IND.html,Indiana Pacers,Detroit Pistons,IND,DET,J. O'Neal,B. Wallace,R. Miller,IND,DET,S. Jackson,/players/j/jacksst02.html,IND,DET,J. O'Neal,B. Wallace,1
200501270CHI,https://www.basketball-reference.com/boxscores/pbp/200501270CHI.html,Chicago Bulls,Charlotte Bobcats,CHI,CHA,E. Curry,E. Okafor,G. Wallace,CHI,CHA,K. Hinrich,/players/h/hinriki01.html,CHA,CHI,E. Curry,E. Okafor,0
200501270SAS,https://www.basketball-reference.com/boxscores/pbp/200501270SAS.html,San Antonio Spurs,Sacramento Kings,SAS,SAC,T. Massenburg,B. Miller,M. Ginóbili,SAS,SAC,M. Ginóbili,/players/g/ginobma01.html,SAS,SAC,T. Massenburg,B. Miller,1
200501280CHA,https://www.basketball-reference.com/boxscores/pbp/200501280CHA.html,Charlotte Bobcats,Toronto Raptors,CHA,TOR,P. Brezec,C. Bosh,P. Brezec,TOR,CHA,M. Peterson,/players/p/petermo01.html,CHA,TOR,C. Bosh,P. Brezec,0
200501280NYK,https://www.basketball-reference.com/boxscores/pbp/200501280NYK.html,New York Knicks,Cleveland Cavaliers,NYK,CLE,N. Mohammed,Z. Ilgauskas,K. Thomas,CLE,NYK,D. Gooden,/players/g/goodedr01.html,NYK,CLE,Z. Ilgauskas,N. Mohammed,0
200501280ORL,https://www.basketball-reference.com/boxscores/pbp/200501280ORL.html,Orlando Magic,Washington Wizards,ORL,WAS,D. Howard,B. Haywood,D. Howard,ORL,WAS,S. Francis,/players/f/francst01.html,ORL,WAS,D. Howard,B. Haywood,1
200501280ATL,https://www.basketball-reference.com/boxscores/pbp/200501280ATL.html,Atlanta Hawks,Miami Heat,ATL,MIA,,,,,,,,,,
200501280BOS,https://www.basketball-reference.com/boxscores/pbp/200501280BOS.html,Boston Celtics,Phoenix Suns,BOS,PHO,M. Blount,A. Stoudemire,A. Stoudemire,BOS,PHO,P. Pierce,/players/p/piercpa01.html,PHO,BOS,M. Blount,A. Stoudemire,0
200501280MIN,https://www.basketball-reference.com/boxscores/pbp/200501280MIN.html,Minnesota Timberwolves,Utah Jazz,MIN,UTA,K. Garnett,C. Borchardt,C. Boozer,UTA,MIN,C. Boozer,/players/b/boozeca01.html,UTA,MIN,C. Borchardt,K. Garnett,1
200501280NOH,https://www.basketball-reference.com/boxscores/pbp/200501280NOH.html,New Orleans Hornets,Philadelphia 76ers,NOH,PHI,P. Brown,S. Dalembert,S. Dalembert,NOH,PHI,L. Nailon,/players/n/nailole01.html,PHI,NOH,P. Brown,S. Dalembert,0
200501280MIL,https://www.basketball-reference.com/boxscores/pbp/200501280MIL.html,Milwaukee Bucks,Denver Nuggets,MIL,DEN,D. Gadzuric,M. Camby,C. Anthony,DEN,MIL,G. Buckner,/players/b/buckngr01.html,DEN,MIL,M. Camby,D. Gadzuric,1
200501280HOU,https://www.basketball-reference.com/boxscores/pbp/200501280HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,Y. Ming,B. Miller,Y. Ming,HOU,SAC,B. Sura,/players/s/surabo01.html,HOU,SAC,Y. Ming,B. Miller,1
200501280POR,https://www.basketball-reference.com/boxscores/pbp/200501280POR.html,Portland Trail Blazers,Los Angeles Clippers,POR,LAC,J. Przybilla,C. Kaman,J. Przybilla,POR,LAC,R. Patterson,/players/p/patteru01.html,POR,LAC,J. Przybilla,C. Kaman,1
200501280GSW,https://www.basketball-reference.com/boxscores/pbp/200501280GSW.html,Golden State Warriors,Seattle SuperSonics,GSW,SEA,A. Foyle,J. James,L. Ridnour,GSW,SEA,D. Fisher,/players/f/fishede01.html,SEA,GSW,A. Foyle,J. James,0
200501280LAL,https://www.basketball-reference.com/boxscores/pbp/200501280LAL.html,Los Angeles Lakers,New Jersey Nets,LAL,NJN,C. Mihm,N. Krstić,C. Butler,LAL,NJN,C. Atkins,/players/a/atkinch01.html,LAL,NJN,C. Mihm,N. Krstić,1
200501290WAS,https://www.basketball-reference.com/boxscores/pbp/200501290WAS.html,Washington Wizards,Orlando Magic,WAS,ORL,B. Haywood,D. Howard,G. Arenas,WAS,ORL,A. Jamison,/players/j/jamisan01.html,WAS,ORL,B. Haywood,D. Howard,1
200501290DET,https://www.basketball-reference.com/boxscores/pbp/200501290DET.html,Detroit Pistons,New York Knicks,DET,NYK,B. Wallace,N. Mohammed,B. Wallace,DET,NYK,C. Billups,/players/b/billuch01.html,DET,NYK,B. Wallace,N. Mohammed,1
200501290IND,https://www.basketball-reference.com/boxscores/pbp/200501290IND.html,Indiana Pacers,Denver Nuggets,IND,DEN,J. O'Neal,M. Camby,S. Jackson,IND,DEN,J. Tinsley,/players/t/tinslja01.html,IND,DEN,J. O'Neal,M. Camby,1
200501290MEM,https://www.basketball-reference.com/boxscores/pbp/200501290MEM.html,Memphis Grizzlies,Atlanta Hawks,MEM,ATL,S. Swift,J. Smith,M. Miller,ATL,MEM,O. Ekezie,/players/e/ekeziob01.html,MEM,ATL,J. Smith,S. Swift,0
200501290CHI,https://www.basketball-reference.com/boxscores/pbp/200501290CHI.html,Chicago Bulls,Boston Celtics,CHI,BOS,E. Curry,M. Blount,R. LaFrentz,CHI,BOS,C. Duhon,/players/d/duhonch01.html,BOS,CHI,E. Curry,M. Blount,0
200501290DAL,https://www.basketball-reference.com/boxscores/pbp/200501290DAL.html,Dallas Mavericks,Philadelphia 76ers,DAL,PHI,E. Dampier,S. Dalembert,K. Thomas,PHI,DAL,K. Thomas,/players/t/thomake01.html,PHI,DAL,S. Dalembert,E. Dampier,1
200501290SAS,https://www.basketball-reference.com/boxscores/pbp/200501290SAS.html,San Antonio Spurs,New Orleans Hornets,SAS,NOH,T. Duncan,P. Brown,B. Bowen,SAS,NOH,M. Ginóbili,/players/g/ginobma01.html,SAS,NOH,T. Duncan,P. Brown,1
200501290UTA,https://www.basketball-reference.com/boxscores/pbp/200501290UTA.html,Utah Jazz,New Jersey Nets,UTA,NJN,C. Borchardt,J. Collins,J. Kidd,NJN,UTA,N. Krstić,/players/k/krstine01.html,NJN,UTA,J. Collins,C. Borchardt,1
200501290LAC,https://www.basketball-reference.com/boxscores/pbp/200501290LAC.html,Los Angeles Clippers,Golden State Warriors,LAC,GSW,C. Kaman,A. Foyle,J. Richardson,GSW,LAC,J. Richardson,/players/r/richaja01.html,GSW,LAC,A. Foyle,C. Kaman,1
200501300MIA,https://www.basketball-reference.com/boxscores/pbp/200501300MIA.html,Miami Heat,Houston Rockets,MIA,HOU,S. O'Neal,Y. Ming,D. Wade,MIA,HOU,D. Jones,/players/j/jonesda01.html,MIA,HOU,S. O'Neal,Y. Ming,1
200501300MIN,https://www.basketball-reference.com/boxscores/pbp/200501300MIN.html,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,K. Garnett,B. Miller,B. Miller,SAC,MIN,C. Mobley,/players/m/moblecu01.html,SAC,MIN,B. Miller,K. Garnett,1
200501300TOR,https://www.basketball-reference.com/boxscores/pbp/200501300TOR.html,Toronto Raptors,Phoenix Suns,TOR,PHO,C. Bosh,A. Stoudemire,S. Nash,TOR,PHO,M. Palacio,/players/p/palacmi01.html,PHO,TOR,C. Bosh,A. Stoudemire,0
200501300CLE,https://www.basketball-reference.com/boxscores/pbp/200501300CLE.html,Cleveland Cavaliers,Milwaukee Bucks,CLE,MIL,Z. Ilgauskas,D. Gadzuric,Z. Ilgauskas,CLE,MIL,S. Pavlović,/players/p/pavloal01.html,CLE,MIL,Z. Ilgauskas,D. Gadzuric,1
200501300LAL,https://www.basketball-reference.com/boxscores/pbp/200501300LAL.html,Los Angeles Lakers,Charlotte Bobcats,LAL,CHA,C. Mihm,E. Okafor,C. Mihm,LAL,CHA,L. Odom,/players/o/odomla01.html,LAL,CHA,C. Mihm,E. Okafor,1
200501310BOS,https://www.basketball-reference.com/boxscores/pbp/200501310BOS.html,Boston Celtics,Houston Rockets,BOS,HOU,M. Blount,Y. Ming,B. Sura,HOU,BOS,J. Howard,/players/h/howarju01.html,HOU,BOS,Y. Ming,M. Blount,1
200501310PHI,https://www.basketball-reference.com/boxscores/pbp/200501310PHI.html,Philadelphia 76ers,Indiana Pacers,PHI,IND,,,,,,,,,,
200501310ATL,https://www.basketball-reference.com/boxscores/pbp/200501310ATL.html,Atlanta Hawks,Orlando Magic,ATL,ORL,O. Ekezie,D. Howard,J. Smith,ATL,ORL,J. Smith,/players/s/smithjo03.html,ATL,ORL,O. Ekezie,D. Howard,1
200501310NOH,https://www.basketball-reference.com/boxscores/pbp/200501310NOH.html,New Orleans Hornets,Memphis Grizzlies,NOH,MEM,P. Brown,S. Swift,S. Swift,MEM,NOH,L. Wright,/players/w/wrighlo02.html,MEM,NOH,S. Swift,P. Brown,1
200501310SEA,https://www.basketball-reference.com/boxscores/pbp/200501310SEA.html,Seattle SuperSonics,San Antonio Spurs,SEA,SAS,J. James,T. Massenburg,R. Lewis,SEA,SAS,R. Murray,/players/m/murraro01.html,SEA,SAS,J. James,T. Massenburg,1
200501310LAC,https://www.basketball-reference.com/boxscores/pbp/200501310LAC.html,Los Angeles Clippers,New York Knicks,LAC,NYK,C. Kaman,N. Mohammed,T. Ariza,NYK,LAC,S. Marbury,/players/m/marbust01.html,NYK,LAC,N. Mohammed,C. Kaman,1
200502010WAS,https://www.basketball-reference.com/boxscores/pbp/200502010WAS.html,Washington Wizards,Detroit Pistons,WAS,DET,B. Haywood,B. Wallace,A. Jamison,DET,WAS,C. Billups,/players/b/billuch01.html,WAS,DET,B. Wallace,B. Haywood,0
200502010NJN,https://www.basketball-reference.com/boxscores/pbp/200502010NJN.html,New Jersey Nets,Chicago Bulls,NJN,CHI,J. Collins,E. Curry,V. Carter,NJN,CHI,J. Kidd,/players/k/kiddja01.html,NJN,CHI,J. Collins,E. Curry,1
200502010MEM,https://www.basketball-reference.com/boxscores/pbp/200502010MEM.html,Memphis Grizzlies,Phoenix Suns,MEM,PHO,S. Swift,A. Stoudemire,S. Marion,PHO,MEM,S. Nash,/players/n/nashst01.html,PHO,MEM,A. Stoudemire,S. Swift,1
200502010MIL,https://www.basketball-reference.com/boxscores/pbp/200502010MIL.html,Milwaukee Bucks,Minnesota Timberwolves,MIL,MIN,D. Gadzuric,K. Garnett,M. Redd,MIN,MIL,L. Sprewell,/players/s/sprewla01.html,MIL,MIN,K. Garnett,D. Gadzuric,0
200502010DAL,https://www.basketball-reference.com/boxscores/pbp/200502010DAL.html,Dallas Mavericks,Miami Heat,DAL,MIA,E. Dampier,S. O'Neal,D. Wade,MIA,DAL,E. Jones,/players/j/jonesed02.html,MIA,DAL,S. O'Neal,E. Dampier,1
200502010DEN,https://www.basketball-reference.com/boxscores/pbp/200502010DEN.html,Denver Nuggets,New York Knicks,DEN,NYK,M. Camby,N. Mohammed,C. Anthony,NYK,DEN,S. Marbury,/players/m/marbust01.html,DEN,NYK,N. Mohammed,M. Camby,0
200502010UTA,https://www.basketball-reference.com/boxscores/pbp/200502010UTA.html,Utah Jazz,Charlotte Bobcats,UTA,CHA,J. Collins,M. Ely,K. Rush,UTA,CHA,A. Kirilenko,/players/k/kirilan01.html,CHA,UTA,J. Collins,M. Ely,0
200502010SAC,https://www.basketball-reference.com/boxscores/pbp/200502010SAC.html,Sacramento Kings,Seattle SuperSonics,SAC,SEA,B. Miller,J. James,M. Bibby,SAC,SEA,D. Songaila,/players/s/songada01.html,SAC,SEA,B. Miller,J. James,1
200502010LAL,https://www.basketball-reference.com/boxscores/pbp/200502010LAL.html,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,C. Mihm,J. Przybilla,R. Patterson,POR,LAL,R. Patterson,/players/p/patteru01.html,POR,LAL,J. Przybilla,C. Mihm,1
200502020BOS,https://www.basketball-reference.com/boxscores/pbp/200502020BOS.html,Boston Celtics,New Jersey Nets,BOS,NJN,M. Blount,J. Collins,P. Pierce,BOS,NJN,R. LaFrentz,/players/l/lafrera01.html,BOS,NJN,M. Blount,J. Collins,1
200502020IND,https://www.basketball-reference.com/boxscores/pbp/200502020IND.html,Indiana Pacers,Toronto Raptors,IND,TOR,J. O'Neal,C. Bosh,C. Bosh,TOR,IND,M. Palacio,/players/p/palacmi01.html,TOR,IND,C. Bosh,J. O'Neal,1
200502020PHI,https://www.basketball-reference.com/boxscores/pbp/200502020PHI.html,Philadelphia 76ers,Houston Rockets,PHI,HOU,S. Dalembert,Y. Ming,A. Iverson,PHI,HOU,K. Korver,/players/k/korveky01.html,PHI,HOU,S. Dalembert,Y. Ming,1
200502020DET,https://www.basketball-reference.com/boxscores/pbp/200502020DET.html,Detroit Pistons,Atlanta Hawks,DET,ATL,B. Wallace,O. Ekezie,J. Childress,DET,ATL,C. Billups,/players/b/billuch01.html,ATL,DET,B. Wallace,O. Ekezie,0
200502020MIN,https://www.basketball-reference.com/boxscores/pbp/200502020MIN.html,Minnesota Timberwolves,Phoenix Suns,MIN,PHO,K. Garnett,A. Stoudemire,J. Johnson,MIN,PHO,S. Cassell,/players/c/cassesa01.html,PHO,MIN,K. Garnett,A. Stoudemire,0
200502020NOH,https://www.basketball-reference.com/boxscores/pbp/200502020NOH.html,New Orleans Hornets,Dallas Mavericks,NOH,DAL,P. Brown,E. Dampier,D. Nowitzki,NOH,DAL,R. Rogers,/players/r/rogerro01.html,DAL,NOH,P. Brown,E. Dampier,0
200502020POR,https://www.basketball-reference.com/boxscores/pbp/200502020POR.html,Portland Trail Blazers,Denver Nuggets,POR,DEN,J. Przybilla,M. Camby,A. Miller,DEN,POR,A. Miller,/players/m/millean02.html,DEN,POR,M. Camby,J. Przybilla,1
200502020GSW,https://www.basketball-reference.com/boxscores/pbp/200502020GSW.html,Golden State Warriors,Sacramento Kings,GSW,SAC,A. Foyle,B. Miller,J. Richardson,GSW,SAC,D. Fisher,/players/f/fishede01.html,GSW,SAC,A. Foyle,B. Miller,1
200502030MEM,https://www.basketball-reference.com/boxscores/pbp/200502030MEM.html,Memphis Grizzlies,Los Angeles Clippers,MEM,LAC,S. Swift,C. Kaman,C. Kaman,MEM,LAC,J. Williams,/players/w/willija02.html,LAC,MEM,S. Swift,C. Kaman,0
200502030MIA,https://www.basketball-reference.com/boxscores/pbp/200502030MIA.html,Miami Heat,Cleveland Cavaliers,MIA,CLE,S. O'Neal,Z. Ilgauskas,Z. Ilgauskas,CLE,MIA,D. Gooden,/players/g/goodedr01.html,CLE,MIA,Z. Ilgauskas,S. O'Neal,1
200502030LAL,https://www.basketball-reference.com/boxscores/pbp/200502030LAL.html,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,C. Mihm,T. Duncan,M. Ginóbili,SAS,LAL,R. Horry,/players/h/horryro01.html,SAS,LAL,T. Duncan,C. Mihm,1
200502040IND,https://www.basketball-reference.com/boxscores/pbp/200502040IND.html,Indiana Pacers,Dallas Mavericks,IND,DAL,J. O'Neal,E. Dampier,J. Jones,DAL,IND,J. Terry,/players/t/terryja01.html,IND,DAL,E. Dampier,J. O'Neal,0
200502040PHI,https://www.basketball-reference.com/boxscores/pbp/200502040PHI.html,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,S. Dalembert,O. Ekezie,A. Iverson,PHI,ATL,A. Iverson,/players/i/iversal01.html,PHI,ATL,S. Dalembert,O. Ekezie,1
200502040TOR,https://www.basketball-reference.com/boxscores/pbp/200502040TOR.html,Toronto Raptors,Washington Wizards,TOR,WAS,C. Bosh,B. Haywood,J. Rose,TOR,WAS,R. Araújo,/players/a/araujra01.html,TOR,WAS,C. Bosh,B. Haywood,1
200502040BOS,https://www.basketball-reference.com/boxscores/pbp/200502040BOS.html,Boston Celtics,Orlando Magic,BOS,ORL,M. Blount,D. Howard,G. Payton,BOS,ORL,R. LaFrentz,/players/l/lafrera01.html,BOS,ORL,M. Blount,D. Howard,1
200502040MIL,https://www.basketball-reference.com/boxscores/pbp/200502040MIL.html,Milwaukee Bucks,Los Angeles Clippers,MIL,LAC,D. Gadzuric,C. Kaman,B. Simmons,MIL,LAC,M. Williams,/players/w/willima01.html,LAC,MIL,D. Gadzuric,C. Kaman,0
200502040MIN,https://www.basketball-reference.com/boxscores/pbp/200502040MIN.html,Minnesota Timberwolves,Houston Rockets,MIN,HOU,K. Garnett,Y. Ming,D. Wesley,MIN,HOU,T. Hassell,/players/h/hassetr01.html,HOU,MIN,K. Garnett,Y. Ming,0
200502040POR,https://www.basketball-reference.com/boxscores/pbp/200502040POR.html,Portland Trail Blazers,Charlotte Bobcats,POR,CHA,J. Przybilla,M. Ely,J. Przybilla,POR,CHA,R. Patterson,/players/p/patteru01.html,POR,CHA,J. Przybilla,M. Ely,1
200502040SAC,https://www.basketball-reference.com/boxscores/pbp/200502040SAC.html,Sacramento Kings,New York Knicks,SAC,NYK,B. Miller,N. Mohammed,N. Mohammed,NYK,SAC,S. Marbury,/players/m/marbust01.html,NYK,SAC,N. Mohammed,B. Miller,1
200502040GSW,https://www.basketball-reference.com/boxscores/pbp/200502040GSW.html,Golden State Warriors,New Orleans Hornets,GSW,NOH,A. Foyle,P. Brown,M. Dunleavy,GSW,NOH,S. Claxton,/players/c/claxtsp01.html,GSW,NOH,A. Foyle,P. Brown,1
200502050NJN,https://www.basketball-reference.com/boxscores/pbp/200502050NJN.html,New Jersey Nets,Detroit Pistons,NJN,DET,J. Collins,B. Wallace,V. Carter,NJN,DET,J. Kidd,/players/k/kiddja01.html,NJN,DET,J. Collins,B. Wallace,1
200502050ATL,https://www.basketball-reference.com/boxscores/pbp/200502050ATL.html,Atlanta Hawks,Indiana Pacers,ATL,IND,O. Ekezie,J. O'Neal,S. Jackson,ATL,IND,B. Diaw,/players/d/diawbo01.html,IND,ATL,O. Ekezie,J. O'Neal,0
200502050WAS,https://www.basketball-reference.com/boxscores/pbp/200502050WAS.html,Washington Wizards,Milwaukee Bucks,WAS,MIL,B. Haywood,D. Gadzuric,J. Hayes,WAS,MIL,G. Arenas,/players/a/arenagi01.html,WAS,MIL,B. Haywood,D. Gadzuric,1
200502050CLE,https://www.basketball-reference.com/boxscores/pbp/200502050CLE.html,Cleveland Cavaliers,Orlando Magic,CLE,ORL,,,,,,,,,,
200502050MIA,https://www.basketball-reference.com/boxscores/pbp/200502050MIA.html,Miami Heat,Chicago Bulls,MIA,CHI,S. O'Neal,E. Curry,E. Jones,MIA,CHI,D. Jones,/players/j/jonesda01.html,MIA,CHI,S. O'Neal,E. Curry,1
