Game Code,Full Hyperlink,Home Team,Away Team,Home Team Short,Away Team Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Tipoff Winner,Tipoff Loser,Tipoff Winner Scores
201710190OKC,https://www.basketball-reference.com/boxscores/pbp/201710190OKC.html,Oklahoma City Thunder,New York Knicks,OKC,NYK,S. Adams,K. Porziņģis,C. Anthony,NYK,OKC,E. Kanter,/players/k/kanteen01.html,OKC,K. Porziņģis,S. Adams,0
201710190LAL,https://www.basketball-reference.com/boxscores/pbp/201710190LAL.html,Los Angeles Lakers,Los Angeles Clippers,LAL,LAC,B. Lopez,D. Jordan,D. Jordan,LAC,LAL,B. Griffin,/players/g/griffbl01.html,LAC,D. Jordan,B. Lopez,1
201710200CHO,https://www.basketball-reference.com/boxscores/pbp/201710200CHO.html,Charlotte Hornets,Atlanta Hawks,CHO,ATL,D. Howard,D. Dedmon,J. Lamb,CHO,ATL,K. Walker,/players/w/walkeke02.html,CHO,D. Howard,D. Dedmon,1
201710200IND,https://www.basketball-reference.com/boxscores/pbp/201710200IND.html,Indiana Pacers,Portland Trail Blazers,IND,POR,D. Sabonis,J. Nurkić,J. Nurkić,POR,IND,M. Harkless,/players/h/harklma01.html,POR,J. Nurkić,D. Sabonis,1
201710200MIL,https://www.basketball-reference.com/boxscores/pbp/201710200MIL.html,Milwaukee Bucks,Cleveland Cavaliers,MIL,CLE,T. Maker,K. Love,T. Maker,CLE,MIL,D. Rose,/players/r/rosede01.html,MIL,K. Love,T. Maker,0
201710200PHI,https://www.basketball-reference.com/boxscores/pbp/201710200PHI.html,Philadelphia 76ers,Boston Celtics,PHI,BOS,J. Embiid,A. Horford,K. Irving,PHI,BOS,B. Simmons,/players/s/simmobe01.html,BOS,J. Embiid,A. Horford,0
201710200WAS,https://www.basketball-reference.com/boxscores/pbp/201710200WAS.html,Washington Wizards,Detroit Pistons,WAS,DET,M. Gortat,A. Drummond,K. Oubre,DET,WAS,R. Jackson,/players/j/jacksre01.html,WAS,A. Drummond,M. Gortat,0
201710200BRK,https://www.basketball-reference.com/boxscores/pbp/201710200BRK.html,Brooklyn Nets,Orlando Magic,BRK,ORL,T. Mozgov,N. Vučević,E. Fournier,BRK,ORL,D. Russell,/players/r/russeda01.html,ORL,T. Mozgov,N. Vučević,0
201710200MIN,https://www.basketball-reference.com/boxscores/pbp/201710200MIN.html,Minnesota Timberwolves,Utah Jazz,MIN,UTA,K. Towns,R. Gobert,A. Wiggins,UTA,MIN,D. Favors,/players/f/favorde01.html,MIN,R. Gobert,K. Towns,0
201710200DAL,https://www.basketball-reference.com/boxscores/pbp/201710200DAL.html,Dallas Mavericks,Sacramento Kings,DAL,SAC,N. Noel,W. Cauley-Stein,Z. Randolph,SAC,DAL,G. Hill,/players/h/hillge01.html,SAC,W. Cauley-Stein,N. Noel,1
201710200NOP,https://www.basketball-reference.com/boxscores/pbp/201710200NOP.html,New Orleans Pelicans,Golden State Warriors,NOP,GSW,A. Davis,Z. Pachulia,K. Thompson,NOP,GSW,J. Holiday,/players/h/holidjr01.html,GSW,A. Davis,Z. Pachulia,0
201710200PHO,https://www.basketball-reference.com/boxscores/pbp/201710200PHO.html,Phoenix Suns,Los Angeles Lakers,PHO,LAL,T. Chandler,B. Lopez,B. Ingram,LAL,PHO,L. Nance,/players/n/nancela02.html,LAL,B. Lopez,T. Chandler,1
201710210TOR,https://www.basketball-reference.com/boxscores/pbp/201710210TOR.html,Toronto Raptors,Philadelphia 76ers,TOR,PHI,J. Valančiūnas,A. Johnson,A. Johnson,PHI,TOR,R. Covington,/players/c/covinro01.html,PHI,A. Johnson,J. Valančiūnas,1
201710210CHI,https://www.basketball-reference.com/boxscores/pbp/201710210CHI.html,Chicago Bulls,San Antonio Spurs,CHI,SAS,R. Lopez,P. Gasol,R. Lopez,CHI,SAS,J. Grant,/players/g/grantje02.html,CHI,R. Lopez,P. Gasol,1
201710210CLE,https://www.basketball-reference.com/boxscores/pbp/201710210CLE.html,Cleveland Cavaliers,Orlando Magic,CLE,ORL,K. Love,N. Vučević,N. Vučević,ORL,CLE,E. Fournier,/players/f/fournev01.html,ORL,N. Vučević,K. Love,1
201710210HOU,https://www.basketball-reference.com/boxscores/pbp/201710210HOU.html,Houston Rockets,Dallas Mavericks,HOU,DAL,C. Capela,H. Barnes,H. Barnes,DAL,HOU,Y. Ferrell,/players/f/ferreyo01.html,DAL,H. Barnes,C. Capela,1
201710210MEM,https://www.basketball-reference.com/boxscores/pbp/201710210MEM.html,Memphis Grizzlies,Golden State Warriors,MEM,GSW,M. Gasol,Z. Pachulia,A. Harrison,MEM,GSW,M. Conley,/players/c/conlemi01.html,MEM,M. Gasol,Z. Pachulia,1
201710210MIA,https://www.basketball-reference.com/boxscores/pbp/201710210MIA.html,Miami Heat,Indiana Pacers,MIA,IND,J. Mickey,D. Sabonis,D. Sabonis,IND,MIA,T. Young,/players/y/youngth01.html,IND,D. Sabonis,J. Mickey,1
201710210NYK,https://www.basketball-reference.com/boxscores/pbp/201710210NYK.html,New York Knicks,Detroit Pistons,NYK,DET,K. Porziņģis,A. Drummond,A. Drummond,DET,NYK,T. Harris,/players/h/harrito02.html,DET,A. Drummond,K. Porziņģis,1
201710210MIL,https://www.basketball-reference.com/boxscores/pbp/201710210MIL.html,Milwaukee Bucks,Portland Trail Blazers,MIL,POR,T. Maker,J. Nurkić,K. Middleton,MIL,POR,G. Antetokounmpo,/players/a/antetgi01.html,MIL,T. Maker,J. Nurkić,1
201710210DEN,https://www.basketball-reference.com/boxscores/pbp/201710210DEN.html,Denver Nuggets,Sacramento Kings,DEN,SAC,P. Millsap,W. Cauley-Stein,J. Jackson,SAC,DEN,J. Jackson,/players/j/jacksju01.html,SAC,W. Cauley-Stein,P. Millsap,1
201710210UTA,https://www.basketball-reference.com/boxscores/pbp/201710210UTA.html,Utah Jazz,Oklahoma City Thunder,UTA,OKC,R. Gobert,S. Adams,R. Westbrook,UTA,OKC,D. Favors,/players/f/favorde01.html,OKC,R. Gobert,S. Adams,0
201710210LAC,https://www.basketball-reference.com/boxscores/pbp/201710210LAC.html,Los Angeles Clippers,Phoenix Suns,LAC,PHO,D. Jordan,T. Chandler,J. Jackson,LAC,PHO,B. Griffin,/players/g/griffbl01.html,PHO,D. Jordan,T. Chandler,0
201710220BRK,https://www.basketball-reference.com/boxscores/pbp/201710220BRK.html,Brooklyn Nets,Atlanta Hawks,BRK,ATL,T. Mozgov,D. Dedmon,E. İlyasova,ATL,BRK,T. Waller-Prince,/players/p/princta02.html,ATL,D. Dedmon,T. Mozgov,1
201710220OKC,https://www.basketball-reference.com/boxscores/pbp/201710220OKC.html,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN,S. Adams,K. Towns,S. Adams,OKC,MIN,A. Roberson,/players/r/roberan03.html,OKC,S. Adams,K. Towns,1
201710220LAL,https://www.basketball-reference.com/boxscores/pbp/201710220LAL.html,Los Angeles Lakers,New Orleans Pelicans,LAL,NOP,,,,,,,,,
201710230DET,https://www.basketball-reference.com/boxscores/pbp/201710230DET.html,Detroit Pistons,Philadelphia 76ers,DET,PHI,A. Drummond,J. Embiid,J. Embiid,PHI,DET,R. Covington,/players/c/covinro01.html,PHI,J. Embiid,A. Drummond,1
201710230MIA,https://www.basketball-reference.com/boxscores/pbp/201710230MIA.html,Miami Heat,Atlanta Hawks,MIA,ATL,J. Mickey,D. Dedmon,K. Bazemore,ATL,MIA,M. Delaney,/players/d/delanma01.html,ATL,D. Dedmon,J. Mickey,1
201710230HOU,https://www.basketball-reference.com/boxscores/pbp/201710230HOU.html,Houston Rockets,Memphis Grizzlies,HOU,MEM,C. Capela,M. Gasol,M. Gasol,MEM,HOU,J. Martin,/players/m/martija01.html,MEM,M. Gasol,C. Capela,1
201710230MIL,https://www.basketball-reference.com/boxscores/pbp/201710230MIL.html,Milwaukee Bucks,Charlotte Hornets,MIL,CHO,,,,,,,,,
201710230DAL,https://www.basketball-reference.com/boxscores/pbp/201710230DAL.html,Dallas Mavericks,Golden State Warriors,DAL,GSW,H. Barnes,Z. Pachulia,K. Thompson,GSW,DAL,D. Green,/players/g/greendr01.html,GSW,Z. Pachulia,H. Barnes,1
201710230SAS,https://www.basketball-reference.com/boxscores/pbp/201710230SAS.html,San Antonio Spurs,Toronto Raptors,SAS,TOR,P. Gasol,L. Nogueira,L. Aldridge,SAS,TOR,L. Aldridge,/players/a/aldrila01.html,SAS,P. Gasol,L. Nogueira,1
201710230DEN,https://www.basketball-reference.com/boxscores/pbp/201710230DEN.html,Denver Nuggets,Washington Wizards,DEN,WAS,P. Millsap,M. Gortat,G. Harris,WAS,DEN,O. Porter,/players/p/porteot01.html,DEN,M. Gortat,P. Millsap,0
201710230PHO,https://www.basketball-reference.com/boxscores/pbp/201710230PHO.html,Phoenix Suns,Sacramento Kings,PHO,SAC,T. Chandler,W. Cauley-Stein,B. Hield,PHO,SAC,M. Chriss,/players/c/chrisma01.html,SAC,T. Chandler,W. Cauley-Stein,0
201710240CLE,https://www.basketball-reference.com/boxscores/pbp/201710240CLE.html,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,T. Thompson,R. Lopez,P. Zipser,CHI,CLE,L. Markkanen,/players/m/markkla01.html,CHI,R. Lopez,T. Thompson,1
201710240ORL,https://www.basketball-reference.com/boxscores/pbp/201710240ORL.html,Orlando Magic,Brooklyn Nets,ORL,BRK,N. Vučević,T. Mozgov,D. Russell,BRK,ORL,D. Russell,/players/r/russeda01.html,BRK,T. Mozgov,N. Vučević,1
201710240BOS,https://www.basketball-reference.com/boxscores/pbp/201710240BOS.html,Boston Celtics,New York Knicks,BOS,NYK,A. Horford,K. Porziņģis,R. Sessions,BOS,NYK,A. Baynes,/players/b/baynear01.html,NYK,A. Horford,K. Porziņģis,0
201710240MIN,https://www.basketball-reference.com/boxscores/pbp/201710240MIN.html,Minnesota Timberwolves,Indiana Pacers,MIN,IND,K. Towns,D. Sabonis,V. Oladipo,MIN,IND,T. Gibson,/players/g/gibsota01.html,IND,K. Towns,D. Sabonis,0
201710240POR,https://www.basketball-reference.com/boxscores/pbp/201710240POR.html,Portland Trail Blazers,New Orleans Pelicans,POR,NOP,J. Nurkić,A. Davis,M. Harkless,NOP,POR,D. Cousins,/players/c/couside01.html,POR,A. Davis,J. Nurkić,0
201710240LAC,https://www.basketball-reference.com/boxscores/pbp/201710240LAC.html,Los Angeles Clippers,Utah Jazz,LAC,UTA,D. Jordan,R. Gobert,R. Rubio,LAC,UTA,B. Griffin,/players/g/griffbl01.html,UTA,D. Jordan,R. Gobert,0
201710250CHO,https://www.basketball-reference.com/boxscores/pbp/201710250CHO.html,Charlotte Hornets,Denver Nuggets,CHO,DEN,D. Howard,P. Millsap,D. Howard,CHO,DEN,M. Williams,/players/w/willima02.html,CHO,D. Howard,P. Millsap,1
201710250DET,https://www.basketball-reference.com/boxscores/pbp/201710250DET.html,Detroit Pistons,Minnesota Timberwolves,DET,MIN,A. Drummond,K. Towns,J. Teague,MIN,DET,T. Gibson,/players/g/gibsota01.html,MIN,K. Towns,A. Drummond,1
201710250PHI,https://www.basketball-reference.com/boxscores/pbp/201710250PHI.html,Philadelphia 76ers,Houston Rockets,PHI,HOU,J. Embiid,C. Capela,J. Embiid,PHI,HOU,B. Simmons,/players/s/simmobe01.html,PHI,J. Embiid,C. Capela,1
201710250BRK,https://www.basketball-reference.com/boxscores/pbp/201710250BRK.html,Brooklyn Nets,Cleveland Cavaliers,BRK,CLE,T. Mozgov,T. Thompson,L. James,CLE,BRK,L. James,/players/j/jamesle01.html,CLE,T. Thompson,T. Mozgov,1
201710250MIA,https://www.basketball-reference.com/boxscores/pbp/201710250MIA.html,Miami Heat,San Antonio Spurs,MIA,SAS,B. Adebayo,P. Gasol,P. Gasol,SAS,MIA,L. Aldridge,/players/a/aldrila01.html,SAS,P. Gasol,B. Adebayo,1
201710250OKC,https://www.basketball-reference.com/boxscores/pbp/201710250OKC.html,Oklahoma City Thunder,Indiana Pacers,OKC,IND,S. Adams,D. Sabonis,D. Collison,OKC,IND,A. Roberson,/players/r/roberan03.html,IND,S. Adams,D. Sabonis,0
201710250DAL,https://www.basketball-reference.com/boxscores/pbp/201710250DAL.html,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,N. Noel,M. Gasol,W. Matthews,MEM,DAL,J. Martin,/players/m/martija01.html,DAL,M. Gasol,N. Noel,0
201710250PHO,https://www.basketball-reference.com/boxscores/pbp/201710250PHO.html,Phoenix Suns,Utah Jazz,PHO,UTA,T. Chandler,R. Gobert,T. Chandler,PHO,UTA,M. James,/players/j/jamesmi02.html,PHO,T. Chandler,R. Gobert,1
201710250GSW,https://www.basketball-reference.com/boxscores/pbp/201710250GSW.html,Golden State Warriors,Toronto Raptors,GSW,TOR,Z. Pachulia,S. Ibaka,S. Ibaka,TOR,GSW,K. Lowry,/players/l/lowryky01.html,TOR,S. Ibaka,Z. Pachulia,1
201710250LAL,https://www.basketball-reference.com/boxscores/pbp/201710250LAL.html,Los Angeles Lakers,Washington Wizards,LAL,WAS,B. Lopez,M. Gortat,L. Nance,LAL,WAS,L. Nance,/players/n/nancela02.html,LAL,B. Lopez,M. Gortat,1
201710260CHI,https://www.basketball-reference.com/boxscores/pbp/201710260CHI.html,Chicago Bulls,Atlanta Hawks,CHI,ATL,R. Lopez,D. Dedmon,D. Dedmon,ATL,CHI,M. Delaney,/players/d/delanma01.html,ATL,D. Dedmon,R. Lopez,1
201710260MEM,https://www.basketball-reference.com/boxscores/pbp/201710260MEM.html,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,M. Gasol,N. Noel,H. Barnes,DAL,MEM,D. Nowitzki,/players/n/nowitdi01.html,DAL,N. Noel,M. Gasol,1
201710260MIL,https://www.basketball-reference.com/boxscores/pbp/201710260MIL.html,Milwaukee Bucks,Boston Celtics,MIL,BOS,T. Maker,A. Horford,K. Irving,BOS,MIL,J. Brown,/players/b/brownja02.html,BOS,A. Horford,T. Maker,1
201710260POR,https://www.basketball-reference.com/boxscores/pbp/201710260POR.html,Portland Trail Blazers,Los Angeles Clippers,POR,LAC,J. Nurkić,D. Jordan,D. Lillard,POR,LAC,M. Harkless,/players/h/harklma01.html,POR,J. Nurkić,D. Jordan,1
201710260SAC,https://www.basketball-reference.com/boxscores/pbp/201710260SAC.html,Sacramento Kings,New Orleans Pelicans,SAC,NOP,W. Cauley-Stein,D. Cousins,D. Cousins,NOP,SAC,J. Holiday,/players/h/holidjr01.html,NOP,D. Cousins,W. Cauley-Stein,1
201710270CHO,https://www.basketball-reference.com/boxscores/pbp/201710270CHO.html,Charlotte Hornets,Houston Rockets,CHO,HOU,D. Howard,C. Capela,M. Williams,CHO,HOU,K. Walker,/players/w/walkeke02.html,CHO,D. Howard,C. Capela,1
201710270ORL,https://www.basketball-reference.com/boxscores/pbp/201710270ORL.html,Orlando Magic,San Antonio Spurs,ORL,SAS,N. Vučević,P. Gasol,E. Fournier,SAS,ORL,D. Murray,/players/m/murrade01.html,ORL,P. Gasol,N. Vučević,0
201710270ATL,https://www.basketball-reference.com/boxscores/pbp/201710270ATL.html,Atlanta Hawks,Denver Nuggets,ATL,DEN,D. Dedmon,P. Millsap,E. İlyasova,ATL,DEN,E. İlyasova,/players/i/ilyaser01.html,ATL,D. Dedmon,P. Millsap,1
201710270NYK,https://www.basketball-reference.com/boxscores/pbp/201710270NYK.html,New York Knicks,Brooklyn Nets,NYK,BRK,K. Porziņģis,T. Mozgov,K. Porziņģis,NYK,BRK,E. Kanter,/players/k/kanteen01.html,NYK,K. Porziņģis,T. Mozgov,1
201710270MIN,https://www.basketball-reference.com/boxscores/pbp/201710270MIN.html,Minnesota Timberwolves,Oklahoma City Thunder,MIN,OKC,K. Towns,S. Adams,A. Roberson,OKC,MIN,R. Westbrook,/players/w/westbru01.html,OKC,S. Adams,K. Towns,1
201710270GSW,https://www.basketball-reference.com/boxscores/pbp/201710270GSW.html,Golden State Warriors,Washington Wizards,GSW,WAS,Z. Pachulia,M. Gortat,K. Durant,GSW,WAS,D. Green,/players/g/greendr01.html,GSW,Z. Pachulia,M. Gortat,1
201710270LAL,https://www.basketball-reference.com/boxscores/pbp/201710270LAL.html,Los Angeles Lakers,Toronto Raptors,LAL,TOR,B. Lopez,S. Ibaka,S. Ibaka,LAL,TOR,B. Ingram,/players/i/ingrabr01.html,TOR,B. Lopez,S. Ibaka,0
201710280NOP,https://www.basketball-reference.com/boxscores/pbp/201710280NOP.html,New Orleans Pelicans,Cleveland Cavaliers,NOP,CLE,A. Davis,T. Thompson,E. Moore,NOP,CLE,D. Cousins,/players/c/couside01.html,NOP,A. Davis,T. Thompson,1
201710280CHI,https://www.basketball-reference.com/boxscores/pbp/201710280CHI.html,Chicago Bulls,Oklahoma City Thunder,CHI,OKC,R. Lopez,S. Adams,P. George,OKC,CHI,R. Westbrook,/players/w/westbru01.html,OKC,S. Adams,R. Lopez,1
201710280MEM,https://www.basketball-reference.com/boxscores/pbp/201710280MEM.html,Memphis Grizzlies,Houston Rockets,MEM,HOU,M. Gasol,C. Capela,C. Capela,MEM,HOU,J. Martin,/players/m/martija01.html,HOU,M. Gasol,C. Capela,0
201710280MIA,https://www.basketball-reference.com/boxscores/pbp/201710280MIA.html,Miami Heat,Boston Celtics,MIA,BOS,B. Adebayo,A. Horford,G. Dragić,MIA,BOS,G. Dragić,/players/d/dragigo01.html,MIA,B. Adebayo,A. Horford,1
201710280DAL,https://www.basketball-reference.com/boxscores/pbp/201710280DAL.html,Dallas Mavericks,Philadelphia 76ers,DAL,PHI,N. Noel,J. Embiid,D. Šarić,PHI,DAL,D. Šarić,/players/s/saricda01.html,PHI,J. Embiid,N. Noel,1
201710280UTA,https://www.basketball-reference.com/boxscores/pbp/201710280UTA.html,Utah Jazz,Los Angeles Lakers,UTA,LAL,R. Gobert,B. Lopez,D. Favors,LAL,UTA,L. Ball,/players/b/balllo01.html,UTA,B. Lopez,R. Gobert,0
201710280POR,https://www.basketball-reference.com/boxscores/pbp/201710280POR.html,Portland Trail Blazers,Phoenix Suns,POR,PHO,J. Nurkić,T. Chandler,D. Booker,PHO,POR,M. Chriss,/players/c/chrisma01.html,PHO,T. Chandler,J. Nurkić,1
201710280LAC,https://www.basketball-reference.com/boxscores/pbp/201710280LAC.html,Los Angeles Clippers,Detroit Pistons,LAC,DET,D. Jordan,A. Drummond,D. Gallinari,LAC,DET,B. Griffin,/players/g/griffbl01.html,LAC,D. Jordan,A. Drummond,1
201710290ATL,https://www.basketball-reference.com/boxscores/pbp/201710290ATL.html,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,D. Dedmon,T. Maker,G. Antetokounmpo,ATL,MIL,M. Muscala,/players/m/muscami01.html,MIL,D. Dedmon,T. Maker,0
201710290IND,https://www.basketball-reference.com/boxscores/pbp/201710290IND.html,Indiana Pacers,San Antonio Spurs,IND,SAS,D. Sabonis,P. Gasol,L. Aldridge,SAS,IND,D. Green,/players/g/greenda02.html,SAS,P. Gasol,D. Sabonis,1
201710290BRK,https://www.basketball-reference.com/boxscores/pbp/201710290BRK.html,Brooklyn Nets,Denver Nuggets,BRK,DEN,T. Mozgov,P. Millsap,N. Jokić,BRK,DEN,D. Russell,/players/r/russeda01.html,DEN,T. Mozgov,P. Millsap,0
201710290CHO,https://www.basketball-reference.com/boxscores/pbp/201710290CHO.html,Charlotte Hornets,Orlando Magic,CHO,ORL,D. Howard,N. Vučević,T. Ross,CHO,ORL,M. Williams,/players/w/willima02.html,ORL,D. Howard,N. Vučević,0
201710290SAC,https://www.basketball-reference.com/boxscores/pbp/201710290SAC.html,Sacramento Kings,Washington Wizards,SAC,WAS,W. Cauley-Stein,M. Gortat,J. Wall,WAS,SAC,O. Porter,/players/p/porteot01.html,WAS,M. Gortat,W. Cauley-Stein,1
201710290CLE,https://www.basketball-reference.com/boxscores/pbp/201710290CLE.html,Cleveland Cavaliers,New York Knicks,CLE,NYK,T. Thompson,K. Porziņģis,K. Love,NYK,CLE,E. Kanter,/players/k/kanteen01.html,CLE,K. Porziņģis,T. Thompson,0
201710290GSW,https://www.basketball-reference.com/boxscores/pbp/201710290GSW.html,Golden State Warriors,Detroit Pistons,GSW,DET,Z. Pachulia,A. Drummond,K. Thompson,DET,GSW,T. Harris,/players/h/harrito02.html,GSW,A. Drummond,Z. Pachulia,0
201710300BOS,https://www.basketball-reference.com/boxscores/pbp/201710300BOS.html,Boston Celtics,San Antonio Spurs,BOS,SAS,A. Horford,P. Gasol,L. Aldridge,SAS,BOS,L. Aldridge,/players/a/aldrila01.html,SAS,P. Gasol,A. Horford,1
201710300MIA,https://www.basketball-reference.com/boxscores/pbp/201710300MIA.html,Miami Heat,Minnesota Timberwolves,MIA,MIN,B. Adebayo,K. Towns,J. Richardson,MIN,MIA,J. Teague,/players/t/teaguje01.html,MIA,K. Towns,B. Adebayo,0
201710300NYK,https://www.basketball-reference.com/boxscores/pbp/201710300NYK.html,New York Knicks,Denver Nuggets,NYK,DEN,K. Porziņģis,P. Millsap,K. Porziņģis,NYK,DEN,E. Kanter,/players/k/kanteen01.html,NYK,K. Porziņģis,P. Millsap,1
201710300HOU,https://www.basketball-reference.com/boxscores/pbp/201710300HOU.html,Houston Rockets,Philadelphia 76ers,HOU,PHI,C. Capela,J. Embiid,B. Simmons,PHI,HOU,B. Simmons,/players/s/simmobe01.html,PHI,J. Embiid,C. Capela,1
201710300MEM,https://www.basketball-reference.com/boxscores/pbp/201710300MEM.html,Memphis Grizzlies,Charlotte Hornets,MEM,CHO,M. Gasol,D. Howard,D. Howard,CHO,MEM,M. Williams,/players/w/willima02.html,CHO,D. Howard,M. Gasol,1
201710300NOP,https://www.basketball-reference.com/boxscores/pbp/201710300NOP.html,New Orleans Pelicans,Orlando Magic,NOP,ORL,A. Davis,N. Vučević,T. Ross,NOP,ORL,D. Cousins,/players/c/couside01.html,ORL,A. Davis,N. Vučević,0
201710300UTA,https://www.basketball-reference.com/boxscores/pbp/201710300UTA.html,Utah Jazz,Dallas Mavericks,UTA,DAL,R. Gobert,N. Noel,R. Gobert,UTA,DAL,D. Favors,/players/f/favorde01.html,UTA,R. Gobert,N. Noel,1
201710300POR,https://www.basketball-reference.com/boxscores/pbp/201710300POR.html,Portland Trail Blazers,Toronto Raptors,POR,TOR,J. Nurkić,L. Nogueira,A. Aminu,POR,TOR,M. Harkless,/players/h/harklma01.html,POR,J. Nurkić,L. Nogueira,1
201710300LAC,https://www.basketball-reference.com/boxscores/pbp/201710300LAC.html,Los Angeles Clippers,Golden State Warriors,LAC,GSW,D. Jordan,Z. Pachulia,D. Jordan,LAC,GSW,A. Rivers,/players/r/riverau01.html,LAC,D. Jordan,Z. Pachulia,1
201710310IND,https://www.basketball-reference.com/boxscores/pbp/201710310IND.html,Indiana Pacers,Sacramento Kings,IND,SAC,D. Sabonis,W. Cauley-Stein,D. Collison,SAC,IND,G. Hill,/players/h/hillge01.html,IND,W. Cauley-Stein,D. Sabonis,0
201710310BRK,https://www.basketball-reference.com/boxscores/pbp/201710310BRK.html,Brooklyn Nets,Phoenix Suns,BRK,PHO,,,,,,,,,
201710310MIL,https://www.basketball-reference.com/boxscores/pbp/201710310MIL.html,Milwaukee Bucks,Oklahoma City Thunder,MIL,OKC,T. Maker,S. Adams,M. Brogdon,MIL,OKC,M. Brogdon,/players/b/brogdma01.html,MIL,T. Maker,S. Adams,1
201710310LAL,https://www.basketball-reference.com/boxscores/pbp/201710310LAL.html,Los Angeles Lakers,Detroit Pistons,LAL,DET,B. Lopez,A. Drummond,A. Drummond,DET,LAL,T. Harris,/players/h/harrito02.html,DET,A. Drummond,B. Lopez,1
201711010CLE,https://www.basketball-reference.com/boxscores/pbp/201711010CLE.html,Cleveland Cavaliers,Indiana Pacers,CLE,IND,T. Thompson,D. Sabonis,L. James,CLE,IND,K. Love,/players/l/loveke01.html,CLE,T. Thompson,D. Sabonis,1
