Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon TeamTipoff Winner,Tipoff Loser,Tipoff Winner Scores
201404040NYK,https://www.basketball-reference.com/boxscores/pbp/201404040NYK.html,New York Knicks,Washington Wizards,NYK,WAS,M. Gortat,T. Chandler,M. Gortat,WAS,NYK,T. Booker,/players/b/booketr01.html,WAS,NYK,T. Chandler,M. Gortat,1
201404040CHI,https://www.basketball-reference.com/boxscores/pbp/201404040CHI.html,Chicago Bulls,Milwaukee Bucks,CHI,MIL,Z. Pachulia,J. Noah,J. Adrien,MIL,CHI,C. Boozer,/players/b/boozeca01.html,MIL,CHI,J. Noah,Z. Pachulia,1
201404040UTA,https://www.basketball-reference.com/boxscores/pbp/201404040UTA.html,Utah Jazz,New Orleans Pelicans,UTA,NOP,E. Kanter,A. Davis,D. Favors,NOP,UTA,B. Roberts,/players/r/roberbr01.html,NOP,UTA,A. Davis,E. Kanter,1
201404040HOU,https://www.basketball-reference.com/boxscores/pbp/201404040HOU.html,Houston Rockets,Oklahoma City Thunder,HOU,OKC,S. Ibaka,Ö. Aşık,T. Jones,OKC,HOU,J. Lin,/players/l/linje01.html,OKC,HOU,Ö. Aşık,S. Ibaka,1
201404040POR,https://www.basketball-reference.com/boxscores/pbp/201404040POR.html,Portland Trail Blazers,Phoenix Suns,POR,PHO,M. Plumlee,R. Lopez,P. Tucker,PHO,POR,C. Frye,/players/f/fryech01.html,PHO,POR,R. Lopez,M. Plumlee,1
201404040GSW,https://www.basketball-reference.com/boxscores/pbp/201404040GSW.html,Golden State Warriors,Sacramento Kings,GSW,SAC,J. O'Neal,D. Cousins,D. Cousins,SAC,GSW,R. McCallum,/players/m/mccalra01.html,SAC,GSW,D. Cousins,J. O'Neal,1
201404040LAL,https://www.basketball-reference.com/boxscores/pbp/201404040LAL.html,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,J. Hill,S. Dalembert,S. Marion,DAL,LAL,D. Nowitzki,/players/n/nowitdi01.html,DAL,LAL,S. Dalembert,J. Hill,1
201404050ORL,https://www.basketball-reference.com/boxscores/pbp/201404050ORL.html,Orlando Magic,Minnesota Timberwolves,ORL,MIN,G. Dieng,D. Dedmon,D. Dedmon,MIN,ORL,K. O'Quinn,/players/o/oquinky01.html,MIN,ORL,D. Dedmon,G. Dieng,1
201404050WAS,https://www.basketball-reference.com/boxscores/pbp/201404050WAS.html,Washington Wizards,Chicago Bulls,WAS,CHI,J. Noah,M. Gortat,M. Dunleavy,CHI,WAS,J. Wall,/players/w/walljo01.html,CHI,WAS,M. Gortat,J. Noah,1
201404050CLE,https://www.basketball-reference.com/boxscores/pbp/201404050CLE.html,Cleveland Cavaliers,Charlotte Bobcats,CLE,CHA,A. Jefferson,S. Hawes,K. Walker,CHA,CLE,C. Zeller,/players/z/zelleco01.html,CHA,CLE,S. Hawes,A. Jefferson,1
201404050DET,https://www.basketball-reference.com/boxscores/pbp/201404050DET.html,Detroit Pistons,Boston Celtics,DET,BOS,A. Drummond,B. Bass,A. Drummond,BOS,DET,K. Singler,/players/s/singlky01.html,BOS,DET,B. Bass,A. Drummond,1
201404050PHI,https://www.basketball-reference.com/boxscores/pbp/201404050PHI.html,Philadelphia 76ers,Brooklyn Nets,PHI,BRK,H. Sims,K. Garnett,P. Pierce,BRK,PHI,P. Pierce,/players/p/piercpa01.html,BRK,PHI,K. Garnett,H. Sims,1
201404050MIL,https://www.basketball-reference.com/boxscores/pbp/201404050MIL.html,Milwaukee Bucks,Toronto Raptors,MIL,TOR,J. Valančiūnas,Z. Pachulia,P. Patterson,TOR,MIL,G. Vásquez,/players/v/vasqugr01.html,TOR,MIL,Z. Pachulia,J. Valančiūnas,1
201404060MIA,https://www.basketball-reference.com/boxscores/pbp/201404060MIA.html,Miami Heat,New York Knicks,MIA,NYK,T. Chandler,C. Bosh,R. Felton,NYK,MIA,L. James,/players/j/jamesle01.html,NYK,MIA,C. Bosh,T. Chandler,1
201404060LAC,https://www.basketball-reference.com/boxscores/pbp/201404060LAC.html,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL,D. Jordan,J. Hill,J. Redick,LAL,LAC,B. Griffin,/players/g/griffbl01.html,LAL,LAC,J. Hill,D. Jordan,1
201404060IND,https://www.basketball-reference.com/boxscores/pbp/201404060IND.html,Indiana Pacers,Atlanta Hawks,IND,ATL,P. Millsap,R. Hibbert,P. Millsap,ATL,IND,P. Antić,/players/a/anticpe01.html,ATL,IND,R. Hibbert,P. Millsap,1
201404060SAC,https://www.basketball-reference.com/boxscores/pbp/201404060SAC.html,Sacramento Kings,Dallas Mavericks,SAC,DAL,S. Dalembert,D. Cousins,J. Calderón,DAL,SAC,J. Calderón,/players/c/caldejo01.html,DAL,SAC,D. Cousins,S. Dalembert,1
201404060HOU,https://www.basketball-reference.com/boxscores/pbp/201404060HOU.html,Houston Rockets,Denver Nuggets,HOU,DEN,T. Mozgov,Ö. Aşık,T. Jones,DEN,HOU,A. Brooks,/players/b/brookaa01.html,DEN,HOU,Ö. Aşık,T. Mozgov,1
201404060SAS,https://www.basketball-reference.com/boxscores/pbp/201404060SAS.html,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,M. Gasol,T. Duncan,M. Conley,MEM,SAS,T. Parker,/players/p/parketo01.html,MEM,SAS,T. Duncan,M. Gasol,1
201404060GSW,https://www.basketball-reference.com/boxscores/pbp/201404060GSW.html,Golden State Warriors,Utah Jazz,GSW,UTA,D. Favors,A. Bogut,D. Favors,UTA,GSW,R. Jefferson,/players/j/jefferi01.html,UTA,GSW,A. Bogut,D. Favors,1
201404060PHO,https://www.basketball-reference.com/boxscores/pbp/201404060PHO.html,Phoenix Suns,Oklahoma City Thunder,PHO,OKC,M. Plumlee,S. Ibaka,K. Durant,OKC,PHO,R. Westbrook,/players/w/westbru01.html,OKC,PHO,S. Ibaka,M. Plumlee,1
201404060POR,https://www.basketball-reference.com/boxscores/pbp/201404060POR.html,Portland Trail Blazers,New Orleans Pelicans,POR,NOP,R. Lopez,A. Davis,B. Roberts,NOP,POR,G. Stiemsma,/players/s/stiemgr01.html,NOP,POR,A. Davis,R. Lopez,1
201404080ATL,https://www.basketball-reference.com/boxscores/pbp/201404080ATL.html,Atlanta Hawks,Detroit Pistons,ATL,DET,P. Millsap,A. Drummond,G. Monroe,DET,ATL,B. Jennings,/players/j/jennibr01.html,DET,ATL,A. Drummond,P. Millsap,1
201404080MIA,https://www.basketball-reference.com/boxscores/pbp/201404080MIA.html,Miami Heat,Brooklyn Nets,MIA,BRK,M. Plumlee,C. Bosh,M. Chalmers,BRK,MIA,M. Chalmers,/players/c/chalmma01.html,BRK,MIA,C. Bosh,M. Plumlee,1
201404080MIN,https://www.basketball-reference.com/boxscores/pbp/201404080MIN.html,Minnesota Timberwolves,San Antonio Spurs,MIN,SAS,T. Duncan,G. Dieng,R. Rubio,SAS,MIN,C. Joseph,/players/j/josepco01.html,SAS,MIN,G. Dieng,T. Duncan,1
201404080UTA,https://www.basketball-reference.com/boxscores/pbp/201404080UTA.html,Utah Jazz,Dallas Mavericks,UTA,DAL,D. Favors,S. Dalembert,D. Nowitzki,DAL,UTA,J. Calderón,/players/c/caldejo01.html,DAL,UTA,S. Dalembert,D. Favors,1
201404080SAC,https://www.basketball-reference.com/boxscores/pbp/201404080SAC.html,Sacramento Kings,Oklahoma City Thunder,SAC,OKC,J. Thompson,S. Ibaka,K. Durant,OKC,SAC,K. Perkins,/players/p/perkike01.html,OKC,SAC,S. Ibaka,J. Thompson,1
201404080LAL,https://www.basketball-reference.com/boxscores/pbp/201404080LAL.html,Los Angeles Lakers,Houston Rockets,LAL,HOU,J. Hill,Ö. Aşık,R. Kelly,HOU,LAL,R. Kelly,/players/k/kellyry01.html,HOU,LAL,Ö. Aşık,J. Hill,1
201404090CLE,https://www.basketball-reference.com/boxscores/pbp/201404090CLE.html,Cleveland Cavaliers,Detroit Pistons,CLE,DET,S. Hawes,A. Drummond,K. Singler,DET,CLE,B. Jennings,/players/j/jennibr01.html,DET,CLE,A. Drummond,S. Hawes,1
201404090ORL,https://www.basketball-reference.com/boxscores/pbp/201404090ORL.html,Orlando Magic,Brooklyn Nets,ORL,BRK,K. Garnett,D. Dedmon,K. O'Quinn,BRK,ORL,M. Harkless,/players/h/harklma01.html,BRK,ORL,D. Dedmon,K. Garnett,1
201404090TOR,https://www.basketball-reference.com/boxscores/pbp/201404090TOR.html,Toronto Raptors,Philadelphia 76ers,TOR,PHI,J. Valančiūnas,H. Sims,J. Valančiūnas,PHI,TOR,K. Lowry,/players/l/lowryky01.html,PHI,TOR,H. Sims,J. Valančiūnas,1
201404090WAS,https://www.basketball-reference.com/boxscores/pbp/201404090WAS.html,Washington Wizards,Charlotte Bobcats,WAS,CHA,A. Jefferson,M. Gortat,M. Kidd-Gilchrist,CHA,WAS,J. McRoberts,/players/m/mcrobjo01.html,CHA,WAS,M. Gortat,A. Jefferson,1
201404090ATL,https://www.basketball-reference.com/boxscores/pbp/201404090ATL.html,Atlanta Hawks,Boston Celtics,ATL,BOS,E. Brand,B. Bass,D. Carroll,BOS,ATL,J. Sullinger,/players/s/sullija01.html,BOS,ATL,B. Bass,E. Brand,1
201404090MEM,https://www.basketball-reference.com/boxscores/pbp/201404090MEM.html,Memphis Grizzlies,Miami Heat,MEM,MIA,M. Gasol,C. Bosh,Z. Randolph,MIA,MEM,Z. Randolph,/players/r/randoza01.html,MIA,MEM,C. Bosh,M. Gasol,1
201404090MIL,https://www.basketball-reference.com/boxscores/pbp/201404090MIL.html,Milwaukee Bucks,Indiana Pacers,MIL,IND,Z. Pachulia,I. Mahinmi,J. Adrien,IND,MIL,L. Scola,/players/s/scolalu01.html,IND,MIL,I. Mahinmi,Z. Pachulia,1
201404090MIN,https://www.basketball-reference.com/boxscores/pbp/201404090MIN.html,Minnesota Timberwolves,Chicago Bulls,MIN,CHI,J. Noah,G. Dieng,R. Rubio,CHI,MIN,R. Rubio,/players/r/rubiori01.html,CHI,MIN,G. Dieng,J. Noah,1
201404090NOP,https://www.basketball-reference.com/boxscores/pbp/201404090NOP.html,New Orleans Pelicans,Phoenix Suns,NOP,PHO,M. Plumlee,A. Aminu,P. Tucker,PHO,NOP,C. Frye,/players/f/fryech01.html,PHO,NOP,A. Aminu,M. Plumlee,1
201404090DEN,https://www.basketball-reference.com/boxscores/pbp/201404090DEN.html,Denver Nuggets,Houston Rockets,DEN,HOU,T. Mozgov,Ö. Aşık,T. Mozgov,HOU,DEN,J. Lin,/players/l/linje01.html,HOU,DEN,Ö. Aşık,T. Mozgov,1
201404090POR,https://www.basketball-reference.com/boxscores/pbp/201404090POR.html,Portland Trail Blazers,Sacramento Kings,POR,SAC,J. Thompson,R. Lopez,L. Aldridge,SAC,POR,B. McLemore,/players/m/mclembe01.html,SAC,POR,R. Lopez,J. Thompson,1
201404090LAC,https://www.basketball-reference.com/boxscores/pbp/201404090LAC.html,Los Angeles Clippers,Oklahoma City Thunder,LAC,OKC,D. Jordan,S. Ibaka,K. Perkins,OKC,LAC,C. Paul,/players/p/paulch01.html,OKC,LAC,S. Ibaka,D. Jordan,1
201404100DAL,https://www.basketball-reference.com/boxscores/pbp/201404100DAL.html,Dallas Mavericks,San Antonio Spurs,DAL,SAS,T. Duncan,S. Dalembert,D. Green,SAS,DAL,P. Mills,/players/m/millspa02.html,SAS,DAL,S. Dalembert,T. Duncan,1
201404100GSW,https://www.basketball-reference.com/boxscores/pbp/201404100GSW.html,Golden State Warriors,Denver Nuggets,GSW,DEN,T. Mozgov,A. Bogut,K. Thompson,DEN,GSW,D. Green,/players/g/greendr01.html,DEN,GSW,A. Bogut,T. Mozgov,1
201404110ORL,https://www.basketball-reference.com/boxscores/pbp/201404110ORL.html,Orlando Magic,Washington Wizards,ORL,WAS,M. Gortat,D. Dedmon,K. O'Quinn,WAS,ORL,A. Afflalo,/players/a/afflaar01.html,WAS,ORL,D. Dedmon,M. Gortat,1
201404110TOR,https://www.basketball-reference.com/boxscores/pbp/201404110TOR.html,Toronto Raptors,New York Knicks,TOR,NYK,J. Valančiūnas,T. Chandler,A. Stoudemire,NYK,TOR,R. Felton,/players/f/feltora01.html,NYK,TOR,T. Chandler,J. Valančiūnas,1
201404110BOS,https://www.basketball-reference.com/boxscores/pbp/201404110BOS.html,Boston Celtics,Charlotte Bobcats,BOS,CHA,A. Jefferson,B. Bass,A. Jefferson,CHA,BOS,J. Sullinger,/players/s/sullija01.html,CHA,BOS,B. Bass,A. Jefferson,1
201404110BRK,https://www.basketball-reference.com/boxscores/pbp/201404110BRK.html,Brooklyn Nets,Atlanta Hawks,BRK,ATL,K. Garnett,E. Brand,J. Gutiérrez,ATL,BRK,P. Millsap,/players/m/millspa01.html,ATL,BRK,E. Brand,K. Garnett,1
201404110MIA,https://www.basketball-reference.com/boxscores/pbp/201404110MIA.html,Miami Heat,Indiana Pacers,MIA,IND,R. Hibbert,C. Bosh,L. James,IND,MIA,D. West,/players/w/westda01.html,IND,MIA,C. Bosh,R. Hibbert,1
201404110CHI,https://www.basketball-reference.com/boxscores/pbp/201404110CHI.html,Chicago Bulls,Detroit Pistons,CHI,DET,J. Noah,A. Drummond,C. Boozer,DET,CHI,C. Boozer,/players/b/boozeca01.html,DET,CHI,A. Drummond,J. Noah,1
201404110MEM,https://www.basketball-reference.com/boxscores/pbp/201404110MEM.html,Memphis Grizzlies,Philadelphia 76ers,MEM,PHI,H. Sims,M. Gasol,M. Gasol,PHI,MEM,Z. Randolph,/players/r/randoza01.html,PHI,MEM,M. Gasol,H. Sims,1
201404110MIN,https://www.basketball-reference.com/boxscores/pbp/201404110MIN.html,Minnesota Timberwolves,Houston Rockets,MIN,HOU,G. Dieng,Ö. Aşık,C. Brewer,HOU,MIN,R. Hummel,/players/h/hummero01.html,HOU,MIN,Ö. Aşık,G. Dieng,1
201404110OKC,https://www.basketball-reference.com/boxscores/pbp/201404110OKC.html,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP,J. Withey,S. Ibaka,S. Ibaka,NOP,OKC,K. Perkins,/players/p/perkike01.html,NOP,OKC,S. Ibaka,J. Withey,1
201404110MIL,https://www.basketball-reference.com/boxscores/pbp/201404110MIL.html,Milwaukee Bucks,Cleveland Cavaliers,MIL,CLE,Z. Pachulia,S. Hawes,A. Gee,CLE,MIL,T. Thompson,/players/t/thomptr01.html,CLE,MIL,S. Hawes,Z. Pachulia,1
201404110SAS,https://www.basketball-reference.com/boxscores/pbp/201404110SAS.html,San Antonio Spurs,Phoenix Suns,SAS,PHO,T. Splitter,M. Plumlee,G. Green,PHO,SAS,G. Green,/players/g/greenge01.html,PHO,SAS,M. Plumlee,T. Splitter,1
201404110UTA,https://www.basketball-reference.com/boxscores/pbp/201404110UTA.html,Utah Jazz,Portland Trail Blazers,UTA,POR,,,,,,,,,,
201404110LAL,https://www.basketball-reference.com/boxscores/pbp/201404110LAL.html,Los Angeles Lakers,Golden State Warriors,LAL,GSW,J. Hill,A. Bogut,S. Curry,GSW,LAL,D. Green,/players/g/greendr01.html,GSW,LAL,A. Bogut,J. Hill,1
201404120LAC,https://www.basketball-reference.com/boxscores/pbp/201404120LAC.html,Los Angeles Clippers,Sacramento Kings,LAC,SAC,,,,,,,,,,
201404120CHA,https://www.basketball-reference.com/boxscores/pbp/201404120CHA.html,Charlotte Bobcats,Philadelphia 76ers,CHA,PHI,H. Sims,A. Jefferson,M. Kidd-Gilchrist,PHI,CHA,J. McRoberts,/players/m/mcrobjo01.html,PHI,CHA,A. Jefferson,H. Sims,1
201404120WAS,https://www.basketball-reference.com/boxscores/pbp/201404120WAS.html,Washington Wizards,Milwaukee Bucks,WAS,MIL,Z. Pachulia,M. Gortat,B. Beal,MIL,WAS,J. Wall,/players/w/walljo01.html,MIL,WAS,M. Gortat,Z. Pachulia,1
201404120ATL,https://www.basketball-reference.com/boxscores/pbp/201404120ATL.html,Atlanta Hawks,Miami Heat,ATL,MIA,,,,,,,,,,
201404120CLE,https://www.basketball-reference.com/boxscores/pbp/201404120CLE.html,Cleveland Cavaliers,Boston Celtics,CLE,BOS,S. Hawes,B. Bass,S. Hawes,BOS,CLE,T. Thompson,/players/t/thomptr01.html,BOS,CLE,B. Bass,S. Hawes,1
201404120HOU,https://www.basketball-reference.com/boxscores/pbp/201404120HOU.html,Houston Rockets,New Orleans Pelicans,HOU,NOP,D. Howard,A. Ajinça,D. Howard,NOP,HOU,P. Beverley,/players/b/beverpa01.html,NOP,HOU,A. Ajinça,D. Howard,1
201404120DAL,https://www.basketball-reference.com/boxscores/pbp/201404120DAL.html,Dallas Mavericks,Phoenix Suns,DAL,PHO,M. Plumlee,S. Dalembert,C. Frye,PHO,DAL,D. Nowitzki,/players/n/nowitdi01.html,PHO,DAL,S. Dalembert,M. Plumlee,1
201404120DEN,https://www.basketball-reference.com/boxscores/pbp/201404120DEN.html,Denver Nuggets,Utah Jazz,DEN,UTA,T. Mozgov,D. Favors,G. Hayward,UTA,DEN,G. Hayward,/players/h/haywago01.html,UTA,DEN,D. Favors,T. Mozgov,1
201404130IND,https://www.basketball-reference.com/boxscores/pbp/201404130IND.html,Indiana Pacers,Oklahoma City Thunder,IND,OKC,S. Ibaka,R. Hibbert,P. George,OKC,IND,P. George,/players/g/georgpa01.html,OKC,IND,R. Hibbert,S. Ibaka,1
201404130DET,https://www.basketball-reference.com/boxscores/pbp/201404130DET.html,Detroit Pistons,Toronto Raptors,DET,TOR,J. Valančiūnas,A. Drummond,A. Johnson,TOR,DET,R. Stuckey,/players/s/stuckro01.html,TOR,DET,A. Drummond,J. Valančiūnas,1
201404130BRK,https://www.basketball-reference.com/boxscores/pbp/201404130BRK.html,Brooklyn Nets,Orlando Magic,BRK,ORL,K. Garnett,D. Dedmon,D. Williams,ORL,BRK,K. O'Quinn,/players/o/oquinky01.html,ORL,BRK,D. Dedmon,K. Garnett,1
201404130NYK,https://www.basketball-reference.com/boxscores/pbp/201404130NYK.html,New York Knicks,Chicago Bulls,NYK,CHI,J. Noah,T. Chandler,C. Boozer,CHI,NYK,C. Boozer,/players/b/boozeca01.html,CHI,NYK,T. Chandler,J. Noah,1
201404130POR,https://www.basketball-reference.com/boxscores/pbp/201404130POR.html,Portland Trail Blazers,Golden State Warriors,POR,GSW,R. Lopez,A. Bogut,L. Aldridge,GSW,POR,D. Lee,/players/l/leeda02.html,GSW,POR,A. Bogut,R. Lopez,1
201404130SAC,https://www.basketball-reference.com/boxscores/pbp/201404130SAC.html,Sacramento Kings,Minnesota Timberwolves,SAC,MIN,J. Thompson,G. Dieng,G. Dieng,MIN,SAC,D. Williams,/players/w/willide02.html,MIN,SAC,G. Dieng,J. Thompson,1
201404130LAL,https://www.basketball-reference.com/boxscores/pbp/201404130LAL.html,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,J. Hill,M. Gasol,J. Hill,MEM,LAL,M. Conley,/players/c/conlemi01.html,MEM,LAL,M. Gasol,J. Hill,1
201404140PHI,https://www.basketball-reference.com/boxscores/pbp/201404140PHI.html,Philadelphia 76ers,Boston Celtics,PHI,BOS,H. Sims,B. Bass,M. Carter-Williams,BOS,PHI,T. Young,/players/y/youngth01.html,BOS,PHI,B. Bass,H. Sims,1
201404140TOR,https://www.basketball-reference.com/boxscores/pbp/201404140TOR.html,Toronto Raptors,Milwaukee Bucks,TOR,MIL,J. Valančiūnas,Z. Pachulia,K. Lowry,MIL,TOR,J. Adrien,/players/a/adrieje01.html,MIL,TOR,Z. Pachulia,J. Valančiūnas,1
201404140WAS,https://www.basketball-reference.com/boxscores/pbp/201404140WAS.html,Washington Wizards,Miami Heat,WAS,MIA,M. Gortat,S. Battier,T. Douglas,MIA,WAS,J. Wall,/players/w/walljo01.html,MIA,WAS,S. Battier,M. Gortat,1
201404140ATL,https://www.basketball-reference.com/boxscores/pbp/201404140ATL.html,Atlanta Hawks,Charlotte Bobcats,ATL,CHA,,,,,,,,,,
201404140CHI,https://www.basketball-reference.com/boxscores/pbp/201404140CHI.html,Chicago Bulls,Orlando Magic,CHI,ORL,J. Noah,D. Dedmon,C. Boozer,ORL,CHI,M. Dunleavy,/players/d/dunlemi02.html,ORL,CHI,D. Dedmon,J. Noah,1
201404140HOU,https://www.basketball-reference.com/boxscores/pbp/201404140HOU.html,Houston Rockets,San Antonio Spurs,HOU,SAS,D. Howard,T. Duncan,T. Jones,SAS,HOU,T. Parker,/players/p/parketo01.html,SAS,HOU,T. Duncan,D. Howard,1
201404140NOP,https://www.basketball-reference.com/boxscores/pbp/201404140NOP.html,New Orleans Pelicans,Oklahoma City Thunder,NOP,OKC,S. Ibaka,A. Ajinça,K. Durant,OKC,NOP,A. Rivers,/players/r/riverau01.html,OKC,NOP,A. Ajinça,S. Ibaka,1
201404140UTA,https://www.basketball-reference.com/boxscores/pbp/201404140UTA.html,Utah Jazz,Los Angeles Lakers,UTA,LAL,J. Hill,D. Favors,D. Favors,LAL,UTA,E. Kanter,/players/k/kanteen01.html,LAL,UTA,D. Favors,J. Hill,1
201404140PHO,https://www.basketball-reference.com/boxscores/pbp/201404140PHO.html,Phoenix Suns,Memphis Grizzlies,PHO,MEM,M. Plumlee,M. Gasol,M. Gasol,MEM,PHO,M. Conley,/players/c/conlemi01.html,MEM,PHO,M. Gasol,M. Plumlee,1
201404140GSW,https://www.basketball-reference.com/boxscores/pbp/201404140GSW.html,Golden State Warriors,Minnesota Timberwolves,GSW,MIN,J. O'Neal,G. Dieng,D. Lee,MIN,GSW,S. Curry,/players/c/curryst01.html,MIN,GSW,G. Dieng,J. O'Neal,1
201404150BRK,https://www.basketball-reference.com/boxscores/pbp/201404150BRK.html,Brooklyn Nets,New York Knicks,BRK,NYK,K. Garnett,T. Chandler,P. Pierce,NYK,BRK,A. Kirilenko,/players/k/kirilan01.html,NYK,BRK,T. Chandler,K. Garnett,1
201404150LAC,https://www.basketball-reference.com/boxscores/pbp/201404150LAC.html,Los Angeles Clippers,Denver Nuggets,LAC,DEN,T. Mozgov,D. Jordan,C. Paul,DEN,LAC,C. Paul,/players/p/paulch01.html,DEN,LAC,D. Jordan,T. Mozgov,1
201404160CHA,https://www.basketball-reference.com/boxscores/pbp/201404160CHA.html,Charlotte Bobcats,Chicago Bulls,CHA,CHI,J. Noah,A. Jefferson,C. Boozer,CHI,CHA,C. Boozer,/players/b/boozeca01.html,CHI,CHA,A. Jefferson,J. Noah,1
201404160ORL,https://www.basketball-reference.com/boxscores/pbp/201404160ORL.html,Orlando Magic,Indiana Pacers,ORL,IND,R. Hibbert,D. Dedmon,D. Dedmon,IND,ORL,E. Turner,/players/t/turneev01.html,IND,ORL,D. Dedmon,R. Hibbert,1
201404160BOS,https://www.basketball-reference.com/boxscores/pbp/201404160BOS.html,Boston Celtics,Washington Wizards,BOS,WAS,M. Gortat,B. Bass,J. Wall,WAS,BOS,T. Booker,/players/b/booketr01.html,WAS,BOS,B. Bass,M. Gortat,1
201404160CLE,https://www.basketball-reference.com/boxscores/pbp/201404160CLE.html,Cleveland Cavaliers,Brooklyn Nets,CLE,BRK,S. Hawes,J. Collins,A. Blatche,BRK,CLE,A. Blatche,/players/b/blatcan01.html,BRK,CLE,J. Collins,S. Hawes,1
201404160MEM,https://www.basketball-reference.com/boxscores/pbp/201404160MEM.html,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,M. Gasol,S. Dalembert,J. Calderón,DAL,MEM,D. Nowitzki,/players/n/nowitdi01.html,DAL,MEM,S. Dalembert,M. Gasol,1
201404160MIA,https://www.basketball-reference.com/boxscores/pbp/201404160MIA.html,Miami Heat,Philadelphia 76ers,MIA,PHI,,,,,,,,,,
201404160MIL,https://www.basketball-reference.com/boxscores/pbp/201404160MIL.html,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,M. Scott,Z. Pachulia,D. Carroll,ATL,MIL,P. Antić,/players/a/anticpe01.html,ATL,MIL,Z. Pachulia,M. Scott,1
201404160MIN,https://www.basketball-reference.com/boxscores/pbp/201404160MIN.html,Minnesota Timberwolves,Utah Jazz,MIN,UTA,D. Favors,G. Dieng,D. Favors,UTA,MIN,J. Evans,/players/e/evansje01.html,UTA,MIN,G. Dieng,D. Favors,1
201404160NOP,https://www.basketball-reference.com/boxscores/pbp/201404160NOP.html,New Orleans Pelicans,Houston Rockets,NOP,HOU,D. Howard,A. Ajinça,T. Jones,HOU,NOP,P. Beverley,/players/b/beverpa01.html,HOU,NOP,A. Ajinça,D. Howard,1
201404160NYK,https://www.basketball-reference.com/boxscores/pbp/201404160NYK.html,New York Knicks,Toronto Raptors,NYK,TOR,J. Valančiūnas,C. Aldrich,J. Valančiūnas,TOR,NYK,P. Prigioni,/players/p/prigipa01.html,TOR,NYK,C. Aldrich,J. Valančiūnas,1
201404160OKC,https://www.basketball-reference.com/boxscores/pbp/201404160OKC.html,Oklahoma City Thunder,Detroit Pistons,OKC,DET,S. Ibaka,A. Drummond,K. Caldwell-Pope,DET,OKC,K. Perkins,/players/p/perkike01.html,DET,OKC,A. Drummond,S. Ibaka,1
201404160SAS,https://www.basketball-reference.com/boxscores/pbp/201404160SAS.html,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,J. Hill,A. Baynes,T. Splitter,LAL,SAS,T. Parker,/players/p/parketo01.html,LAL,SAS,A. Baynes,J. Hill,1
201404160DEN,https://www.basketball-reference.com/boxscores/pbp/201404160DEN.html,Denver Nuggets,Golden State Warriors,DEN,GSW,T. Mozgov,H. Armstrong,M. Speights,GSW,DEN,K. Faried,/players/f/farieke01.html,GSW,DEN,H. Armstrong,T. Mozgov,1
201404160POR,https://www.basketball-reference.com/boxscores/pbp/201404160POR.html,Portland Trail Blazers,Los Angeles Clippers,POR,LAC,R. Lopez,D. Jordan,W. Matthews,LAC,POR,D. Lillard,/players/l/lillada01.html,LAC,POR,D. Jordan,R. Lopez,1
201404160SAC,https://www.basketball-reference.com/boxscores/pbp/201404160SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,J. Thompson,M. Plumlee,J. Thompson,PHO,SAC,I. Thomas,/players/t/thomais02.html,PHO,SAC,M. Plumlee,J. Thompson,1
