Game Code,Full Hyperlink,Home Team,Away Team,Home Team Short,Away Team Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Tipoff Winner,Tipoff Loser,Tipoff Winner Scores
201510310POR,https://www.basketball-reference.com/boxscores/pbp/201510310POR.html,Portland Trail Blazers,Phoenix Suns,POR,PHO,M. Plumlee,T. Chandler,T. Chandler,POR,PHO,M. Leonard,/players/l/leoname01.html,PHO,M. Plumlee,T. Chandler,0
201510310LAC,https://www.basketball-reference.com/boxscores/pbp/201510310LAC.html,Los Angeles Clippers,Sacramento Kings,LAC,SAC,D. Jordan,W. Cauley-Stein,B. Griffin,LAC,SAC,B. Griffin,/players/g/griffbl01.html,LAC,D. Jordan,W. Cauley-Stein,1
201511010BOS,https://www.basketball-reference.com/boxscores/pbp/201511010BOS.html,Boston Celtics,San Antonio Spurs,BOS,SAS,T. Zeller,T. Duncan,A. Bradley,BOS,SAS,M. Smart,/players/s/smartma01.html,BOS,T. Zeller,T. Duncan,1
201511010MIA,https://www.basketball-reference.com/boxscores/pbp/201511010MIA.html,Miami Heat,Houston Rockets,MIA,HOU,H. Whiteside,C. Capela,C. Capela,MIA,HOU,G. Dragić,/players/d/dragigo01.html,HOU,H. Whiteside,C. Capela,0
201511010TOR,https://www.basketball-reference.com/boxscores/pbp/201511010TOR.html,Toronto Raptors,Milwaukee Bucks,TOR,MIL,J. Valančiūnas,G. Monroe,J. Valančiūnas,TOR,MIL,D. Carroll,/players/c/carrode01.html,TOR,J. Valančiūnas,G. Monroe,1
201511010CHI,https://www.basketball-reference.com/boxscores/pbp/201511010CHI.html,Chicago Bulls,Orlando Magic,CHI,ORL,P. Gasol,N. Vučević,D. Rose,CHI,ORL,J. Butler,/players/b/butleji01.html,CHI,P. Gasol,N. Vučević,1
201511010OKC,https://www.basketball-reference.com/boxscores/pbp/201511010OKC.html,Oklahoma City Thunder,Denver Nuggets,OKC,DEN,S. Adams,J. Lauvergne,D. Gallinari,DEN,OKC,D. Gallinari,/players/g/gallida01.html,DEN,J. Lauvergne,S. Adams,1
201511010LAL,https://www.basketball-reference.com/boxscores/pbp/201511010LAL.html,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,R. Hibbert,Z. Pachulia,Z. Pachulia,DAL,LAL,C. Parsons,/players/p/parsoch01.html,DAL,Z. Pachulia,R. Hibbert,1
201511020PHI,https://www.basketball-reference.com/boxscores/pbp/201511020PHI.html,Philadelphia 76ers,Cleveland Cavaliers,PHI,CLE,N. Noel,T. Mozgov,K. Love,PHI,CLE,I. Canaan,/players/c/canaais01.html,CLE,N. Noel,T. Mozgov,0
201511020BRK,https://www.basketball-reference.com/boxscores/pbp/201511020BRK.html,Brooklyn Nets,Milwaukee Bucks,BRK,MIL,B. Lopez,G. Monroe,B. Lopez,BRK,MIL,T. Young,/players/y/youngth01.html,BRK,B. Lopez,G. Monroe,1
201511020NYK,https://www.basketball-reference.com/boxscores/pbp/201511020NYK.html,New York Knicks,San Antonio Spurs,NYK,SAS,R. Lopez,T. Duncan,T. Duncan,SAS,NYK,T. Parker,/players/p/parketo01.html,SAS,T. Duncan,R. Lopez,1
201511020HOU,https://www.basketball-reference.com/boxscores/pbp/201511020HOU.html,Houston Rockets,Oklahoma City Thunder,HOU,OKC,D. Howard,S. Adams,T. Ariza,HOU,OKC,M. Thornton,/players/t/thornma01.html,HOU,D. Howard,S. Adams,1
201511020MIN,https://www.basketball-reference.com/boxscores/pbp/201511020MIN.html,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,K. Towns,M. Plumlee,A. Aminu,MIN,POR,K. Garnett,/players/g/garneke01.html,POR,K. Towns,M. Plumlee,0
201511020GSW,https://www.basketball-reference.com/boxscores/pbp/201511020GSW.html,Golden State Warriors,Memphis Grizzlies,GSW,MEM,F. Ezeli,M. Gasol,S. Curry,MEM,GSW,M. Conley,/players/c/conlemi01.html,GSW,M. Gasol,F. Ezeli,0
201511020LAC,https://www.basketball-reference.com/boxscores/pbp/201511020LAC.html,Los Angeles Clippers,Phoenix Suns,LAC,PHO,D. Jordan,T. Chandler,B. Griffin,LAC,PHO,B. Griffin,/players/g/griffbl01.html,LAC,D. Jordan,T. Chandler,1
201511030CHO,https://www.basketball-reference.com/boxscores/pbp/201511030CHO.html,Charlotte Hornets,Chicago Bulls,CHO,CHI,A. Jefferson,P. Gasol,P. Hairston,CHO,CHI,K. Walker,/players/w/walkeke02.html,CHO,A. Jefferson,P. Gasol,1
201511030DET,https://www.basketball-reference.com/boxscores/pbp/201511030DET.html,Detroit Pistons,Indiana Pacers,DET,IND,A. Drummond,I. Mahinmi,A. Drummond,DET,IND,R. Jackson,/players/j/jacksre01.html,DET,A. Drummond,I. Mahinmi,1
201511030MIA,https://www.basketball-reference.com/boxscores/pbp/201511030MIA.html,Miami Heat,Atlanta Hawks,MIA,ATL,H. Whiteside,A. Horford,H. Whiteside,ATL,MIA,K. Bazemore,/players/b/bazemke01.html,MIA,A. Horford,H. Whiteside,0
201511030NOP,https://www.basketball-reference.com/boxscores/pbp/201511030NOP.html,New Orleans Pelicans,Orlando Magic,NOP,ORL,A. Davis,N. Vučević,E. Payton,ORL,NOP,E. Payton,/players/p/paytoel01.html,ORL,N. Vučević,A. Davis,1
201511030DAL,https://www.basketball-reference.com/boxscores/pbp/201511030DAL.html,Dallas Mavericks,Toronto Raptors,DAL,TOR,Z. Pachulia,J. Valančiūnas,D. DeRozan,TOR,DAL,K. Lowry,/players/l/lowryky01.html,TOR,J. Valančiūnas,Z. Pachulia,1
201511030SAC,https://www.basketball-reference.com/boxscores/pbp/201511030SAC.html,Sacramento Kings,Memphis Grizzlies,SAC,MEM,K. Koufos,M. Gasol,C. Lee,MEM,SAC,M. Conley,/players/c/conlemi01.html,MEM,M. Gasol,K. Koufos,1
201511030LAL,https://www.basketball-reference.com/boxscores/pbp/201511030LAL.html,Los Angeles Lakers,Denver Nuggets,LAL,DEN,R. Hibbert,J. Hickson,K. Faried,LAL,DEN,J. Randle,/players/r/randlju01.html,DEN,R. Hibbert,J. Hickson,0
201511040IND,https://www.basketball-reference.com/boxscores/pbp/201511040IND.html,Indiana Pacers,Boston Celtics,IND,BOS,J. Hill,A. Johnson,J. Hill,IND,BOS,M. Ellis,/players/e/ellismo01.html,IND,J. Hill,A. Johnson,1
201511040WAS,https://www.basketball-reference.com/boxscores/pbp/201511040WAS.html,Washington Wizards,San Antonio Spurs,WAS,SAS,M. Gortat,T. Duncan,M. Gortat,WAS,SAS,K. Humphries,/players/h/humphkr01.html,WAS,M. Gortat,T. Duncan,1
201511040ATL,https://www.basketball-reference.com/boxscores/pbp/201511040ATL.html,Atlanta Hawks,Brooklyn Nets,ATL,BRK,A. Horford,B. Lopez,P. Millsap,ATL,BRK,D. Schröder,/players/s/schrode01.html,ATL,A. Horford,B. Lopez,1
201511040CLE,https://www.basketball-reference.com/boxscores/pbp/201511040CLE.html,Cleveland Cavaliers,New York Knicks,CLE,NYK,T. Mozgov,R. Lopez,C. Anthony,NYK,CLE,S. Vujačić,/players/v/vujacsa01.html,NYK,R. Lopez,T. Mozgov,1
201511040HOU,https://www.basketball-reference.com/boxscores/pbp/201511040HOU.html,Houston Rockets,Orlando Magic,HOU,ORL,,,,,,,,,
201511040MIL,https://www.basketball-reference.com/boxscores/pbp/201511040MIL.html,Milwaukee Bucks,Philadelphia 76ers,MIL,PHI,G. Monroe,N. Noel,N. Noel,PHI,MIL,T. McConnell,/players/m/mccontj01.html,PHI,N. Noel,G. Monroe,1
201511040OKC,https://www.basketball-reference.com/boxscores/pbp/201511040OKC.html,Oklahoma City Thunder,Toronto Raptors,OKC,TOR,S. Adams,J. Valančiūnas,S. Adams,TOR,OKC,L. Scola,/players/s/scolalu01.html,OKC,J. Valančiūnas,S. Adams,0
201511040PHO,https://www.basketball-reference.com/boxscores/pbp/201511040PHO.html,Phoenix Suns,Sacramento Kings,PHO,SAC,T. Chandler,W. Cauley-Stein,T. Chandler,PHO,SAC,M. Morris,/players/m/morrima02.html,PHO,T. Chandler,W. Cauley-Stein,1
201511040UTA,https://www.basketball-reference.com/boxscores/pbp/201511040UTA.html,Utah Jazz,Portland Trail Blazers,UTA,POR,R. Gobert,M. Plumlee,R. Hood,UTA,POR,D. Favors,/players/f/favorde01.html,UTA,R. Gobert,M. Plumlee,1
201511040GSW,https://www.basketball-reference.com/boxscores/pbp/201511040GSW.html,Golden State Warriors,Los Angeles Clippers,GSW,LAC,F. Ezeli,D. Jordan,D. Jordan,LAC,GSW,C. Paul,/players/p/paulch01.html,LAC,D. Jordan,F. Ezeli,1
201511050CHI,https://www.basketball-reference.com/boxscores/pbp/201511050CHI.html,Chicago Bulls,Oklahoma City Thunder,CHI,OKC,P. Gasol,S. Adams,S. Ibaka,OKC,CHI,R. Westbrook,/players/w/westbru01.html,OKC,S. Adams,P. Gasol,1
201511050MIN,https://www.basketball-reference.com/boxscores/pbp/201511050MIN.html,Minnesota Timberwolves,Miami Heat,MIN,MIA,K. Towns,H. Whiteside,A. Wiggins,MIA,MIN,G. Dragić,/players/d/dragigo01.html,MIN,H. Whiteside,K. Towns,0
201511050DAL,https://www.basketball-reference.com/boxscores/pbp/201511050DAL.html,Dallas Mavericks,Charlotte Hornets,DAL,CHO,Z. Pachulia,A. Jefferson,A. Jefferson,DAL,CHO,D. Williams,/players/w/willide01.html,CHO,Z. Pachulia,A. Jefferson,0
201511050DEN,https://www.basketball-reference.com/boxscores/pbp/201511050DEN.html,Denver Nuggets,Utah Jazz,DEN,UTA,J. Hickson,R. Gobert,K. Faried,UTA,DEN,D. Favors,/players/f/favorde01.html,DEN,R. Gobert,J. Hickson,0
201511050POR,https://www.basketball-reference.com/boxscores/pbp/201511050POR.html,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,M. Plumlee,M. Gasol,A. Aminu,POR,MEM,M. Leonard,/players/l/leoname01.html,POR,M. Plumlee,M. Gasol,1
201511060ORL,https://www.basketball-reference.com/boxscores/pbp/201511060ORL.html,Orlando Magic,Toronto Raptors,ORL,TOR,D. Dedmon,J. Valančiūnas,D. Carroll,ORL,TOR,E. Payton,/players/p/paytoel01.html,TOR,D. Dedmon,J. Valančiūnas,0
201511060BOS,https://www.basketball-reference.com/boxscores/pbp/201511060BOS.html,Boston Celtics,Washington Wizards,BOS,WAS,A. Johnson,M. Gortat,B. Beal,WAS,BOS,K. Humphries,/players/h/humphkr01.html,WAS,M. Gortat,A. Johnson,1
201511060BRK,https://www.basketball-reference.com/boxscores/pbp/201511060BRK.html,Brooklyn Nets,Los Angeles Lakers,BRK,LAL,B. Lopez,R. Hibbert,J. Randle,BRK,LAL,J. Jack,/players/j/jackja01.html,LAL,B. Lopez,R. Hibbert,0
201511060CLE,https://www.basketball-reference.com/boxscores/pbp/201511060CLE.html,Cleveland Cavaliers,Philadelphia 76ers,CLE,PHI,T. Mozgov,N. Noel,T. McConnell,CLE,PHI,J. Cunningham,/players/c/cunnija01.html,PHI,T. Mozgov,N. Noel,0
201511060NYK,https://www.basketball-reference.com/boxscores/pbp/201511060NYK.html,New York Knicks,Milwaukee Bucks,NYK,MIL,R. Lopez,G. Monroe,G. Monroe,NYK,MIL,K. Porziņģis,/players/p/porzikr01.html,MIL,R. Lopez,G. Monroe,0
201511060IND,https://www.basketball-reference.com/boxscores/pbp/201511060IND.html,Indiana Pacers,Miami Heat,IND,MIA,I. Mahinmi,H. Whiteside,P. George,MIA,IND,C. Bosh,/players/b/boshch01.html,IND,H. Whiteside,I. Mahinmi,0
201511060NOP,https://www.basketball-reference.com/boxscores/pbp/201511060NOP.html,New Orleans Pelicans,Atlanta Hawks,NOP,ATL,A. Davis,A. Horford,E. Gordon,ATL,NOP,P. Millsap,/players/m/millspa01.html,NOP,A. Horford,A. Davis,0
201511060PHO,https://www.basketball-reference.com/boxscores/pbp/201511060PHO.html,Phoenix Suns,Detroit Pistons,PHO,DET,T. Chandler,A. Drummond,M. Morris,DET,PHO,R. Jackson,/players/j/jacksre01.html,PHO,A. Drummond,T. Chandler,0
201511060GSW,https://www.basketball-reference.com/boxscores/pbp/201511060GSW.html,Golden State Warriors,Denver Nuggets,GSW,DEN,F. Ezeli,K. Faried,F. Ezeli,GSW,DEN,D. Green,/players/g/greendr01.html,GSW,F. Ezeli,K. Faried,1
201511060SAC,https://www.basketball-reference.com/boxscores/pbp/201511060SAC.html,Sacramento Kings,Houston Rockets,SAC,HOU,K. Koufos,C. Capela,C. Capela,SAC,HOU,R. Gay,/players/g/gayru01.html,HOU,K. Koufos,C. Capela,0
201511070CHI,https://www.basketball-reference.com/boxscores/pbp/201511070CHI.html,Chicago Bulls,Minnesota Timberwolves,CHI,MIN,P. Gasol,K. Towns,K. Towns,CHI,MIN,D. Rose,/players/r/rosede01.html,MIN,P. Gasol,K. Towns,0
201511070PHI,https://www.basketball-reference.com/boxscores/pbp/201511070PHI.html,Philadelphia 76ers,Orlando Magic,PHI,ORL,N. Noel,D. Dedmon,J. Grant,PHI,ORL,T. McConnell,/players/m/mccontj01.html,PHI,N. Noel,D. Dedmon,1
201511070ATL,https://www.basketball-reference.com/boxscores/pbp/201511070ATL.html,Atlanta Hawks,Washington Wizards,ATL,WAS,A. Horford,M. Gortat,J. Wall,ATL,WAS,J. Teague,/players/t/teaguje01.html,WAS,A. Horford,M. Gortat,0
201511070DAL,https://www.basketball-reference.com/boxscores/pbp/201511070DAL.html,Dallas Mavericks,New Orleans Pelicans,DAL,NOP,Z. Pachulia,A. Davis,I. Smith,NOP,DAL,A. Ajinça,/players/a/ajincal01.html,NOP,A. Davis,Z. Pachulia,1
201511070MIL,https://www.basketball-reference.com/boxscores/pbp/201511070MIL.html,Milwaukee Bucks,Brooklyn Nets,MIL,BRK,G. Monroe,B. Lopez,J. Jack,BRK,MIL,J. Jack,/players/j/jackja01.html,BRK,B. Lopez,G. Monroe,1
201511070SAS,https://www.basketball-reference.com/boxscores/pbp/201511070SAS.html,San Antonio Spurs,Charlotte Hornets,SAS,CHO,T. Duncan,A. Jefferson,T. Parker,CHO,SAS,P. Hairston,/players/h/hairspj02.html,SAS,A. Jefferson,T. Duncan,0
201511070UTA,https://www.basketball-reference.com/boxscores/pbp/201511070UTA.html,Utah Jazz,Memphis Grizzlies,UTA,MEM,R. Gobert,M. Gasol,M. Conley,MEM,UTA,M. Conley,/players/c/conlemi01.html,MEM,M. Gasol,R. Gobert,1
201511070SAC,https://www.basketball-reference.com/boxscores/pbp/201511070SAC.html,Sacramento Kings,Golden State Warriors,SAC,GSW,K. Koufos,F. Ezeli,F. Ezeli,SAC,GSW,Q. Acy,/players/a/acyqu01.html,GSW,K. Koufos,F. Ezeli,0
201511070LAC,https://www.basketball-reference.com/boxscores/pbp/201511070LAC.html,Los Angeles Clippers,Houston Rockets,LAC,HOU,D. Jordan,D. Howard,J. Redick,LAC,HOU,A. Rivers,/players/r/riverau01.html,LAC,D. Jordan,D. Howard,1
201511080CLE,https://www.basketball-reference.com/boxscores/pbp/201511080CLE.html,Cleveland Cavaliers,Indiana Pacers,CLE,IND,T. Mozgov,I. Mahinmi,P. George,CLE,IND,K. Love,/players/l/loveke01.html,IND,T. Mozgov,I. Mahinmi,0
201511080NYK,https://www.basketball-reference.com/boxscores/pbp/201511080NYK.html,New York Knicks,Los Angeles Lakers,NYK,LAL,R. Lopez,R. Hibbert,J. Calderón,NYK,LAL,K. Porziņģis,/players/p/porzikr01.html,NYK,R. Lopez,R. Hibbert,1
201511080MIA,https://www.basketball-reference.com/boxscores/pbp/201511080MIA.html,Miami Heat,Toronto Raptors,MIA,TOR,H. Whiteside,J. Valančiūnas,K. Lowry,TOR,MIA,J. Johnson,/players/j/johnsja01.html,TOR,J. Valančiūnas,H. Whiteside,1
201511080OKC,https://www.basketball-reference.com/boxscores/pbp/201511080OKC.html,Oklahoma City Thunder,Phoenix Suns,OKC,PHO,S. Adams,T. Chandler,B. Knight,OKC,PHO,S. Ibaka,/players/i/ibakase01.html,PHO,S. Adams,T. Chandler,0
201511080POR,https://www.basketball-reference.com/boxscores/pbp/201511080POR.html,Portland Trail Blazers,Detroit Pistons,POR,DET,M. Plumlee,A. Drummond,A. Drummond,DET,POR,R. Jackson,/players/j/jacksre01.html,DET,A. Drummond,M. Plumlee,1
201511090IND,https://www.basketball-reference.com/boxscores/pbp/201511090IND.html,Indiana Pacers,Orlando Magic,IND,ORL,I. Mahinmi,D. Dedmon,P. George,IND,ORL,C. Miles,/players/m/milescj01.html,IND,I. Mahinmi,D. Dedmon,1
201511090PHI,https://www.basketball-reference.com/boxscores/pbp/201511090PHI.html,Philadelphia 76ers,Chicago Bulls,PHI,CHI,R. Holmes,P. Gasol,P. Gasol,CHI,PHI,D. Rose,/players/r/rosede01.html,CHI,P. Gasol,R. Holmes,1
201511090ATL,https://www.basketball-reference.com/boxscores/pbp/201511090ATL.html,Atlanta Hawks,Minnesota Timberwolves,ATL,MIN,A. Horford,K. Towns,R. Rubio,ATL,MIN,K. Korver,/players/k/korveky01.html,MIN,A. Horford,K. Towns,0
201511090DEN,https://www.basketball-reference.com/boxscores/pbp/201511090DEN.html,Denver Nuggets,Portland Trail Blazers,DEN,POR,J. Hickson,M. Plumlee,K. Faried,DEN,POR,E. Mudiay,/players/m/mudiaem01.html,DEN,J. Hickson,M. Plumlee,1
201511090SAC,https://www.basketball-reference.com/boxscores/pbp/201511090SAC.html,Sacramento Kings,San Antonio Spurs,SAC,SAS,W. Cauley-Stein,T. Duncan,K. Leonard,SAS,SAC,T. Parker,/players/p/parketo01.html,SAS,T. Duncan,W. Cauley-Stein,1
201511090GSW,https://www.basketball-reference.com/boxscores/pbp/201511090GSW.html,Golden State Warriors,Detroit Pistons,GSW,DET,F. Ezeli,A. Drummond,A. Drummond,GSW,DET,D. Green,/players/g/greendr01.html,DET,F. Ezeli,A. Drummond,0
201511090LAC,https://www.basketball-reference.com/boxscores/pbp/201511090LAC.html,Los Angeles Clippers,Memphis Grizzlies,LAC,MEM,D. Jordan,M. Gasol,B. Griffin,LAC,MEM,J. Redick,/players/r/redicjj01.html,LAC,D. Jordan,M. Gasol,1
