Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Home Tipper Link,Away Tipper,Away Tipper Link,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tipoff Winner,Tipoff Winner Link,Tipoff Loser,Tipoff Loser Link,Tipoff Winner Scores
202102100WAS,https://www.basketball-reference.com/boxscores/pbp/202102100WAS.html,Washington Wizards,Toronto Raptors,WAS,TOR,A. Len,/players/l/lenal01.html,A. Baynes,/players/b/baynear01.html,R. Hachimura,TOR,WAS,P. Siakam,/players/s/siakapa01.html,WAS,TOR,A. Baynes,/players/b/baynear01.html,A. Len,/players/l/lenal01.html,0
202102100DAL,https://www.basketball-reference.com/boxscores/pbp/202102100DAL.html,Dallas Mavericks,Atlanta Hawks,DAL,ATL,K. Porziņģis,/players/p/porzikr01.html,C. Capela,/players/c/capelca01.html,M. Kleber,DAL,ATL,M. Kleber,/players/k/klebima01.html,DAL,ATL,K. Porziņģis,/players/p/porzikr01.html,C. Capela,/players/c/capelca01.html,1
202102100BRK,https://www.basketball-reference.com/boxscores/pbp/202102100BRK.html,Brooklyn Nets,Indiana Pacers,BRK,IND,D. Jordan,/players/j/jordade01.html,M. Turner,/players/t/turnemy01.html,K. Irving,BRK,IND,J. Harden,/players/h/hardeja01.html,BRK,IND,D. Jordan,/players/j/jordade01.html,M. Turner,/players/t/turnemy01.html,1
202102100MEM,https://www.basketball-reference.com/boxscores/pbp/202102100MEM.html,Memphis Grizzlies,Charlotte Hornets,MEM,CHO,,,,,,,,,,,,,,,,
202102100MIN,https://www.basketball-reference.com/boxscores/pbp/202102100MIN.html,Minnesota Timberwolves,Los Angeles Clippers,MIN,LAC,K. Towns,/players/t/townska01.html,S. Ibaka,/players/i/ibakase01.html,S. Ibaka,LAC,MIN,N. Batum,/players/b/batumni01.html,LAC,MIN,S. Ibaka,/players/i/ibakase01.html,K. Towns,/players/t/townska01.html,1
202102100CHI,https://www.basketball-reference.com/boxscores/pbp/202102100CHI.html,Chicago Bulls,New Orleans Pelicans,CHI,NOP,D. Gafford,/players/g/gaffoda01.html,S. Adams,/players/a/adamsst01.html,Z. Williamson,NOP,CHI,Z. Williamson,/players/w/willizi01.html,NOP,CHI,S. Adams,/players/a/adamsst01.html,D. Gafford,/players/g/gaffoda01.html,1
202102100DEN,https://www.basketball-reference.com/boxscores/pbp/202102100DEN.html,Denver Nuggets,Cleveland Cavaliers,DEN,CLE,N. Jokić,/players/j/jokicni01.html,J. Allen,/players/a/allenja01.html,J. Allen,CLE,DEN,A. Drummond,/players/d/drumman01.html,CLE,DEN,J. Allen,/players/a/allenja01.html,N. Jokić,/players/j/jokicni01.html,1
202102100LAL,https://www.basketball-reference.com/boxscores/pbp/202102100LAL.html,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,M. Gasol,/players/g/gasolma01.html,A. Horford,/players/h/horfoal01.html,K. Williams,OKC,LAL,L. Dort,/players/d/dortlu01.html,OKC,LAL,A. Horford,/players/h/horfoal01.html,M. Gasol,/players/g/gasolma01.html,1
202102100PHO,https://www.basketball-reference.com/boxscores/pbp/202102100PHO.html,Phoenix Suns,Milwaukee Bucks,PHO,MIL,D. Ayton,/players/a/aytonde01.html,B. Lopez,/players/l/lopezbr01.html,G. Antetokounmpo,MIL,PHO,G. Antetokounmpo,/players/a/antetgi01.html,MIL,PHO,B. Lopez,/players/l/lopezbr01.html,D. Ayton,/players/a/aytonde01.html,1
202102110BOS,https://www.basketball-reference.com/boxscores/pbp/202102110BOS.html,Boston Celtics,Toronto Raptors,BOS,TOR,D. Theis,/players/t/theisda01.html,A. Baynes,/players/b/baynear01.html,D. Theis,BOS,TOR,K. Walker,/players/w/walkeke02.html,BOS,TOR,D. Theis,/players/t/theisda01.html,A. Baynes,/players/b/baynear01.html,1
202102110HOU,https://www.basketball-reference.com/boxscores/pbp/202102110HOU.html,Houston Rockets,Miami Heat,HOU,MIA,D. Cousins,/players/c/couside01.html,B. Adebayo,/players/a/adebaba01.html,P. Tucker,HOU,MIA,J. Wall,/players/w/walljo01.html,HOU,MIA,D. Cousins,/players/c/couside01.html,B. Adebayo,/players/a/adebaba01.html,1
202102110DET,https://www.basketball-reference.com/boxscores/pbp/202102110DET.html,Detroit Pistons,Indiana Pacers,DET,IND,I. Stewart,/players/s/stewais01.html,M. Turner,/players/t/turnemy01.html,B. Griffin,DET,IND,D. Wright,/players/w/wrighde01.html,DET,IND,I. Stewart,/players/s/stewais01.html,M. Turner,/players/t/turnemy01.html,1
202102110GSW,https://www.basketball-reference.com/boxscores/pbp/202102110GSW.html,Golden State Warriors,Orlando Magic,GSW,ORL,J. Toscano-Anderson,/players/t/toscaju01.html,N. Vučević,/players/v/vucevni01.html,A. Wiggins,ORL,GSW,G. Clark,/players/c/clarkga01.html,GSW,ORL,N. Vučević,/players/v/vucevni01.html,J. Toscano-Anderson,/players/t/toscaju01.html,0
202102110POR,https://www.basketball-reference.com/boxscores/pbp/202102110POR.html,Portland Trail Blazers,Philadelphia 76ers,POR,PHI,E. Kanter,/players/k/kanteen01.html,J. Embiid,/players/e/embiijo01.html,J. Embiid,PHI,POR,S. Curry,/players/c/curryse01.html,PHI,POR,J. Embiid,/players/e/embiijo01.html,E. Kanter,/players/k/kanteen01.html,1
202102120CHO,https://www.basketball-reference.com/boxscores/pbp/202102120CHO.html,Charlotte Hornets,Minnesota Timberwolves,CHO,MIN,C. Zeller,/players/z/zelleco01.html,K. Towns,/players/t/townska01.html,A. Edwards,MIN,CHO,J. Okogie,/players/o/okogijo01.html,MIN,CHO,K. Towns,/players/t/townska01.html,C. Zeller,/players/z/zelleco01.html,1
202102120WAS,https://www.basketball-reference.com/boxscores/pbp/202102120WAS.html,Washington Wizards,New York Knicks,WAS,NYK,A. Len,/players/l/lenal01.html,M. Robinson,/players/r/robinmi01.html,A. Len,WAS,NYK,R. Hachimura,/players/h/hachiru01.html,WAS,NYK,A. Len,/players/l/lenal01.html,M. Robinson,/players/r/robinmi01.html,1
202102120ATL,https://www.basketball-reference.com/boxscores/pbp/202102120ATL.html,Atlanta Hawks,San Antonio Spurs,ATL,SAS,C. Capela,/players/c/capelca01.html,J. Poeltl,/players/p/poeltja01.html,K. Johnson,SAS,ATL,K. Johnson,/players/j/johnske04.html,SAS,ATL,J. Poeltl,/players/p/poeltja01.html,C. Capela,/players/c/capelca01.html,1
202102120DAL,https://www.basketball-reference.com/boxscores/pbp/202102120DAL.html,Dallas Mavericks,New Orleans Pelicans,DAL,NOP,K. Porziņģis,/players/p/porzikr01.html,S. Adams,/players/a/adamsst01.html,Z. Williamson,NOP,DAL,L. Ball,/players/b/balllo01.html,NOP,DAL,S. Adams,/players/a/adamsst01.html,K. Porziņģis,/players/p/porzikr01.html,1
202102120BOS,https://www.basketball-reference.com/boxscores/pbp/202102120BOS.html,Boston Celtics,Detroit Pistons,BOS,DET,D. Theis,/players/t/theisda01.html,I. Stewart,/players/s/stewais01.html,S. Ojeleye,BOS,DET,S. Ojeleye,/players/o/ojelese01.html,BOS,DET,D. Theis,/players/t/theisda01.html,I. Stewart,/players/s/stewais01.html,1
202102120CHI,https://www.basketball-reference.com/boxscores/pbp/202102120CHI.html,Chicago Bulls,Los Angeles Clippers,CHI,LAC,D. Gafford,/players/g/gaffoda01.html,S. Ibaka,/players/i/ibakase01.html,C. White,CHI,LAC,G. Temple,/players/t/templga01.html,CHI,LAC,D. Gafford,/players/g/gaffoda01.html,S. Ibaka,/players/i/ibakase01.html,1
202102120DEN,https://www.basketball-reference.com/boxscores/pbp/202102120DEN.html,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,N. Jokić,/players/j/jokicni01.html,A. Horford,/players/h/horfoal01.html,A. Horford,OKC,DEN,L. Dort,/players/d/dortlu01.html,OKC,DEN,A. Horford,/players/h/horfoal01.html,N. Jokić,/players/j/jokicni01.html,1
202102120UTA,https://www.basketball-reference.com/boxscores/pbp/202102120UTA.html,Utah Jazz,Milwaukee Bucks,UTA,MIL,R. Gobert,/players/g/goberru01.html,B. Lopez,/players/l/lopezbr01.html,J. Ingles,MIL,UTA,G. Antetokounmpo,/players/a/antetgi01.html,UTA,MIL,B. Lopez,/players/l/lopezbr01.html,R. Gobert,/players/g/goberru01.html,0
202102120LAL,https://www.basketball-reference.com/boxscores/pbp/202102120LAL.html,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,A. Davis,/players/d/davisan02.html,J. Valančiūnas,/players/v/valanjo01.html,D. Brooks,LAL,MEM,D. Schröder,/players/s/schrode01.html,MEM,LAL,A. Davis,/players/d/davisan02.html,J. Valančiūnas,/players/v/valanjo01.html,0
202102120POR,https://www.basketball-reference.com/boxscores/pbp/202102120POR.html,Portland Trail Blazers,Cleveland Cavaliers,POR,CLE,E. Kanter,/players/k/kanteen01.html,A. Drummond,/players/d/drumman01.html,D. Lillard,CLE,POR,C. Sexton,/players/s/sextoco01.html,POR,CLE,A. Drummond,/players/d/drumman01.html,E. Kanter,/players/k/kanteen01.html,0
202102120SAC,https://www.basketball-reference.com/boxscores/pbp/202102120SAC.html,Sacramento Kings,Orlando Magic,SAC,ORL,R. Holmes,/players/h/holmeri01.html,N. Vučević,/players/v/vucevni01.html,N. Vučević,SAC,ORL,H. Barnes,/players/b/barneha02.html,ORL,SAC,R. Holmes,/players/h/holmeri01.html,N. Vučević,/players/v/vucevni01.html,0
202102130PHO,https://www.basketball-reference.com/boxscores/pbp/202102130PHO.html,Phoenix Suns,Philadelphia 76ers,PHO,PHI,D. Ayton,/players/a/aytonde01.html,J. Embiid,/players/e/embiijo01.html,J. Embiid,PHO,PHI,C. Paul,/players/p/paulch01.html,PHI,PHO,D. Ayton,/players/a/aytonde01.html,J. Embiid,/players/e/embiijo01.html,0
202102130ATL,https://www.basketball-reference.com/boxscores/pbp/202102130ATL.html,Atlanta Hawks,Indiana Pacers,ATL,IND,C. Capela,/players/c/capelca01.html,M. Turner,/players/t/turnemy01.html,C. Capela,ATL,IND,T. Young,/players/y/youngtr01.html,ATL,IND,C. Capela,/players/c/capelca01.html,M. Turner,/players/t/turnemy01.html,1
202102130NYK,https://www.basketball-reference.com/boxscores/pbp/202102130NYK.html,New York Knicks,Houston Rockets,NYK,HOU,N. Noel,/players/n/noelne01.html,D. Cousins,/players/c/couside01.html,E. Gordon,HOU,NYK,J. Tate,/players/t/tateja01.html,HOU,NYK,D. Cousins,/players/c/couside01.html,N. Noel,/players/n/noelne01.html,1
202102130GSW,https://www.basketball-reference.com/boxscores/pbp/202102130GSW.html,Golden State Warriors,Brooklyn Nets,GSW,BRK,J. Toscano-Anderson,/players/t/toscaju01.html,K. Durant,/players/d/duranke01.html,J. Harris,GSW,BRK,D. Green,/players/g/greendr01.html,BRK,GSW,J. Toscano-Anderson,/players/t/toscaju01.html,K. Durant,/players/d/duranke01.html,0
202102130UTA,https://www.basketball-reference.com/boxscores/pbp/202102130UTA.html,Utah Jazz,Miami Heat,UTA,MIA,R. Gobert,/players/g/goberru01.html,B. Adebayo,/players/a/adebaba01.html,K. Nunn,MIA,UTA,J. Butler,/players/b/butleji01.html,MIA,UTA,B. Adebayo,/players/a/adebaba01.html,R. Gobert,/players/g/goberru01.html,1
