Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Home Tipper Link,Away Tipper,Away Tipper Link,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tipoff Winner,Tipoff Winner Link,Tipoff Loser,Tipoff Loser Link,Tipoff Winner Scores
202101310IND,https://www.basketball-reference.com/boxscores/pbp/202101310IND.html,Indiana Pacers,Philadelphia 76ers,IND,PHI,M. Turner,/players/t/turnemy01.html,T. Bradley,/players/b/bradlto01.html,S. Curry,IND,PHI,M. Brogdon,/players/b/brogdma01.html,PHI,IND,M. Turner,/players/t/turnemy01.html,T. Bradley,/players/b/bradlto01.html,0
202101310TOR,https://www.basketball-reference.com/boxscores/pbp/202101310TOR.html,Toronto Raptors,Orlando Magic,TOR,ORL,A. Baynes,/players/b/baynear01.html,N. Vučević,/players/v/vucevni01.html,F. VanVleet,TOR,ORL,F. VanVleet,/players/v/vanvlfr01.html,TOR,ORL,A. Baynes,/players/b/baynear01.html,N. Vučević,/players/v/vucevni01.html,1
202101310WAS,https://www.basketball-reference.com/boxscores/pbp/202101310WAS.html,Washington Wizards,Brooklyn Nets,WAS,BRK,R. Lopez,/players/l/lopezro01.html,D. Jordan,/players/j/jordade01.html,K. Durant,BRK,WAS,K. Irving,/players/i/irvinky01.html,BRK,WAS,D. Jordan,/players/j/jordade01.html,R. Lopez,/players/l/lopezro01.html,1
202101310MIN,https://www.basketball-reference.com/boxscores/pbp/202101310MIN.html,Minnesota Timberwolves,Cleveland Cavaliers,MIN,CLE,E. Davis,/players/d/davised01.html,A. Drummond,/players/d/drumman01.html,D. Russell,CLE,MIN,I. Okoro,/players/o/okorois01.html,MIN,CLE,A. Drummond,/players/d/drumman01.html,E. Davis,/players/d/davised01.html,0
202102010MIA,https://www.basketball-reference.com/boxscores/pbp/202102010MIA.html,Miami Heat,Charlotte Hornets,MIA,CHO,B. Adebayo,/players/a/adebaba01.html,C. Zeller,/players/z/zelleco01.html,K. Olynyk,MIA,CHO,D. Robinson,/players/r/robindu01.html,MIA,CHO,B. Adebayo,/players/a/adebaba01.html,C. Zeller,/players/z/zelleco01.html,1
202102010CHI,https://www.basketball-reference.com/boxscores/pbp/202102010CHI.html,Chicago Bulls,New York Knicks,CHI,NYK,D. Gafford,/players/g/gaffoda01.html,M. Robinson,/players/r/robinmi01.html,M. Robinson,CHI,NYK,C. White,/players/w/whiteco01.html,NYK,CHI,D. Gafford,/players/g/gaffoda01.html,M. Robinson,/players/r/robinmi01.html,0
202102010CLE,https://www.basketball-reference.com/boxscores/pbp/202102010CLE.html,Cleveland Cavaliers,Minnesota Timberwolves,CLE,MIN,J. Allen,/players/a/allenja01.html,E. Davis,/players/d/davised01.html,I. Okoro,CLE,MIN,C. Sexton,/players/s/sextoco01.html,CLE,MIN,J. Allen,/players/a/allenja01.html,E. Davis,/players/d/davised01.html,1
202102010MIL,https://www.basketball-reference.com/boxscores/pbp/202102010MIL.html,Milwaukee Bucks,Portland Trail Blazers,MIL,POR,B. Lopez,/players/l/lopezbr01.html,E. Kanter,/players/k/kanteen01.html,K. Middleton,MIL,POR,B. Lopez,/players/l/lopezbr01.html,MIL,POR,B. Lopez,/players/l/lopezbr01.html,E. Kanter,/players/k/kanteen01.html,1
202102010NOP,https://www.basketball-reference.com/boxscores/pbp/202102010NOP.html,New Orleans Pelicans,Sacramento Kings,NOP,SAC,J. Hayes,/players/h/hayesja02.html,M. Bagley,/players/b/baglema01.html,R. Holmes,SAC,NOP,D. Fox,/players/f/foxde01.html,SAC,NOP,M. Bagley,/players/b/baglema01.html,J. Hayes,/players/h/hayesja02.html,1
202102010OKC,https://www.basketball-reference.com/boxscores/pbp/202102010OKC.html,Oklahoma City Thunder,Houston Rockets,OKC,HOU,A. Horford,/players/h/horfoal01.html,C. Wood,/players/w/woodch01.html,A. Horford,OKC,HOU,T. Maledon,/players/m/maledth01.html,OKC,HOU,A. Horford,/players/h/horfoal01.html,C. Wood,/players/w/woodch01.html,1
202102010DAL,https://www.basketball-reference.com/boxscores/pbp/202102010DAL.html,Dallas Mavericks,Phoenix Suns,DAL,PHO,K. Porziņģis,/players/p/porzikr01.html,D. Ayton,/players/a/aytonde01.html,J. Richardson,PHO,DAL,C. Paul,/players/p/paulch01.html,DAL,PHO,D. Ayton,/players/a/aytonde01.html,K. Porziņģis,/players/p/porzikr01.html,0
202102010SAS,https://www.basketball-reference.com/boxscores/pbp/202102010SAS.html,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,L. Aldridge,/players/a/aldrila01.html,X. Tillman,/players/t/tillmxa01.html,L. Aldridge,SAS,MEM,D. Murray,/players/m/murrade01.html,SAS,MEM,L. Aldridge,/players/a/aldrila01.html,X. Tillman,/players/t/tillmxa01.html,1
202102020ORL,https://www.basketball-reference.com/boxscores/pbp/202102020ORL.html,Orlando Magic,Toronto Raptors,ORL,TOR,N. Vučević,/players/v/vucevni01.html,A. Baynes,/players/b/baynear01.html,E. Fournier,TOR,ORL,F. VanVleet,/players/v/vanvlfr01.html,ORL,TOR,A. Baynes,/players/b/baynear01.html,N. Vučević,/players/v/vucevni01.html,0
202102020BRK,https://www.basketball-reference.com/boxscores/pbp/202102020BRK.html,Brooklyn Nets,Los Angeles Clippers,BRK,LAC,K. Durant,/players/d/duranke01.html,S. Ibaka,/players/i/ibakase01.html,N. Batum,LAC,BRK,P. George,/players/g/georgpa01.html,LAC,BRK,S. Ibaka,/players/i/ibakase01.html,K. Durant,/players/d/duranke01.html,1
202102020IND,https://www.basketball-reference.com/boxscores/pbp/202102020IND.html,Indiana Pacers,Memphis Grizzlies,IND,MEM,M. Turner,/players/t/turnemy01.html,X. Tillman,/players/t/tillmxa01.html,J. Holiday,IND,MEM,D. Sabonis,/players/s/sabondo01.html,IND,MEM,M. Turner,/players/t/turnemy01.html,X. Tillman,/players/t/tillmxa01.html,1
202102020WAS,https://www.basketball-reference.com/boxscores/pbp/202102020WAS.html,Washington Wizards,Portland Trail Blazers,WAS,POR,R. Lopez,/players/l/lopezro01.html,E. Kanter,/players/k/kanteen01.html,D. Avdija,WAS,POR,R. Hachimura,/players/h/hachiru01.html,WAS,POR,R. Lopez,/players/l/lopezro01.html,E. Kanter,/players/k/kanteen01.html,1
202102020GSW,https://www.basketball-reference.com/boxscores/pbp/202102020GSW.html,Golden State Warriors,Boston Celtics,GSW,BOS,K. Looney,/players/l/looneke01.html,T. Thompson,/players/t/thomptr01.html,S. Curry,GSW,BOS,S. Curry,/players/c/curryst01.html,GSW,BOS,K. Looney,/players/l/looneke01.html,T. Thompson,/players/t/thomptr01.html,1
202102020UTA,https://www.basketball-reference.com/boxscores/pbp/202102020UTA.html,Utah Jazz,Detroit Pistons,UTA,DET,R. Gobert,/players/g/goberru01.html,M. Plumlee,/players/p/plumlma01.html,M. Conley,DET,UTA,B. Griffin,/players/g/griffbl01.html,UTA,DET,M. Plumlee,/players/p/plumlma01.html,R. Gobert,/players/g/goberru01.html,0
202102030CHO,https://www.basketball-reference.com/boxscores/pbp/202102030CHO.html,Charlotte Hornets,Philadelphia 76ers,CHO,PHI,C. Zeller,/players/z/zelleco01.html,J. Embiid,/players/e/embiijo01.html,M. Bridges,PHI,CHO,T. Harris,/players/h/harrito02.html,CHO,PHI,J. Embiid,/players/e/embiijo01.html,C. Zeller,/players/z/zelleco01.html,0
202102030MIL,https://www.basketball-reference.com/boxscores/pbp/202102030MIL.html,Milwaukee Bucks,Indiana Pacers,MIL,IND,B. Lopez,/players/l/lopezbr01.html,M. Turner,/players/t/turnemy01.html,G. Antetokounmpo,MIL,IND,G. Antetokounmpo,/players/a/antetgi01.html,MIL,IND,B. Lopez,/players/l/lopezbr01.html,M. Turner,/players/t/turnemy01.html,1
202102030ATL,https://www.basketball-reference.com/boxscores/pbp/202102030ATL.html,Atlanta Hawks,Dallas Mavericks,ATL,DAL,C. Capela,/players/c/capelca01.html,K. Porziņģis,/players/p/porzikr01.html,K. Porziņģis,DAL,ATL,M. Kleber,/players/k/klebima01.html,DAL,ATL,K. Porziņģis,/players/p/porzikr01.html,C. Capela,/players/c/capelca01.html,1
202102030CHI,https://www.basketball-reference.com/boxscores/pbp/202102030CHI.html,Chicago Bulls,New York Knicks,CHI,NYK,D. Gafford,/players/g/gaffoda01.html,M. Robinson,/players/r/robinmi01.html,L. Markkanen,NYK,CHI,E. Payton,/players/p/paytoel01.html,CHI,NYK,M. Robinson,/players/r/robinmi01.html,D. Gafford,/players/g/gaffoda01.html,0
202102030CLE,https://www.basketball-reference.com/boxscores/pbp/202102030CLE.html,Cleveland Cavaliers,Los Angeles Clippers,CLE,LAC,A. Drummond,/players/d/drumman01.html,S. Ibaka,/players/i/ibakase01.html,C. Sexton,CLE,LAC,C. Sexton,/players/s/sextoco01.html,CLE,LAC,A. Drummond,/players/d/drumman01.html,S. Ibaka,/players/i/ibakase01.html,1
202102030MIA,https://www.basketball-reference.com/boxscores/pbp/202102030MIA.html,Miami Heat,Washington Wizards,MIA,WAS,B. Adebayo,/players/a/adebaba01.html,R. Lopez,/players/l/lopezro01.html,B. Beal,WAS,MIA,R. Hachimura,/players/h/hachiru01.html,WAS,MIA,R. Lopez,/players/l/lopezro01.html,B. Adebayo,/players/a/adebaba01.html,1
202102030OKC,https://www.basketball-reference.com/boxscores/pbp/202102030OKC.html,Oklahoma City Thunder,Houston Rockets,OKC,HOU,A. Horford,/players/h/horfoal01.html,C. Wood,/players/w/woodch01.html,C. Wood,HOU,OKC,P. Tucker,/players/t/tuckepj01.html,HOU,OKC,C. Wood,/players/w/woodch01.html,A. Horford,/players/h/horfoal01.html,1
202102030SAS,https://www.basketball-reference.com/boxscores/pbp/202102030SAS.html,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN,J. Poeltl,/players/p/poeltja01.html,N. Reid,/players/r/reidna01.html,M. Beasley,MIN,SAS,A. Edwards,/players/e/edwaran01.html,MIN,SAS,N. Reid,/players/r/reidna01.html,J. Poeltl,/players/p/poeltja01.html,1
202102030NOP,https://www.basketball-reference.com/boxscores/pbp/202102030NOP.html,New Orleans Pelicans,Phoenix Suns,NOP,PHO,S. Adams,/players/a/adamsst01.html,D. Ayton,/players/a/aytonde01.html,L. Ball,NOP,PHO,S. Adams,/players/a/adamsst01.html,NOP,PHO,S. Adams,/players/a/adamsst01.html,D. Ayton,/players/a/aytonde01.html,1
202102030SAC,https://www.basketball-reference.com/boxscores/pbp/202102030SAC.html,Sacramento Kings,Boston Celtics,SAC,BOS,M. Bagley,/players/b/baglema01.html,T. Thompson,/players/t/thomptr01.html,J. Tatum,SAC,BOS,H. Barnes,/players/b/barneha02.html,BOS,SAC,M. Bagley,/players/b/baglema01.html,T. Thompson,/players/t/thomptr01.html,0
202102040ATL,https://www.basketball-reference.com/boxscores/pbp/202102040ATL.html,Atlanta Hawks,Utah Jazz,ATL,UTA,C. Capela,/players/c/capelca01.html,R. Gobert,/players/g/goberru01.html,K. Huerter,UTA,ATL,R. O'Neale,/players/o/onealro01.html,ATL,UTA,R. Gobert,/players/g/goberru01.html,C. Capela,/players/c/capelca01.html,0
202102040DAL,https://www.basketball-reference.com/boxscores/pbp/202102040DAL.html,Dallas Mavericks,Golden State Warriors,DAL,GSW,K. Porziņģis,/players/p/porzikr01.html,J. Toscano-Anderson,/players/t/toscaju01.html,L. Dončić,DAL,GSW,M. Kleber,/players/k/klebima01.html,DAL,GSW,K. Porziņģis,/players/p/porzikr01.html,J. Toscano-Anderson,/players/t/toscaju01.html,1
202102040PHI,https://www.basketball-reference.com/boxscores/pbp/202102040PHI.html,Philadelphia 76ers,Portland Trail Blazers,PHI,POR,J. Embiid,/players/e/embiijo01.html,E. Kanter,/players/k/kanteen01.html,T. Harris,PHI,POR,S. Curry,/players/c/curryse01.html,PHI,POR,J. Embiid,/players/e/embiijo01.html,E. Kanter,/players/k/kanteen01.html,1
202102040MEM,https://www.basketball-reference.com/boxscores/pbp/202102040MEM.html,Memphis Grizzlies,Houston Rockets,MEM,HOU,X. Tillman,/players/t/tillmxa01.html,C. Wood,/players/w/woodch01.html,B. Clarke,HOU,MEM,P. Tucker,/players/t/tuckepj01.html,MEM,HOU,C. Wood,/players/w/woodch01.html,X. Tillman,/players/t/tillmxa01.html,0
202102040LAL,https://www.basketball-reference.com/boxscores/pbp/202102040LAL.html,Los Angeles Lakers,Denver Nuggets,LAL,DEN,A. Davis,/players/d/davisan02.html,N. Jokić,/players/j/jokicni01.html,J. Green,DEN,LAL,J. Murray,/players/m/murraja01.html,DEN,LAL,N. Jokić,/players/j/jokicni01.html,A. Davis,/players/d/davisan02.html,1
202102050IND,https://www.basketball-reference.com/boxscores/pbp/202102050IND.html,Indiana Pacers,New Orleans Pelicans,IND,NOP,M. Turner,/players/t/turnemy01.html,S. Adams,/players/a/adamsst01.html,J. Lamb,IND,NOP,M. Brogdon,/players/b/brogdma01.html,IND,NOP,M. Turner,/players/t/turnemy01.html,S. Adams,/players/a/adamsst01.html,1
202102050ORL,https://www.basketball-reference.com/boxscores/pbp/202102050ORL.html,Orlando Magic,Chicago Bulls,ORL,CHI,N. Vučević,/players/v/vucevni01.html,D. Gafford,/players/g/gaffoda01.html,N. Vučević,ORL,CHI,C. Anthony,/players/a/anthoco01.html,ORL,CHI,N. Vučević,/players/v/vucevni01.html,D. Gafford,/players/g/gaffoda01.html,1
202102050BRK,https://www.basketball-reference.com/boxscores/pbp/202102050BRK.html,Brooklyn Nets,Toronto Raptors,BRK,TOR,D. Jordan,/players/j/jordade01.html,A. Baynes,/players/b/baynear01.html,A. Baynes,BRK,TOR,J. Harden,/players/h/hardeja01.html,TOR,BRK,D. Jordan,/players/j/jordade01.html,A. Baynes,/players/b/baynear01.html,0
202102050CLE,https://www.basketball-reference.com/boxscores/pbp/202102050CLE.html,Cleveland Cavaliers,Milwaukee Bucks,CLE,MIL,A. Drummond,/players/d/drumman01.html,B. Lopez,/players/l/lopezbr01.html,D. Garland,CLE,MIL,C. Sexton,/players/s/sextoco01.html,CLE,MIL,A. Drummond,/players/d/drumman01.html,B. Lopez,/players/l/lopezbr01.html,1
202102050CHO,https://www.basketball-reference.com/boxscores/pbp/202102050CHO.html,Charlotte Hornets,Utah Jazz,CHO,UTA,C. Zeller,/players/z/zelleco01.html,R. Gobert,/players/g/goberru01.html,C. Zeller,UTA,CHO,M. Conley,/players/c/conlemi01.html,CHO,UTA,R. Gobert,/players/g/goberru01.html,C. Zeller,/players/z/zelleco01.html,0
202102050MIA,https://www.basketball-reference.com/boxscores/pbp/202102050MIA.html,Miami Heat,Washington Wizards,MIA,WAS,B. Adebayo,/players/a/adebaba01.html,R. Lopez,/players/l/lopezro01.html,R. Hachimura,WAS,MIA,R. Hachimura,/players/h/hachiru01.html,WAS,MIA,R. Lopez,/players/l/lopezro01.html,B. Adebayo,/players/a/adebaba01.html,1
202102050OKC,https://www.basketball-reference.com/boxscores/pbp/202102050OKC.html,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN,D. Bazley,/players/b/bazleda01.html,N. Reid,/players/r/reidna01.html,H. Diallo,OKC,MIN,H. Diallo,/players/d/diallha01.html,OKC,MIN,D. Bazley,/players/b/bazleda01.html,N. Reid,/players/r/reidna01.html,1
202102050PHO,https://www.basketball-reference.com/boxscores/pbp/202102050PHO.html,Phoenix Suns,Detroit Pistons,PHO,DET,D. Ayton,/players/a/aytonde01.html,M. Plumlee,/players/p/plumlma01.html,J. Grant,DET,PHO,S. Bey,/players/b/beysa01.html,DET,PHO,M. Plumlee,/players/p/plumlma01.html,D. Ayton,/players/a/aytonde01.html,1
202102050LAC,https://www.basketball-reference.com/boxscores/pbp/202102050LAC.html,Los Angeles Clippers,Boston Celtics,LAC,BOS,S. Ibaka,/players/i/ibakase01.html,T. Thompson,/players/t/thomptr01.html,K. Leonard,LAC,BOS,L. Kennard,/players/k/kennalu01.html,LAC,BOS,S. Ibaka,/players/i/ibakase01.html,T. Thompson,/players/t/thomptr01.html,1
202102060NYK,https://www.basketball-reference.com/boxscores/pbp/202102060NYK.html,New York Knicks,Portland Trail Blazers,NYK,POR,M. Robinson,/players/r/robinmi01.html,E. Kanter,/players/k/kanteen01.html,J. Randle,POR,NYK,D. Lillard,/players/l/lillada01.html,NYK,POR,E. Kanter,/players/k/kanteen01.html,M. Robinson,/players/r/robinmi01.html,0
202102060SAC,https://www.basketball-reference.com/boxscores/pbp/202102060SAC.html,Sacramento Kings,Denver Nuggets,SAC,DEN,M. Bagley,/players/b/baglema01.html,N. Jokić,/players/j/jokicni01.html,W. Barton,DEN,SAC,P. Millsap,/players/m/millspa01.html,DEN,SAC,N. Jokić,/players/j/jokicni01.html,M. Bagley,/players/b/baglema01.html,1
202102060ORL,https://www.basketball-reference.com/boxscores/pbp/202102060ORL.html,Orlando Magic,Chicago Bulls,ORL,CHI,N. Vučević,/players/v/vucevni01.html,D. Gafford,/players/g/gaffoda01.html,N. Vučević,ORL,CHI,C. Anthony,/players/a/anthoco01.html,ORL,CHI,N. Vučević,/players/v/vucevni01.html,D. Gafford,/players/g/gaffoda01.html,1
202102060ATL,https://www.basketball-reference.com/boxscores/pbp/202102060ATL.html,Atlanta Hawks,Toronto Raptors,ATL,TOR,C. Capela,/players/c/capelca01.html,A. Baynes,/players/b/baynear01.html,C. Capela,ATL,TOR,T. Young,/players/y/youngtr01.html,ATL,TOR,C. Capela,/players/c/capelca01.html,A. Baynes,/players/b/baynear01.html,1
202102060CLE,https://www.basketball-reference.com/boxscores/pbp/202102060CLE.html,Cleveland Cavaliers,Milwaukee Bucks,CLE,MIL,A. Drummond,/players/d/drumman01.html,B. Lopez,/players/l/lopezbr01.html,B. Lopez,CLE,MIL,C. Sexton,/players/s/sextoco01.html,MIL,CLE,A. Drummond,/players/d/drumman01.html,B. Lopez,/players/l/lopezbr01.html,0
202102060HOU,https://www.basketball-reference.com/boxscores/pbp/202102060HOU.html,Houston Rockets,San Antonio Spurs,HOU,SAS,D. Cousins,/players/c/couside01.html,J. Poeltl,/players/p/poeltja01.html,K. Johnson,HOU,SAS,J. Wall,/players/w/walljo01.html,SAS,HOU,D. Cousins,/players/c/couside01.html,J. Poeltl,/players/p/poeltja01.html,0
202102060OKC,https://www.basketball-reference.com/boxscores/pbp/202102060OKC.html,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN,D. Bazley,/players/b/bazleda01.html,N. Reid,/players/r/reidna01.html,S. Gilgeous-Alexander,OKC,MIN,L. Dort,/players/d/dortlu01.html,OKC,MIN,D. Bazley,/players/b/bazleda01.html,N. Reid,/players/r/reidna01.html,1
202102060PHI,https://www.basketball-reference.com/boxscores/pbp/202102060PHI.html,Philadelphia 76ers,Brooklyn Nets,PHI,BRK,J. Embiid,/players/e/embiijo01.html,D. Jordan,/players/j/jordade01.html,J. Harden,PHI,BRK,S. Curry,/players/c/curryse01.html,BRK,PHI,J. Embiid,/players/e/embiijo01.html,D. Jordan,/players/j/jordade01.html,0
202102060DAL,https://www.basketball-reference.com/boxscores/pbp/202102060DAL.html,Dallas Mavericks,Golden State Warriors,DAL,GSW,K. Porziņģis,/players/p/porzikr01.html,J. Toscano-Anderson,/players/t/toscaju01.html,L. Dončić,DAL,GSW,M. Kleber,/players/k/klebima01.html,DAL,GSW,K. Porziņģis,/players/p/porzikr01.html,J. Toscano-Anderson,/players/t/toscaju01.html,1
202102060NOP,https://www.basketball-reference.com/boxscores/pbp/202102060NOP.html,New Orleans Pelicans,Memphis Grizzlies,NOP,MEM,S. Adams,/players/a/adamsst01.html,G. Dieng,/players/d/dienggo01.html,D. Brooks,NOP,MEM,L. Ball,/players/b/balllo01.html,MEM,NOP,S. Adams,/players/a/adamsst01.html,G. Dieng,/players/d/dienggo01.html,0
202102060LAL,https://www.basketball-reference.com/boxscores/pbp/202102060LAL.html,Los Angeles Lakers,Detroit Pistons,LAL,DET,A. Davis,/players/d/davisan02.html,M. Plumlee,/players/p/plumlma01.html,A. Davis,LAL,DET,M. Gasol,/players/g/gasolma01.html,LAL,DET,A. Davis,/players/d/davisan02.html,M. Plumlee,/players/p/plumlma01.html,1
202102070CHO,https://www.basketball-reference.com/boxscores/pbp/202102070CHO.html,Charlotte Hornets,Washington Wizards,CHO,WAS,C. Zeller,/players/z/zelleco01.html,A. Len,/players/l/lenal01.html,B. Beal,WAS,CHO,R. Hachimura,/players/h/hachiru01.html,WAS,CHO,A. Len,/players/l/lenal01.html,C. Zeller,/players/z/zelleco01.html,1
202102070IND,https://www.basketball-reference.com/boxscores/pbp/202102070IND.html,Indiana Pacers,Utah Jazz,IND,UTA,M. Turner,/players/t/turnemy01.html,R. Gobert,/players/g/goberru01.html,D. Sabonis,IND,UTA,J. Lamb,/players/l/lambje01.html,IND,UTA,M. Turner,/players/t/turnemy01.html,R. Gobert,/players/g/goberru01.html,1
202102070NYK,https://www.basketball-reference.com/boxscores/pbp/202102070NYK.html,New York Knicks,Miami Heat,NYK,MIA,M. Robinson,/players/r/robinmi01.html,B. Adebayo,/players/a/adebaba01.html,B. Adebayo,MIA,NYK,K. Olynyk,/players/o/olynyke01.html,MIA,NYK,B. Adebayo,/players/a/adebaba01.html,M. Robinson,/players/r/robinmi01.html,1
202102070PHO,https://www.basketball-reference.com/boxscores/pbp/202102070PHO.html,Phoenix Suns,Boston Celtics,PHO,BOS,D. Ayton,/players/a/aytonde01.html,T. Thompson,/players/t/thomptr01.html,D. Booker,PHO,BOS,C. Paul,/players/p/paulch01.html,PHO,BOS,D. Ayton,/players/a/aytonde01.html,T. Thompson,/players/t/thomptr01.html,1
202102070LAC,https://www.basketball-reference.com/boxscores/pbp/202102070LAC.html,Los Angeles Clippers,Sacramento Kings,LAC,SAC,S. Ibaka,/players/i/ibakase01.html,M. Bagley,/players/b/baglema01.html,L. Kennard,SAC,LAC,R. Holmes,/players/h/holmeri01.html,LAC,SAC,M. Bagley,/players/b/baglema01.html,S. Ibaka,/players/i/ibakase01.html,0
202102080CHO,https://www.basketball-reference.com/boxscores/pbp/202102080CHO.html,Charlotte Hornets,Houston Rockets,CHO,HOU,C. Zeller,/players/z/zelleco01.html,D. Cousins,/players/c/couside01.html,J. Tate,HOU,CHO,P. Tucker,/players/t/tuckepj01.html,HOU,CHO,D. Cousins,/players/c/couside01.html,C. Zeller,/players/z/zelleco01.html,1
202102080CHI,https://www.basketball-reference.com/boxscores/pbp/202102080CHI.html,Chicago Bulls,Washington Wizards,CHI,WAS,D. Gafford,/players/g/gaffoda01.html,A. Len,/players/l/lenal01.html,Z. LaVine,CHI,WAS,C. White,/players/w/whiteco01.html,CHI,WAS,D. Gafford,/players/g/gaffoda01.html,A. Len,/players/l/lenal01.html,1
202102080MEM,https://www.basketball-reference.com/boxscores/pbp/202102080MEM.html,Memphis Grizzlies,Toronto Raptors,MEM,TOR,J. Valančiūnas,/players/v/valanjo01.html,A. Baynes,/players/b/baynear01.html,K. Lowry,TOR,MEM,P. Siakam,/players/s/siakapa01.html,TOR,MEM,A. Baynes,/players/b/baynear01.html,J. Valančiūnas,/players/v/valanjo01.html,1
202102080DAL,https://www.basketball-reference.com/boxscores/pbp/202102080DAL.html,Dallas Mavericks,Minnesota Timberwolves,DAL,MIN,K. Porziņģis,/players/p/porzikr01.html,N. Reid,/players/r/reidna01.html,K. Porziņģis,DAL,MIN,M. Kleber,/players/k/klebima01.html,DAL,MIN,K. Porziņģis,/players/p/porzikr01.html,N. Reid,/players/r/reidna01.html,1
202102080SAS,https://www.basketball-reference.com/boxscores/pbp/202102080SAS.html,San Antonio Spurs,Golden State Warriors,SAS,GSW,J. Poeltl,/players/p/poeltja01.html,J. Toscano-Anderson,/players/t/toscaju01.html,D. Green,SAS,GSW,K. Johnson,/players/j/johnske04.html,GSW,SAS,J. Poeltl,/players/p/poeltja01.html,J. Toscano-Anderson,/players/t/toscaju01.html,0
202102080PHO,https://www.basketball-reference.com/boxscores/pbp/202102080PHO.html,Phoenix Suns,Cleveland Cavaliers,PHO,CLE,D. Ayton,/players/a/aytonde01.html,J. Allen,/players/a/allenja01.html,A. Drummond,CLE,PHO,A. Drummond,/players/d/drumman01.html,CLE,PHO,J. Allen,/players/a/allenja01.html,D. Ayton,/players/a/aytonde01.html,1
202102080DEN,https://www.basketball-reference.com/boxscores/pbp/202102080DEN.html,Denver Nuggets,Milwaukee Bucks,DEN,MIL,N. Jokić,/players/j/jokicni01.html,B. Lopez,/players/l/lopezbr01.html,P. Millsap,DEN,MIL,P. Millsap,/players/m/millspa01.html,DEN,MIL,N. Jokić,/players/j/jokicni01.html,B. Lopez,/players/l/lopezbr01.html,1
202102080LAL,https://www.basketball-reference.com/boxscores/pbp/202102080LAL.html,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,D. Schröder,/players/s/schrode01.html,A. Horford,/players/h/horfoal01.html,D. Schröder,LAL,OKC,L. James,/players/j/jamesle01.html,LAL,OKC,D. Schröder,/players/s/schrode01.html,A. Horford,/players/h/horfoal01.html,1
202102090DET,https://www.basketball-reference.com/boxscores/pbp/202102090DET.html,Detroit Pistons,Brooklyn Nets,DET,BRK,M. Plumlee,/players/p/plumlma01.html,D. Jordan,/players/j/jordade01.html,J. Harris,BRK,DET,J. Green,/players/g/greenje02.html,BRK,DET,D. Jordan,/players/j/jordade01.html,M. Plumlee,/players/p/plumlma01.html,1
202102090MIA,https://www.basketball-reference.com/boxscores/pbp/202102090MIA.html,Miami Heat,New York Knicks,MIA,NYK,B. Adebayo,/players/a/adebaba01.html,M. Robinson,/players/r/robinmi01.html,K. Olynyk,MIA,NYK,K. Olynyk,/players/o/olynyke01.html,MIA,NYK,B. Adebayo,/players/a/adebaba01.html,M. Robinson,/players/r/robinmi01.html,1
202102090NOP,https://www.basketball-reference.com/boxscores/pbp/202102090NOP.html,New Orleans Pelicans,Houston Rockets,NOP,HOU,S. Adams,/players/a/adamsst01.html,D. Cousins,/players/c/couside01.html,L. Ball,NOP,HOU,Z. Williamson,/players/w/willizi01.html,NOP,HOU,S. Adams,/players/a/adamsst01.html,D. Cousins,/players/c/couside01.html,1
202102090SAS,https://www.basketball-reference.com/boxscores/pbp/202102090SAS.html,San Antonio Spurs,Golden State Warriors,SAS,GSW,J. Poeltl,/players/p/poeltja01.html,J. Toscano-Anderson,/players/t/toscaju01.html,D. Murray,SAS,GSW,D. Murray,/players/m/murrade01.html,SAS,GSW,J. Poeltl,/players/p/poeltja01.html,J. Toscano-Anderson,/players/t/toscaju01.html,1
202102090POR,https://www.basketball-reference.com/boxscores/pbp/202102090POR.html,Portland Trail Blazers,Orlando Magic,POR,ORL,E. Kanter,/players/k/kanteen01.html,N. Vučević,/players/v/vucevni01.html,N. Vučević,ORL,POR,D. Bacon,/players/b/bacondw01.html,ORL,POR,N. Vučević,/players/v/vucevni01.html,E. Kanter,/players/k/kanteen01.html,1
202102090SAC,https://www.basketball-reference.com/boxscores/pbp/202102090SAC.html,Sacramento Kings,Philadelphia 76ers,SAC,PHI,M. Bagley,/players/b/baglema01.html,J. Embiid,/players/e/embiijo01.html,D. Fox,PHI,SAC,S. Curry,/players/c/curryse01.html,SAC,PHI,J. Embiid,/players/e/embiijo01.html,M. Bagley,/players/b/baglema01.html,0
202102090UTA,https://www.basketball-reference.com/boxscores/pbp/202102090UTA.html,Utah Jazz,Boston Celtics,UTA,BOS,R. Gobert,/players/g/goberru01.html,D. Theis,/players/t/theisda01.html,J. Brown,UTA,BOS,R. O'Neale,/players/o/onealro01.html,BOS,UTA,R. Gobert,/players/g/goberru01.html,D. Theis,/players/t/theisda01.html,0
