Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
200812120GSW,https://www.basketball-reference.com/boxscores/pbp/200812120GSW.html,Golden State Warriors,Houston Rockets,GSW,HOU,A. Biedriņš,Y. Ming,T. McGrady,HOU,GSW,L. Scola,/players/s/scolalu01.html,HOU,GSW,Y. Ming,/players/m/mingya01.html,A. Biedriņš,/players/b/biedran01.html,1
200812120LAL,https://www.basketball-reference.com/boxscores/pbp/200812120LAL.html,Los Angeles Lakers,Sacramento Kings,LAL,SAC,A. Bynum,B. Miller,K. Bryant,LAL,SAC,D. Fisher,/players/f/fishede01.html,LAL,SAC,A. Bynum,/players/b/bynuman01.html,B. Miller,/players/m/millebr01.html,1
200812130ATL,https://www.basketball-reference.com/boxscores/pbp/200812130ATL.html,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,J. Smith,B. Wallace,A. Varejão,CLE,ATL,L. James,/players/j/jamesle01.html,CLE,ATL,B. Wallace,/players/w/wallabe01.html,J. Smith,/players/s/smithjo03.html,1
200812130CHA,https://www.basketball-reference.com/boxscores/pbp/200812130CHA.html,Charlotte Bobcats,Detroit Pistons,CHA,DET,E. Okafor,R. Wallace,T. Prince,CHA,DET,R. Felton,/players/f/feltora01.html,DET,CHA,E. Okafor,/players/o/okafoem01.html,R. Wallace,/players/w/wallara01.html,0
200812130PHI,https://www.basketball-reference.com/boxscores/pbp/200812130PHI.html,Philadelphia 76ers,Washington Wizards,PHI,WAS,S. Dalembert,J. McGee,S. Dalembert,PHI,WAS,W. Green,/players/g/greenwi01.html,PHI,WAS,S. Dalembert,/players/d/dalemsa01.html,J. McGee,/players/m/mcgeeja01.html,1
200812130CHI,https://www.basketball-reference.com/boxscores/pbp/200812130CHI.html,Chicago Bulls,New Jersey Nets,CHI,NJN,D. Gooden,B. Lopez,V. Carter,NJN,CHI,D. Harris,/players/h/harride01.html,NJN,CHI,B. Lopez,/players/l/lopezbr01.html,D. Gooden,/players/g/goodedr01.html,1
200812130DAL,https://www.basketball-reference.com/boxscores/pbp/200812130DAL.html,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,E. Dampier,J. Green,J. Green,OKC,DAL,J. Petro,/players/p/petrojo01.html,OKC,DAL,J. Green,/players/g/greenje02.html,E. Dampier,/players/d/dampier01.html,1
200812130MIL,https://www.basketball-reference.com/boxscores/pbp/200812130MIL.html,Milwaukee Bucks,Indiana Pacers,MIL,IND,A. Bogut,R. Hibbert,T. Ford,IND,MIL,T. Ford,/players/f/fordtj01.html,IND,MIL,R. Hibbert,/players/h/hibbero01.html,A. Bogut,/players/b/bogutan01.html,1
200812130DEN,https://www.basketball-reference.com/boxscores/pbp/200812130DEN.html,Denver Nuggets,Golden State Warriors,DEN,GSW,N. Hilário,A. Biedriņš,K. Martin,DEN,GSW,K. Martin,/players/m/martike01.html,DEN,GSW,N. Hilário,/players/h/hilarne01.html,A. Biedriņš,/players/b/biedran01.html,1
200812130UTA,https://www.basketball-reference.com/boxscores/pbp/200812130UTA.html,Utah Jazz,Orlando Magic,UTA,ORL,M. Okur,M. Gortat,H. Türkoğlu,UTA,ORL,D. Williams,/players/w/willide01.html,ORL,UTA,M. Okur,/players/o/okurme01.html,M. Gortat,/players/g/gortama01.html,0
200812130SAC,https://www.basketball-reference.com/boxscores/pbp/200812130SAC.html,Sacramento Kings,New York Knicks,SAC,NYK,B. Miller,W. Chandler,N. Robinson,SAC,NYK,S. Hawes,/players/h/hawessp01.html,NYK,SAC,B. Miller,/players/m/millebr01.html,W. Chandler,/players/c/chandwi01.html,0
200812130LAC,https://www.basketball-reference.com/boxscores/pbp/200812130LAC.html,Los Angeles Clippers,Houston Rockets,LAC,HOU,M. Camby,Y. Ming,L. Scola,LAC,HOU,Z. Randolph,/players/r/randoza01.html,HOU,LAC,M. Camby,/players/c/cambyma01.html,Y. Ming,/players/m/mingya01.html,0
200812140TOR,https://www.basketball-reference.com/boxscores/pbp/200812140TOR.html,Toronto Raptors,New Orleans Hornets,TOR,NOH,C. Bosh,H. Armstrong,D. West,TOR,NOH,J. O'Neal,/players/o/onealje01.html,NOH,TOR,C. Bosh,/players/b/boshch01.html,H. Armstrong,/players/a/armsthi01.html,0
200812140MEM,https://www.basketball-reference.com/boxscores/pbp/200812140MEM.html,Memphis Grizzlies,Miami Heat,MEM,MIA,D. Miličić,J. Anthony,D. Miličić,MIA,MEM,S. Marion,/players/m/mariosh01.html,MEM,MIA,J. Anthony,/players/a/anthojo01.html,D. Miličić,/players/m/milicda01.html,0
200812140SAS,https://www.basketball-reference.com/boxscores/pbp/200812140SAS.html,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC,T. Duncan,J. Green,M. Bonner,SAS,OKC,T. Parker,/players/p/parketo01.html,SAS,OKC,T. Duncan,/players/d/duncati01.html,J. Green,/players/g/greenje02.html,1
200812140LAL,https://www.basketball-reference.com/boxscores/pbp/200812140LAL.html,Los Angeles Lakers,Minnesota Timberwolves,LAL,MIN,A. Bynum,A. Jefferson,C. Smith,MIN,LAL,C. Smith,/players/s/smithcr01.html,MIN,LAL,A. Jefferson,/players/j/jeffeal01.html,A. Bynum,/players/b/bynuman01.html,1
200812150ATL,https://www.basketball-reference.com/boxscores/pbp/200812150ATL.html,Atlanta Hawks,Charlotte Bobcats,ATL,CHA,J. Smith,E. Okafor,G. Wallace,CHA,ATL,R. Bell,/players/b/bellra01.html,CHA,ATL,E. Okafor,/players/o/okafoem01.html,J. Smith,/players/s/smithjo03.html,1
200812150TOR,https://www.basketball-reference.com/boxscores/pbp/200812150TOR.html,Toronto Raptors,New Jersey Nets,TOR,NJN,C. Bosh,B. Lopez,C. Bosh,TOR,NJN,J. O'Neal,/players/o/onealje01.html,TOR,NJN,C. Bosh,/players/b/boshch01.html,B. Lopez,/players/l/lopezbr01.html,1
200812150WAS,https://www.basketball-reference.com/boxscores/pbp/200812150WAS.html,Washington Wizards,Indiana Pacers,WAS,IND,A. Blatche,R. Hibbert,D. Granger,IND,WAS,D. Granger,/players/g/grangda01.html,IND,WAS,R. Hibbert,/players/h/hibbero01.html,A. Blatche,/players/b/blatcan01.html,1
200812150BOS,https://www.basketball-reference.com/boxscores/pbp/200812150BOS.html,Boston Celtics,Utah Jazz,BOS,UTA,K. Perkins,M. Okur,P. Millsap,BOS,UTA,K. Garnett,/players/g/garneke01.html,UTA,BOS,K. Perkins,/players/p/perkike01.html,M. Okur,/players/o/okurme01.html,0
200812150MIA,https://www.basketball-reference.com/boxscores/pbp/200812150MIA.html,Miami Heat,Milwaukee Bucks,MIA,MIL,J. Anthony,A. Bogut,M. Redd,MIA,MIL,U. Haslem,/players/h/hasleud01.html,MIL,MIA,J. Anthony,/players/a/anthojo01.html,A. Bogut,/players/b/bogutan01.html,0
200812150DAL,https://www.basketball-reference.com/boxscores/pbp/200812150DAL.html,Dallas Mavericks,Denver Nuggets,DAL,DEN,E. Dampier,N. Hilário,C. Billups,DEN,DAL,D. Jones,/players/j/jonesda02.html,DEN,DAL,N. Hilário,/players/h/hilarne01.html,E. Dampier,/players/d/dampier01.html,1
200812150PHO,https://www.basketball-reference.com/boxscores/pbp/200812150PHO.html,Phoenix Suns,New York Knicks,PHO,NYK,S. O'Neal,W. Chandler,A. Harrington,NYK,PHO,A. Harrington,/players/h/harrial01.html,NYK,PHO,W. Chandler,/players/c/chandwi01.html,S. O'Neal,/players/o/onealsh01.html,1
200812150SAC,https://www.basketball-reference.com/boxscores/pbp/200812150SAC.html,Sacramento Kings,Minnesota Timberwolves,SAC,MIN,B. Miller,A. Jefferson,C. Smith,MIN,SAC,R. Foye,/players/f/foyera01.html,MIN,SAC,A. Jefferson,/players/j/jeffeal01.html,B. Miller,/players/m/millebr01.html,1
200812150GSW,https://www.basketball-reference.com/boxscores/pbp/200812150GSW.html,Golden State Warriors,Orlando Magic,GSW,ORL,A. Biedriņš,M. Gortat,A. Biedriņš,GSW,ORL,C. Watson,/players/w/watsocj01.html,GSW,ORL,A. Biedriņš,/players/b/biedran01.html,M. Gortat,/players/g/gortama01.html,1
200812160CHA,https://www.basketball-reference.com/boxscores/pbp/200812160CHA.html,Charlotte Bobcats,Chicago Bulls,CHA,CHI,E. Okafor,D. Gooden,D. Gooden,CHI,CHA,A. Gray,/players/g/grayaa01.html,CHI,CHA,D. Gooden,/players/g/goodedr01.html,E. Okafor,/players/o/okafoem01.html,1
200812160MEM,https://www.basketball-reference.com/boxscores/pbp/200812160MEM.html,Memphis Grizzlies,New Orleans Hornets,MEM,NOH,D. Miličić,T. Chandler,R. Butler,NOH,MEM,C. Paul,/players/p/paulch01.html,NOH,MEM,T. Chandler,/players/c/chandty01.html,D. Miličić,/players/m/milicda01.html,1
200812160OKC,https://www.basketball-reference.com/boxscores/pbp/200812160OKC.html,Oklahoma City Thunder,Los Angeles Clippers,OKC,LAC,J. Green,M. Camby,Z. Randolph,OKC,LAC,R. Westbrook,/players/w/westbru01.html,LAC,OKC,J. Green,/players/g/greenje02.html,M. Camby,/players/c/cambyma01.html,0
200812160HOU,https://www.basketball-reference.com/boxscores/pbp/200812160HOU.html,Houston Rockets,Denver Nuggets,HOU,DEN,Y. Ming,N. Hilário,S. Battier,HOU,DEN,A. Brooks,/players/b/brookaa01.html,HOU,DEN,Y. Ming,/players/m/mingya01.html,N. Hilário,/players/h/hilarne01.html,1
200812160POR,https://www.basketball-reference.com/boxscores/pbp/200812160POR.html,Portland Trail Blazers,Sacramento Kings,POR,SAC,G. Oden,B. Miller,J. Salmons,POR,SAC,L. Aldridge,/players/a/aldrila01.html,SAC,POR,G. Oden,/players/o/odengr01.html,B. Miller,/players/m/millebr01.html,0
200812160LAL,https://www.basketball-reference.com/boxscores/pbp/200812160LAL.html,Los Angeles Lakers,New York Knicks,LAL,NYK,A. Bynum,W. Chandler,Q. Richardson,LAL,NYK,D. Fisher,/players/f/fishede01.html,NYK,LAL,A. Bynum,/players/b/bynuman01.html,W. Chandler,/players/c/chandwi01.html,0
200812170ATL,https://www.basketball-reference.com/boxscores/pbp/200812170ATL.html,Atlanta Hawks,Boston Celtics,ATL,BOS,J. Smith,K. Perkins,R. Allen,ATL,BOS,J. Johnson,/players/j/johnsjo02.html,BOS,ATL,J. Smith,/players/s/smithjo03.html,K. Perkins,/players/p/perkike01.html,0
200812170IND,https://www.basketball-reference.com/boxscores/pbp/200812170IND.html,Indiana Pacers,Golden State Warriors,IND,GSW,J. Foster,A. Biedriņš,M. Belinelli,GSW,IND,S. Jackson,/players/j/jacksst02.html,GSW,IND,A. Biedriņš,/players/b/biedran01.html,J. Foster,/players/f/fosteje01.html,1
200812170PHI,https://www.basketball-reference.com/boxscores/pbp/200812170PHI.html,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL,S. Dalembert,A. Bogut,L. Ridnour,MIL,PHI,L. Ridnour,/players/r/ridnolu01.html,MIL,PHI,A. Bogut,/players/b/bogutan01.html,S. Dalembert,/players/d/dalemsa01.html,1
200812170TOR,https://www.basketball-reference.com/boxscores/pbp/200812170TOR.html,Toronto Raptors,Dallas Mavericks,TOR,DAL,C. Bosh,E. Dampier,J. O'Neal,DAL,TOR,J. Howard,/players/h/howarjo01.html,TOR,DAL,E. Dampier,/players/d/dampier01.html,C. Bosh,/players/b/boshch01.html,0
200812170DET,https://www.basketball-reference.com/boxscores/pbp/200812170DET.html,Detroit Pistons,Washington Wizards,DET,WAS,R. Wallace,A. Blatche,C. Butler,DET,WAS,R. Stuckey,/players/s/stuckro01.html,WAS,DET,R. Wallace,/players/w/wallara01.html,A. Blatche,/players/b/blatcan01.html,0
200812170NJN,https://www.basketball-reference.com/boxscores/pbp/200812170NJN.html,New Jersey Nets,Utah Jazz,NJN,UTA,B. Lopez,M. Okur,B. Lopez,NJN,UTA,Y. Jianlian,/players/j/jianlyi01.html,NJN,UTA,B. Lopez,/players/l/lopezbr01.html,M. Okur,/players/o/okurme01.html,1
200812170MIN,https://www.basketball-reference.com/boxscores/pbp/200812170MIN.html,Minnesota Timberwolves,Cleveland Cavaliers,MIN,CLE,A. Jefferson,B. Wallace,A. Jefferson,CLE,MIN,D. West,/players/w/westde01.html,MIN,CLE,B. Wallace,/players/w/wallabe01.html,A. Jefferson,/players/j/jeffeal01.html,0
200812170CHI,https://www.basketball-reference.com/boxscores/pbp/200812170CHI.html,Chicago Bulls,Los Angeles Clippers,CHI,LAC,D. Gooden,M. Camby,M. Camby,LAC,CHI,Z. Randolph,/players/r/randoza01.html,LAC,CHI,M. Camby,/players/c/cambyma01.html,D. Gooden,/players/g/goodedr01.html,1
200812170NOH,https://www.basketball-reference.com/boxscores/pbp/200812170NOH.html,New Orleans Hornets,San Antonio Spurs,NOH,SAS,T. Chandler,T. Duncan,D. West,NOH,SAS,D. West,/players/w/westda01.html,NOH,SAS,T. Chandler,/players/c/chandty01.html,T. Duncan,/players/d/duncati01.html,1
200812180ORL,https://www.basketball-reference.com/boxscores/pbp/200812180ORL.html,Orlando Magic,San Antonio Spurs,ORL,SAS,D. Howard,T. Duncan,T. Duncan,ORL,SAS,R. Lewis,/players/l/lewisra02.html,SAS,ORL,D. Howard,/players/h/howardw01.html,T. Duncan,/players/d/duncati01.html,0
200812180POR,https://www.basketball-reference.com/boxscores/pbp/200812180POR.html,Portland Trail Blazers,Phoenix Suns,POR,PHO,G. Oden,S. O'Neal,L. Aldridge,POR,PHO,L. Aldridge,/players/a/aldrila01.html,POR,PHO,G. Oden,/players/o/odengr01.html,S. O'Neal,/players/o/onealsh01.html,1
200812190IND,https://www.basketball-reference.com/boxscores/pbp/200812190IND.html,Indiana Pacers,Los Angeles Clippers,IND,LAC,R. Hibbert,M. Camby,S. Graham,LAC,IND,Z. Randolph,/players/r/randoza01.html,IND,LAC,M. Camby,/players/c/cambyma01.html,R. Hibbert,/players/h/hibbero01.html,0
200812190WAS,https://www.basketball-reference.com/boxscores/pbp/200812190WAS.html,Washington Wizards,Philadelphia 76ers,WAS,PHI,A. Blatche,S. Dalembert,S. Dalembert,PHI,WAS,T. Young,/players/y/youngth01.html,PHI,WAS,S. Dalembert,/players/d/dalemsa01.html,A. Blatche,/players/b/blatcan01.html,1
200812190ATL,https://www.basketball-reference.com/boxscores/pbp/200812190ATL.html,Atlanta Hawks,Golden State Warriors,ATL,GSW,J. Smith,A. Biedriņš,A. Horford,ATL,GSW,A. Horford,/players/h/horfoal01.html,ATL,GSW,J. Smith,/players/s/smithjo03.html,A. Biedriņš,/players/b/biedran01.html,1
200812190BOS,https://www.basketball-reference.com/boxscores/pbp/200812190BOS.html,Boston Celtics,Chicago Bulls,BOS,CHI,K. Perkins,D. Gooden,P. Pierce,BOS,CHI,K. Garnett,/players/g/garneke01.html,BOS,CHI,K. Perkins,/players/p/perkike01.html,D. Gooden,/players/g/goodedr01.html,1
200812190NJN,https://www.basketball-reference.com/boxscores/pbp/200812190NJN.html,New Jersey Nets,Dallas Mavericks,NJN,DAL,B. Lopez,E. Dampier,D. Nowitzki,DAL,NJN,J. Howard,/players/h/howarjo01.html,DAL,NJN,E. Dampier,/players/d/dampier01.html,B. Lopez,/players/l/lopezbr01.html,1
200812190NYK,https://www.basketball-reference.com/boxscores/pbp/200812190NYK.html,New York Knicks,Milwaukee Bucks,NYK,MIL,W. Chandler,A. Bogut,L. Ridnour,NYK,MIL,Q. Richardson,/players/r/richaqu01.html,MIL,NYK,W. Chandler,/players/c/chandwi01.html,A. Bogut,/players/b/bogutan01.html,0
200812190DET,https://www.basketball-reference.com/boxscores/pbp/200812190DET.html,Detroit Pistons,Utah Jazz,DET,UTA,R. Wallace,M. Okur,A. Iverson,UTA,DET,R. Brewer,/players/b/brewero02.html,DET,UTA,M. Okur,/players/o/okurme01.html,R. Wallace,/players/w/wallara01.html,0
200812190MEM,https://www.basketball-reference.com/boxscores/pbp/200812190MEM.html,Memphis Grizzlies,Charlotte Bobcats,MEM,CHA,D. Miličić,E. Okafor,B. Diaw,CHA,MEM,B. Diaw,/players/d/diawbo01.html,CHA,MEM,E. Okafor,/players/o/okafoem01.html,D. Miličić,/players/m/milicda01.html,1
200812190MIA,https://www.basketball-reference.com/boxscores/pbp/200812190MIA.html,Miami Heat,Los Angeles Lakers,MIA,LAL,J. Anthony,A. Bynum,D. Fisher,MIA,LAL,S. Marion,/players/m/mariosh01.html,LAL,MIA,J. Anthony,/players/a/anthojo01.html,A. Bynum,/players/b/bynuman01.html,0
200812190OKC,https://www.basketball-reference.com/boxscores/pbp/200812190OKC.html,Oklahoma City Thunder,Toronto Raptors,OKC,TOR,J. Green,C. Bosh,K. Durant,TOR,OKC,J. Calderón,/players/c/caldejo01.html,OKC,TOR,C. Bosh,/players/b/boshch01.html,J. Green,/players/g/greenje02.html,0
200812190HOU,https://www.basketball-reference.com/boxscores/pbp/200812190HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,Y. Ming,B. Miller,J. Salmons,SAC,HOU,S. Hawes,/players/h/hawessp01.html,SAC,HOU,B. Miller,/players/m/millebr01.html,Y. Ming,/players/m/mingya01.html,1
200812190DEN,https://www.basketball-reference.com/boxscores/pbp/200812190DEN.html,Denver Nuggets,Cleveland Cavaliers,DEN,CLE,N. Hilário,Z. Ilgauskas,C. Anthony,DEN,CLE,K. Martin,/players/m/martike01.html,DEN,CLE,N. Hilário,/players/h/hilarne01.html,Z. Ilgauskas,/players/i/ilgauzy01.html,1
200812200CHA,https://www.basketball-reference.com/boxscores/pbp/200812200CHA.html,Charlotte Bobcats,Golden State Warriors,CHA,GSW,E. Okafor,A. Biedriņš,R. Bell,GSW,CHA,K. Azubuike,/players/a/azubuke01.html,CHA,GSW,A. Biedriņš,/players/b/biedran01.html,E. Okafor,/players/o/okafoem01.html,0
200812200ORL,https://www.basketball-reference.com/boxscores/pbp/200812200ORL.html,Orlando Magic,Los Angeles Lakers,ORL,LAL,D. Howard,A. Bynum,K. Bryant,LAL,ORL,D. Fisher,/players/f/fishede01.html,LAL,ORL,A. Bynum,/players/b/bynuman01.html,D. Howard,/players/h/howardw01.html,1
200812200PHI,https://www.basketball-reference.com/boxscores/pbp/200812200PHI.html,Philadelphia 76ers,Indiana Pacers,PHI,IND,S. Dalembert,R. Hibbert,T. Young,IND,PHI,T. Ford,/players/f/fordtj01.html,PHI,IND,R. Hibbert,/players/h/hibbero01.html,S. Dalembert,/players/d/dalemsa01.html,0
200812200MIN,https://www.basketball-reference.com/boxscores/pbp/200812200MIN.html,Minnesota Timberwolves,Houston Rockets,MIN,HOU,A. Jefferson,Y. Ming,T. McGrady,MIN,HOU,C. Smith,/players/s/smithcr01.html,HOU,MIN,A. Jefferson,/players/j/jeffeal01.html,Y. Ming,/players/m/mingya01.html,0
200812200NJN,https://www.basketball-reference.com/boxscores/pbp/200812200NJN.html,New Jersey Nets,Miami Heat,NJN,MIA,B. Lopez,J. Anthony,T. Hassell,NJN,MIA,T. Hassell,/players/h/hassetr01.html,NJN,MIA,B. Lopez,/players/l/lopezbr01.html,J. Anthony,/players/a/anthojo01.html,1
200812200NOH,https://www.basketball-reference.com/boxscores/pbp/200812200NOH.html,New Orleans Hornets,Sacramento Kings,NOH,SAC,T. Chandler,B. Miller,R. Butler,NOH,SAC,C. Paul,/players/p/paulch01.html,NOH,SAC,T. Chandler,/players/c/chandty01.html,B. Miller,/players/m/millebr01.html,1
200812200CHI,https://www.basketball-reference.com/boxscores/pbp/200812200CHI.html,Chicago Bulls,Utah Jazz,CHI,UTA,A. Gray,M. Okur,P. Millsap,CHI,UTA,D. Rose,/players/r/rosede01.html,UTA,CHI,A. Gray,/players/g/grayaa01.html,M. Okur,/players/o/okurme01.html,0
200812200MIL,https://www.basketball-reference.com/boxscores/pbp/200812200MIL.html,Milwaukee Bucks,Los Angeles Clippers,MIL,LAC,A. Bogut,M. Camby,R. Jefferson,LAC,MIL,B. Davis,/players/d/davisba01.html,MIL,LAC,M. Camby,/players/c/cambyma01.html,A. Bogut,/players/b/bogutan01.html,0
200812200SAS,https://www.basketball-reference.com/boxscores/pbp/200812200SAS.html,San Antonio Spurs,Toronto Raptors,SAS,TOR,T. Duncan,C. Bosh,J. O'Neal,SAS,TOR,T. Parker,/players/p/parketo01.html,TOR,SAS,T. Duncan,/players/d/duncati01.html,C. Bosh,/players/b/boshch01.html,0
200812200PHO,https://www.basketball-reference.com/boxscores/pbp/200812200PHO.html,Phoenix Suns,Denver Nuggets,PHO,DEN,S. O'Neal,N. Hilário,S. O'Neal,DEN,PHO,C. Billups,/players/b/billuch01.html,PHO,DEN,N. Hilário,/players/h/hilarne01.html,S. O'Neal,/players/o/onealsh01.html,0
200812210ATL,https://www.basketball-reference.com/boxscores/pbp/200812210ATL.html,Atlanta Hawks,Detroit Pistons,ATL,DET,J. Smith,R. Wallace,R. Wallace,DET,ATL,R. Stuckey,/players/s/stuckro01.html,DET,ATL,R. Wallace,/players/w/wallara01.html,J. Smith,/players/s/smithjo03.html,1
200812210BOS,https://www.basketball-reference.com/boxscores/pbp/200812210BOS.html,Boston Celtics,New York Knicks,BOS,NYK,K. Perkins,W. Chandler,K. Garnett,BOS,NYK,R. Rondo,/players/r/rondora01.html,BOS,NYK,K. Perkins,/players/p/perkike01.html,W. Chandler,/players/c/chandwi01.html,1
200812210WAS,https://www.basketball-reference.com/boxscores/pbp/200812210WAS.html,Washington Wizards,Dallas Mavericks,WAS,DAL,A. Blatche,E. Dampier,E. Dampier,DAL,WAS,J. Kidd,/players/k/kiddja01.html,DAL,WAS,E. Dampier,/players/d/dampier01.html,A. Blatche,/players/b/blatcan01.html,1
200812210OKC,https://www.basketball-reference.com/boxscores/pbp/200812210OKC.html,Oklahoma City Thunder,Cleveland Cavaliers,OKC,CLE,J. Green,Z. Ilgauskas,B. Wallace,CLE,OKC,B. Wallace,/players/w/wallabe01.html,CLE,OKC,Z. Ilgauskas,/players/i/ilgauzy01.html,J. Green,/players/g/greenje02.html,1
200812220ORL,https://www.basketball-reference.com/boxscores/pbp/200812220ORL.html,Orlando Magic,Golden State Warriors,ORL,GSW,D. Howard,A. Biedriņš,H. Türkoğlu,ORL,GSW,J. Nelson,/players/n/nelsoja01.html,ORL,GSW,D. Howard,/players/h/howardw01.html,A. Biedriņš,/players/b/biedran01.html,1
200812220NJN,https://www.basketball-reference.com/boxscores/pbp/200812220NJN.html,New Jersey Nets,Houston Rockets,NJN,HOU,B. Lopez,Y. Ming,Y. Ming,NJN,HOU,D. Harris,/players/h/harride01.html,HOU,NJN,B. Lopez,/players/l/lopezbr01.html,Y. Ming,/players/m/mingya01.html,0
200812220MEM,https://www.basketball-reference.com/boxscores/pbp/200812220MEM.html,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,,,,,,,,,,,,
200812220SAS,https://www.basketball-reference.com/boxscores/pbp/200812220SAS.html,San Antonio Spurs,Sacramento Kings,SAS,SAC,T. Duncan,B. Miller,J. Salmons,SAS,SAC,T. Parker,/players/p/parketo01.html,SAC,SAS,T. Duncan,/players/d/duncati01.html,B. Miller,/players/m/millebr01.html,0
200812220DEN,https://www.basketball-reference.com/boxscores/pbp/200812220DEN.html,Denver Nuggets,Portland Trail Blazers,DEN,POR,N. Hilário,G. Oden,J. Smith,DEN,POR,J. Smith,/players/s/smithjr01.html,DEN,POR,N. Hilário,/players/h/hilarne01.html,G. Oden,/players/o/odengr01.html,1
200812220LAC,https://www.basketball-reference.com/boxscores/pbp/200812220LAC.html,Los Angeles Clippers,Toronto Raptors,LAC,TOR,,,,,,,,,,,,
200812230ATL,https://www.basketball-reference.com/boxscores/pbp/200812230ATL.html,Atlanta Hawks,Oklahoma City Thunder,ATL,OKC,J. Smith,J. Green,M. Williams,ATL,OKC,J. Johnson,/players/j/johnsjo02.html,ATL,OKC,J. Smith,/players/s/smithjo03.html,J. Green,/players/g/greenje02.html,1
200812230CHA,https://www.basketball-reference.com/boxscores/pbp/200812230CHA.html,Charlotte Bobcats,Washington Wizards,CHA,WAS,E. Okafor,A. Blatche,R. Felton,CHA,WAS,R. Felton,/players/f/feltora01.html,CHA,WAS,E. Okafor,/players/o/okafoem01.html,A. Blatche,/players/b/blatcan01.html,1
200812230CLE,https://www.basketball-reference.com/boxscores/pbp/200812230CLE.html,Cleveland Cavaliers,Houston Rockets,CLE,HOU,B. Wallace,Y. Ming,L. James,CLE,HOU,L. James,/players/j/jamesle01.html,CLE,HOU,B. Wallace,/players/w/wallabe01.html,Y. Ming,/players/m/mingya01.html,1
200812230IND,https://www.basketball-reference.com/boxscores/pbp/200812230IND.html,Indiana Pacers,New Jersey Nets,IND,NJN,R. Hibbert,B. Lopez,B. Lopez,NJN,IND,B. Lopez,/players/l/lopezbr01.html,NJN,IND,B. Lopez,/players/l/lopezbr01.html,R. Hibbert,/players/h/hibbero01.html,1
200812230BOS,https://www.basketball-reference.com/boxscores/pbp/200812230BOS.html,Boston Celtics,Philadelphia 76ers,BOS,PHI,K. Perkins,S. Dalembert,A. Iguodala,PHI,BOS,K. Rush,/players/r/rushka01.html,PHI,BOS,S. Dalembert,/players/d/dalemsa01.html,K. Perkins,/players/p/perkike01.html,1
200812230MIA,https://www.basketball-reference.com/boxscores/pbp/200812230MIA.html,Miami Heat,Golden State Warriors,MIA,GSW,J. Anthony,A. Biedriņš,B. Wright,MIA,GSW,U. Haslem,/players/h/hasleud01.html,GSW,MIA,J. Anthony,/players/a/anthojo01.html,A. Biedriņš,/players/b/biedran01.html,0
200812230DET,https://www.basketball-reference.com/boxscores/pbp/200812230DET.html,Detroit Pistons,Chicago Bulls,DET,CHI,R. Wallace,J. Noah,R. Wallace,CHI,DET,L. Deng,/players/d/denglu01.html,DET,CHI,J. Noah,/players/n/noahjo01.html,R. Wallace,/players/w/wallara01.html,0
200812230MIL,https://www.basketball-reference.com/boxscores/pbp/200812230MIL.html,Milwaukee Bucks,Utah Jazz,MIL,UTA,A. Bogut,K. Fesenko,A. Bogut,MIL,UTA,L. Ridnour,/players/r/ridnolu01.html,MIL,UTA,A. Bogut,/players/b/bogutan01.html,K. Fesenko,/players/f/fesenky01.html,1
200812230NOH,https://www.basketball-reference.com/boxscores/pbp/200812230NOH.html,New Orleans Hornets,Los Angeles Lakers,NOH,LAL,,,,,,,,,,,,
200812230DAL,https://www.basketball-reference.com/boxscores/pbp/200812230DAL.html,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,E. Dampier,D. Miličić,K. Lowry,DAL,MEM,D. Nowitzki,/players/n/nowitdi01.html,MEM,DAL,E. Dampier,/players/d/dampier01.html,D. Miličić,/players/m/milicda01.html,0
200812230SAS,https://www.basketball-reference.com/boxscores/pbp/200812230SAS.html,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN,T. Duncan,A. Jefferson,R. Mason,SAS,MIN,T. Parker,/players/p/parketo01.html,SAS,MIN,T. Duncan,/players/d/duncati01.html,A. Jefferson,/players/j/jeffeal01.html,1
200812230POR,https://www.basketball-reference.com/boxscores/pbp/200812230POR.html,Portland Trail Blazers,Denver Nuggets,POR,DEN,G. Oden,N. Hilário,L. Aldridge,POR,DEN,G. Oden,/players/o/odengr01.html,POR,DEN,G. Oden,/players/o/odengr01.html,N. Hilário,/players/h/hilarne01.html,1
200812250ORL,https://www.basketball-reference.com/boxscores/pbp/200812250ORL.html,Orlando Magic,New Orleans Hornets,ORL,NOH,D. Howard,T. Chandler,H. Türkoğlu,ORL,NOH,J. Nelson,/players/n/nelsoja01.html,ORL,NOH,D. Howard,/players/h/howardw01.html,T. Chandler,/players/c/chandty01.html,1
