Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
200903160MEM,https://www.basketball-reference.com/boxscores/pbp/200903160MEM.html,Memphis Grizzlies,Portland Trail Blazers,MEM,POR,M. Gasol,J. Przybilla,L. Aldridge,POR,MEM,L. Aldridge,/players/a/aldrila01.html,POR,MEM,J. Przybilla,/players/p/przybjo01.html,M. Gasol,/players/g/gasolma01.html,1
200903160NOH,https://www.basketball-reference.com/boxscores/pbp/200903160NOH.html,New Orleans Hornets,Houston Rockets,NOH,HOU,T. Chandler,D. Mutombo,L. Scola,HOU,NOH,L. Scola,/players/s/scolalu01.html,HOU,NOH,D. Mutombo,/players/m/mutomdi01.html,T. Chandler,/players/c/chandty01.html,1
200903160OKC,https://www.basketball-reference.com/boxscores/pbp/200903160OKC.html,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,J. Green,T. Duncan,T. Duncan,SAS,OKC,T. Parker,/players/p/parketo01.html,SAS,OKC,T. Duncan,/players/d/duncati01.html,J. Green,/players/g/greenje02.html,1
200903160DEN,https://www.basketball-reference.com/boxscores/pbp/200903160DEN.html,Denver Nuggets,New Jersey Nets,DEN,NJN,N. Hilário,B. Lopez,D. Jones,DEN,NJN,C. Billups,/players/b/billuch01.html,DEN,NJN,N. Hilário,/players/h/hilarne01.html,B. Lopez,/players/l/lopezbr01.html,1
200903170ATL,https://www.basketball-reference.com/boxscores/pbp/200903170ATL.html,Atlanta Hawks,Sacramento Kings,ATL,SAC,J. Smith,S. Hawes,J. Thompson,SAC,ATL,K. Martin,/players/m/martike02.html,SAC,ATL,S. Hawes,/players/h/hawessp01.html,J. Smith,/players/s/smithjo03.html,1
200903170CLE,https://www.basketball-reference.com/boxscores/pbp/200903170CLE.html,Cleveland Cavaliers,Orlando Magic,CLE,ORL,Z. Ilgauskas,D. Howard,Z. Ilgauskas,CLE,ORL,M. Williams,/players/w/willima01.html,CLE,ORL,Z. Ilgauskas,/players/i/ilgauzy01.html,D. Howard,/players/h/howardw01.html,1
200903170CHI,https://www.basketball-reference.com/boxscores/pbp/200903170CHI.html,Chicago Bulls,Boston Celtics,CHI,BOS,J. Noah,P. Pierce,K. Perkins,BOS,CHI,L. Powe,/players/p/powele01.html,BOS,CHI,P. Pierce,/players/p/piercpa01.html,J. Noah,/players/n/noahjo01.html,1
200903170DAL,https://www.basketball-reference.com/boxscores/pbp/200903170DAL.html,Dallas Mavericks,Detroit Pistons,DAL,DET,E. Dampier,J. Maxiell,E. Dampier,DET,DAL,A. McDyess,/players/m/mcdyean01.html,DAL,DET,J. Maxiell,/players/m/maxieja01.html,E. Dampier,/players/d/dampier01.html,0
200903170SAS,https://www.basketball-reference.com/boxscores/pbp/200903170SAS.html,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN,K. Thomas,J. Collins,M. Finley,SAS,MIN,M. Bonner,/players/b/bonnema01.html,SAS,MIN,K. Thomas,/players/t/thomaku01.html,J. Collins,/players/c/collija04.html,1
200903170UTA,https://www.basketball-reference.com/boxscores/pbp/200903170UTA.html,Utah Jazz,Washington Wizards,UTA,WAS,M. Okur,A. Blatche,D. Songaila,UTA,WAS,C. Miles,/players/m/milescj01.html,WAS,UTA,M. Okur,/players/o/okurme01.html,A. Blatche,/players/b/blatcan01.html,0
200903170GSW,https://www.basketball-reference.com/boxscores/pbp/200903170GSW.html,Golden State Warriors,Los Angeles Clippers,GSW,LAC,B. Wright,M. Camby,B. Davis,LAC,GSW,E. Gordon,/players/g/gordoer01.html,LAC,GSW,M. Camby,/players/c/cambyma01.html,B. Wright,/players/w/wrighbr03.html,1
200903170LAL,https://www.basketball-reference.com/boxscores/pbp/200903170LAL.html,Los Angeles Lakers,Philadelphia 76ers,LAL,PHI,,,,,,,,,,,,
200903180BOS,https://www.basketball-reference.com/boxscores/pbp/200903180BOS.html,Boston Celtics,Miami Heat,BOS,MIA,K. Perkins,J. O'Neal,P. Pierce,BOS,MIA,G. Davis,/players/d/davisgl01.html,BOS,MIA,K. Perkins,/players/p/perkike01.html,J. O'Neal,/players/o/onealje01.html,1
200903180CHA,https://www.basketball-reference.com/boxscores/pbp/200903180CHA.html,Charlotte Bobcats,Sacramento Kings,CHA,SAC,E. Okafor,S. Hawes,G. Wallace,CHA,SAC,R. Felton,/players/f/feltora01.html,CHA,SAC,E. Okafor,/players/o/okafoem01.html,S. Hawes,/players/h/hawessp01.html,1
200903180IND,https://www.basketball-reference.com/boxscores/pbp/200903180IND.html,Indiana Pacers,Portland Trail Blazers,IND,POR,R. Hibbert,J. Przybilla,D. Granger,POR,IND,N. Batum,/players/b/batumni01.html,IND,POR,J. Przybilla,/players/p/przybjo01.html,R. Hibbert,/players/h/hibbero01.html,0
200903180NYK,https://www.basketball-reference.com/boxscores/pbp/200903180NYK.html,New York Knicks,New Jersey Nets,NYK,NJN,D. Lee,B. Lopez,W. Chandler,NJN,NYK,K. Dooling,/players/d/doolike01.html,NYK,NJN,B. Lopez,/players/l/lopezbr01.html,D. Lee,/players/l/leeda02.html,0
200903180MEM,https://www.basketball-reference.com/boxscores/pbp/200903180MEM.html,Memphis Grizzlies,Denver Nuggets,MEM,DEN,M. Gasol,N. Hilário,D. Jones,DEN,MEM,C. Billups,/players/b/billuch01.html,DEN,MEM,N. Hilário,/players/h/hilarne01.html,M. Gasol,/players/g/gasolma01.html,1
200903180MIL,https://www.basketball-reference.com/boxscores/pbp/200903180MIL.html,Milwaukee Bucks,Orlando Magic,MIL,ORL,F. Elson,D. Howard,C. Lee,ORL,MIL,R. Alston,/players/a/alstora01.html,ORL,MIL,D. Howard,/players/h/howardw01.html,F. Elson,/players/e/elsonfr01.html,1
200903180NOH,https://www.basketball-reference.com/boxscores/pbp/200903180NOH.html,New Orleans Hornets,Minnesota Timberwolves,NOH,MIN,H. Armstrong,J. Collins,J. Wright,MIN,NOH,R. Gomes,/players/g/gomesry01.html,NOH,MIN,J. Collins,/players/c/collija04.html,H. Armstrong,/players/a/armsthi01.html,0
200903180OKC,https://www.basketball-reference.com/boxscores/pbp/200903180OKC.html,Oklahoma City Thunder,Chicago Bulls,OKC,CHI,J. Green,J. Noah,J. Salmons,OKC,CHI,N. Krstić,/players/k/krstine01.html,CHI,OKC,J. Green,/players/g/greenje02.html,J. Noah,/players/n/noahjo01.html,0
200903180HOU,https://www.basketball-reference.com/boxscores/pbp/200903180HOU.html,Houston Rockets,Detroit Pistons,HOU,DET,Y. Ming,K. Brown,L. Scola,DET,HOU,R. Stuckey,/players/s/stuckro01.html,HOU,DET,K. Brown,/players/b/brownkw01.html,Y. Ming,/players/m/mingya01.html,0
200903180PHO,https://www.basketball-reference.com/boxscores/pbp/200903180PHO.html,Phoenix Suns,Philadelphia 76ers,PHO,PHI,S. O'Neal,S. Dalembert,S. O'Neal,PHO,PHI,S. Nash,/players/n/nashst01.html,PHO,PHI,S. O'Neal,/players/o/onealsh01.html,S. Dalembert,/players/d/dalemsa01.html,1
200903180LAC,https://www.basketball-reference.com/boxscores/pbp/200903180LAC.html,Los Angeles Clippers,Washington Wizards,LAC,WAS,D. Jordan,A. Blatche,D. McGuire,LAC,WAS,A. Thornton,/players/t/thornal01.html,WAS,LAC,D. Jordan,/players/j/jordade01.html,A. Blatche,/players/b/blatcan01.html,0
200903190ATL,https://www.basketball-reference.com/boxscores/pbp/200903190ATL.html,Atlanta Hawks,Dallas Mavericks,ATL,DAL,J. Smith,R. Hollins,J. Smith,ATL,DAL,J. Johnson,/players/j/johnsjo02.html,ATL,DAL,J. Smith,/players/s/smithjo03.html,R. Hollins,/players/h/holliry01.html,1
200903190CLE,https://www.basketball-reference.com/boxscores/pbp/200903190CLE.html,Cleveland Cavaliers,Portland Trail Blazers,CLE,POR,Z. Ilgauskas,J. Przybilla,D. West,POR,CLE,S. Blake,/players/b/blakest01.html,CLE,POR,J. Przybilla,/players/p/przybjo01.html,Z. Ilgauskas,/players/i/ilgauzy01.html,0
200903190LAL,https://www.basketball-reference.com/boxscores/pbp/200903190LAL.html,Los Angeles Lakers,Golden State Warriors,LAL,GSW,P. Gasol,B. Wright,S. Jackson,LAL,GSW,D. Fisher,/players/f/fishede01.html,GSW,LAL,P. Gasol,/players/g/gasolpa01.html,B. Wright,/players/w/wrighbr03.html,0
200903200IND,https://www.basketball-reference.com/boxscores/pbp/200903200IND.html,Indiana Pacers,Dallas Mavericks,IND,DAL,R. Hibbert,R. Hollins,D. Granger,IND,DAL,T. Ford,/players/f/fordtj01.html,IND,DAL,R. Hibbert,/players/h/hibbero01.html,R. Hollins,/players/h/holliry01.html,1
200903200TOR,https://www.basketball-reference.com/boxscores/pbp/200903200TOR.html,Toronto Raptors,Charlotte Bobcats,TOR,CHA,C. Bosh,E. Okafor,G. Wallace,CHA,TOR,B. Diaw,/players/d/diawbo01.html,CHA,TOR,E. Okafor,/players/o/okafoem01.html,C. Bosh,/players/b/boshch01.html,1
200903200NJN,https://www.basketball-reference.com/boxscores/pbp/200903200NJN.html,New Jersey Nets,Miami Heat,NJN,MIA,B. Lopez,J. O'Neal,T. Hassell,MIA,NJN,M. Chalmers,/players/c/chalmma01.html,NJN,MIA,J. O'Neal,/players/o/onealje01.html,B. Lopez,/players/l/lopezbr01.html,0
200903200NYK,https://www.basketball-reference.com/boxscores/pbp/200903200NYK.html,New York Knicks,Sacramento Kings,NYK,SAC,D. Lee,S. Hawes,S. Hawes,SAC,NYK,J. Thompson,/players/t/thompja02.html,SAC,NYK,S. Hawes,/players/h/hawessp01.html,D. Lee,/players/l/leeda02.html,1
200903200DET,https://www.basketball-reference.com/boxscores/pbp/200903200DET.html,Detroit Pistons,Los Angeles Clippers,DET,LAC,K. Brown,C. Kaman,A. McDyess,DET,LAC,A. McDyess,/players/m/mcdyean01.html,DET,LAC,K. Brown,/players/b/brownkw01.html,C. Kaman,/players/k/kamanch01.html,1
200903200NOH,https://www.basketball-reference.com/boxscores/pbp/200903200NOH.html,New Orleans Hornets,Memphis Grizzlies,NOH,MEM,H. Armstrong,M. Gasol,R. Gay,MEM,NOH,R. Gay,/players/g/gayru01.html,MEM,NOH,M. Gasol,/players/g/gasolma01.html,H. Armstrong,/players/a/armsthi01.html,1
200903200OKC,https://www.basketball-reference.com/boxscores/pbp/200903200OKC.html,Oklahoma City Thunder,Utah Jazz,OKC,UTA,J. Green,M. Okur,N. Krstić,OKC,UTA,R. Westbrook,/players/w/westbru01.html,OKC,UTA,J. Green,/players/g/greenje02.html,M. Okur,/players/o/okurme01.html,1
200903200HOU,https://www.basketball-reference.com/boxscores/pbp/200903200HOU.html,Houston Rockets,Minnesota Timberwolves,HOU,MIN,Y. Ming,J. Collins,K. Love,MIN,HOU,S. Telfair,/players/t/telfase01.html,MIN,HOU,J. Collins,/players/c/collija04.html,Y. Ming,/players/m/mingya01.html,1
200903200SAS,https://www.basketball-reference.com/boxscores/pbp/200903200SAS.html,San Antonio Spurs,Boston Celtics,SAS,BOS,T. Duncan,K. Perkins,T. Parker,BOS,SAS,R. Rondo,/players/r/rondora01.html,SAS,BOS,K. Perkins,/players/p/perkike01.html,T. Duncan,/players/d/duncati01.html,0
200903200DEN,https://www.basketball-reference.com/boxscores/pbp/200903200DEN.html,Denver Nuggets,Washington Wizards,DEN,WAS,N. Hilário,A. Blatche,J. Smith,DEN,WAS,C. Anthony,/players/a/anthoca01.html,DEN,WAS,N. Hilário,/players/h/hilarne01.html,A. Blatche,/players/b/blatcan01.html,1
200903200GSW,https://www.basketball-reference.com/boxscores/pbp/200903200GSW.html,Golden State Warriors,Philadelphia 76ers,GSW,PHI,B. Wright,S. Dalembert,T. Young,PHI,GSW,A. Miller,/players/m/millean02.html,PHI,GSW,S. Dalembert,/players/d/dalemsa01.html,B. Wright,/players/w/wrighbr03.html,1
200903210CLE,https://www.basketball-reference.com/boxscores/pbp/200903210CLE.html,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,Z. Ilgauskas,J. Smith,Z. Ilgauskas,CLE,ATL,A. Varejão,/players/v/varejan01.html,CLE,ATL,Z. Ilgauskas,/players/i/ilgauzy01.html,J. Smith,/players/s/smithjo03.html,1
200903210CHA,https://www.basketball-reference.com/boxscores/pbp/200903210CHA.html,Charlotte Bobcats,Indiana Pacers,CHA,IND,,,,,,,,,,,,
200903210ORL,https://www.basketball-reference.com/boxscores/pbp/200903210ORL.html,Orlando Magic,New York Knicks,ORL,NYK,D. Howard,W. Chandler,D. Howard,ORL,NYK,H. Türkoğlu,/players/t/turkohe01.html,ORL,NYK,D. Howard,/players/h/howardw01.html,W. Chandler,/players/c/chandwi01.html,1
200903210MEM,https://www.basketball-reference.com/boxscores/pbp/200903210MEM.html,Memphis Grizzlies,Boston Celtics,MEM,BOS,M. Gasol,K. Perkins,R. Allen,MEM,BOS,D. Arthur,/players/a/arthuda01.html,BOS,MEM,M. Gasol,/players/g/gasolma01.html,K. Perkins,/players/p/perkike01.html,0
200903210CHI,https://www.basketball-reference.com/boxscores/pbp/200903210CHI.html,Chicago Bulls,Los Angeles Lakers,CHI,LAL,J. Noah,P. Gasol,T. Ariza,CHI,LAL,D. Rose,/players/r/rosede01.html,LAL,CHI,J. Noah,/players/n/noahjo01.html,P. Gasol,/players/g/gasolpa01.html,0
200903210MIL,https://www.basketball-reference.com/boxscores/pbp/200903210MIL.html,Milwaukee Bucks,Portland Trail Blazers,MIL,POR,F. Elson,J. Przybilla,F. Elson,MIL,POR,C. Villanueva,/players/v/villach01.html,MIL,POR,F. Elson,/players/e/elsonfr01.html,J. Przybilla,/players/p/przybjo01.html,1
200903210PHO,https://www.basketball-reference.com/boxscores/pbp/200903210PHO.html,Phoenix Suns,Washington Wizards,PHO,WAS,S. O'Neal,A. Blatche,S. O'Neal,PHO,WAS,M. Barnes,/players/b/barnema02.html,PHO,WAS,S. O'Neal,/players/o/onealsh01.html,A. Blatche,/players/b/blatcan01.html,1
200903220DET,https://www.basketball-reference.com/boxscores/pbp/200903220DET.html,Detroit Pistons,Miami Heat,DET,MIA,K. Brown,J. O'Neal,A. McDyess,DET,MIA,R. Stuckey,/players/s/stuckro01.html,DET,MIA,K. Brown,/players/b/brownkw01.html,J. O'Neal,/players/o/onealje01.html,1
200903220MIN,https://www.basketball-reference.com/boxscores/pbp/200903220MIN.html,Minnesota Timberwolves,Oklahoma City Thunder,MIN,OKC,K. Love,J. Green,M. Miller,OKC,MIN,K. Durant,/players/d/duranke01.html,MIN,OKC,J. Green,/players/g/greenje02.html,K. Love,/players/l/loveke01.html,0
200903220SAS,https://www.basketball-reference.com/boxscores/pbp/200903220SAS.html,San Antonio Spurs,Houston Rockets,SAS,HOU,T. Duncan,Y. Ming,Y. Ming,HOU,SAS,L. Scola,/players/s/scolalu01.html,HOU,SAS,Y. Ming,/players/m/mingya01.html,T. Duncan,/players/d/duncati01.html,1
200903220TOR,https://www.basketball-reference.com/boxscores/pbp/200903220TOR.html,Toronto Raptors,Los Angeles Clippers,TOR,LAC,C. Bosh,M. Camby,Z. Randolph,TOR,LAC,J. Voskuhl,/players/v/voskuja01.html,LAC,TOR,C. Bosh,/players/b/boshch01.html,M. Camby,/players/c/cambyma01.html,0
200903220NJN,https://www.basketball-reference.com/boxscores/pbp/200903220NJN.html,New Jersey Nets,Cleveland Cavaliers,NJN,CLE,B. Lopez,Z. Ilgauskas,Z. Ilgauskas,CLE,NJN,L. James,/players/j/jamesle01.html,CLE,NJN,Z. Ilgauskas,/players/i/ilgauzy01.html,B. Lopez,/players/l/lopezbr01.html,1
200903220NOH,https://www.basketball-reference.com/boxscores/pbp/200903220NOH.html,New Orleans Hornets,Golden State Warriors,NOH,GSW,H. Armstrong,B. Wright,M. Ellis,GSW,NOH,R. Turiaf,/players/t/turiaro01.html,GSW,NOH,B. Wright,/players/w/wrighbr03.html,H. Armstrong,/players/a/armsthi01.html,1
200903220SAC,https://www.basketball-reference.com/boxscores/pbp/200903220SAC.html,Sacramento Kings,Philadelphia 76ers,SAC,PHI,S. Hawes,S. Dalembert,B. Udrih,PHI,SAC,A. Iguodala,/players/i/iguodan01.html,SAC,PHI,S. Dalembert,/players/d/dalemsa01.html,S. Hawes,/players/h/hawessp01.html,0
200903230ATL,https://www.basketball-reference.com/boxscores/pbp/200903230ATL.html,Atlanta Hawks,Minnesota Timberwolves,ATL,MIN,J. Smith,K. Love,M. Evans,ATL,MIN,J. Johnson,/players/j/johnsjo02.html,ATL,MIN,J. Smith,/players/s/smithjo03.html,K. Love,/players/l/loveke01.html,1
200903230WAS,https://www.basketball-reference.com/boxscores/pbp/200903230WAS.html,Washington Wizards,Chicago Bulls,WAS,CHI,A. Blatche,J. Noah,J. Salmons,WAS,CHI,M. James,/players/j/jamesmi01.html,CHI,WAS,A. Blatche,/players/b/blatcan01.html,J. Noah,/players/n/noahjo01.html,0
200903230BOS,https://www.basketball-reference.com/boxscores/pbp/200903230BOS.html,Boston Celtics,Los Angeles Clippers,BOS,LAC,K. Perkins,M. Camby,M. Camby,LAC,BOS,M. Collins,/players/c/collima01.html,LAC,BOS,M. Camby,/players/c/cambyma01.html,K. Perkins,/players/p/perkike01.html,1
200903230MIA,https://www.basketball-reference.com/boxscores/pbp/200903230MIA.html,Miami Heat,Memphis Grizzlies,MIA,MEM,J. Magloire,M. Gasol,D. Wade,MIA,MEM,U. Haslem,/players/h/hasleud01.html,MIA,MEM,J. Magloire,/players/m/magloja01.html,M. Gasol,/players/g/gasolma01.html,1
200903230NYK,https://www.basketball-reference.com/boxscores/pbp/200903230NYK.html,New York Knicks,Orlando Magic,NYK,ORL,D. Lee,D. Howard,D. Howard,ORL,NYK,R. Alston,/players/a/alstora01.html,ORL,NYK,D. Howard,/players/h/howardw01.html,D. Lee,/players/l/leeda02.html,1
200903230PHO,https://www.basketball-reference.com/boxscores/pbp/200903230PHO.html,Phoenix Suns,Denver Nuggets,PHO,DEN,S. O'Neal,N. Hilário,S. O'Neal,PHO,DEN,M. Barnes,/players/b/barnema02.html,PHO,DEN,S. O'Neal,/players/o/onealsh01.html,N. Hilário,/players/h/hilarne01.html,1
200903230POR,https://www.basketball-reference.com/boxscores/pbp/200903230POR.html,Portland Trail Blazers,Philadelphia 76ers,POR,PHI,J. Przybilla,S. Dalembert,T. Young,POR,PHI,B. Roy,/players/r/roybr01.html,PHI,POR,J. Przybilla,/players/p/przybjo01.html,S. Dalembert,/players/d/dalemsa01.html,0
200903240CHI,https://www.basketball-reference.com/boxscores/pbp/200903240CHI.html,Chicago Bulls,Detroit Pistons,CHI,DET,J. Noah,K. Brown,J. Noah,CHI,DET,T. Thomas,/players/t/thomaty01.html,CHI,DET,J. Noah,/players/n/noahjo01.html,K. Brown,/players/b/brownkw01.html,1
200903240OKC,https://www.basketball-reference.com/boxscores/pbp/200903240OKC.html,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,J. Green,P. Gasol,P. Gasol,LAL,OKC,T. Ariza,/players/a/arizatr01.html,LAL,OKC,P. Gasol,/players/g/gasolpa01.html,J. Green,/players/g/greenje02.html,1
200903240SAS,https://www.basketball-reference.com/boxscores/pbp/200903240SAS.html,San Antonio Spurs,Golden State Warriors,SAS,GSW,T. Duncan,B. Wright,T. Parker,SAS,GSW,M. Finley,/players/f/finlemi01.html,SAS,GSW,T. Duncan,/players/d/duncati01.html,B. Wright,/players/w/wrighbr03.html,1
200903240UTA,https://www.basketball-reference.com/boxscores/pbp/200903240UTA.html,Utah Jazz,Houston Rockets,UTA,HOU,M. Okur,Y. Ming,S. Battier,HOU,UTA,L. Scola,/players/s/scolalu01.html,HOU,UTA,Y. Ming,/players/m/mingya01.html,M. Okur,/players/o/okurme01.html,1
200903250ATL,https://www.basketball-reference.com/boxscores/pbp/200903250ATL.html,Atlanta Hawks,San Antonio Spurs,ATL,SAS,J. Smith,D. Gooden,R. Mason,SAS,ATL,T. Parker,/players/p/parketo01.html,SAS,ATL,D. Gooden,/players/g/goodedr01.html,J. Smith,/players/s/smithjo03.html,1
200903250CLE,https://www.basketball-reference.com/boxscores/pbp/200903250CLE.html,Cleveland Cavaliers,New Jersey Nets,CLE,NJN,Z. Ilgauskas,B. Lopez,T. Hassell,NJN,CLE,Y. Jianlian,/players/j/jianlyi01.html,NJN,CLE,B. Lopez,/players/l/lopezbr01.html,Z. Ilgauskas,/players/i/ilgauzy01.html,1
200903250IND,https://www.basketball-reference.com/boxscores/pbp/200903250IND.html,Indiana Pacers,Miami Heat,IND,MIA,J. Foster,J. O'Neal,J. O'Neal,MIA,IND,M. Chalmers,/players/c/chalmma01.html,MIA,IND,J. O'Neal,/players/o/onealje01.html,J. Foster,/players/f/fosteje01.html,1
200903250PHI,https://www.basketball-reference.com/boxscores/pbp/200903250PHI.html,Philadelphia 76ers,Minnesota Timberwolves,PHI,MIN,S. Dalembert,C. Smith,T. Young,MIN,PHI,K. Ollie,/players/o/ollieke01.html,PHI,MIN,C. Smith,/players/s/smithcr01.html,S. Dalembert,/players/d/dalemsa01.html,0
200903250TOR,https://www.basketball-reference.com/boxscores/pbp/200903250TOR.html,Toronto Raptors,Milwaukee Bucks,TOR,MIL,C. Bosh,F. Elson,R. Sessions,MIL,TOR,R. Sessions,/players/s/sessira01.html,MIL,TOR,F. Elson,/players/e/elsonfr01.html,C. Bosh,/players/b/boshch01.html,1
200903250WAS,https://www.basketball-reference.com/boxscores/pbp/200903250WAS.html,Washington Wizards,Charlotte Bobcats,WAS,CHA,A. Blatche,E. Okafor,A. Jamison,WAS,CHA,D. McGuire,/players/m/mcguido01.html,WAS,CHA,A. Blatche,/players/b/blatcan01.html,E. Okafor,/players/o/okafoem01.html,1
200903250NYK,https://www.basketball-reference.com/boxscores/pbp/200903250NYK.html,New York Knicks,Los Angeles Clippers,NYK,LAC,D. Lee,M. Camby,D. Lee,NYK,LAC,Z. Randolph,/players/r/randoza01.html,NYK,LAC,D. Lee,/players/l/leeda02.html,M. Camby,/players/c/cambyma01.html,1
200903250NOH,https://www.basketball-reference.com/boxscores/pbp/200903250NOH.html,New Orleans Hornets,Denver Nuggets,NOH,DEN,H. Armstrong,J. Petro,C. Anthony,DEN,NOH,K. Martin,/players/m/martike01.html,DEN,NOH,J. Petro,/players/p/petrojo01.html,H. Armstrong,/players/a/armsthi01.html,1
200903250ORL,https://www.basketball-reference.com/boxscores/pbp/200903250ORL.html,Orlando Magic,Boston Celtics,ORL,BOS,D. Howard,K. Perkins,R. Alston,ORL,BOS,R. Lewis,/players/l/lewisra02.html,ORL,BOS,D. Howard,/players/h/howardw01.html,K. Perkins,/players/p/perkike01.html,1
200903250DAL,https://www.basketball-reference.com/boxscores/pbp/200903250DAL.html,Dallas Mavericks,Golden State Warriors,DAL,GSW,E. Dampier,A. Randolph,A. Wright,DAL,GSW,J. Kidd,/players/k/kiddja01.html,DAL,GSW,E. Dampier,/players/d/dampier01.html,A. Randolph,/players/r/randoan01.html,1
200903250PHO,https://www.basketball-reference.com/boxscores/pbp/200903250PHO.html,Phoenix Suns,Utah Jazz,PHO,UTA,S. O'Neal,M. Okur,G. Hill,PHO,UTA,G. Hill,/players/h/hillgr01.html,PHO,UTA,S. O'Neal,/players/o/onealsh01.html,M. Okur,/players/o/okurme01.html,1
200903260DET,https://www.basketball-reference.com/boxscores/pbp/200903260DET.html,Detroit Pistons,Los Angeles Lakers,DET,LAL,K. Brown,P. Gasol,K. Bryant,DET,LAL,A. Afflalo,/players/a/afflaar01.html,LAL,DET,K. Brown,/players/b/brownkw01.html,P. Gasol,/players/g/gasolpa01.html,0
200903260CHI,https://www.basketball-reference.com/boxscores/pbp/200903260CHI.html,Chicago Bulls,Miami Heat,CHI,MIA,J. Noah,J. O'Neal,U. Haslem,MIA,CHI,U. Haslem,/players/h/hasleud01.html,MIA,CHI,J. O'Neal,/players/o/onealje01.html,J. Noah,/players/n/noahjo01.html,1
200903260POR,https://www.basketball-reference.com/boxscores/pbp/200903260POR.html,Portland Trail Blazers,Phoenix Suns,POR,PHO,J. Przybilla,S. O'Neal,L. Aldridge,PHO,POR,S. Nash,/players/n/nashst01.html,POR,PHO,S. O'Neal,/players/o/onealsh01.html,J. Przybilla,/players/p/przybjo01.html,0
200903270ORL,https://www.basketball-reference.com/boxscores/pbp/200903270ORL.html,Orlando Magic,Milwaukee Bucks,ORL,MIL,D. Howard,D. Gadzuric,C. Lee,MIL,ORL,C. Villanueva,/players/v/villach01.html,ORL,MIL,D. Gadzuric,/players/g/gadzuda01.html,D. Howard,/players/h/howardw01.html,0
200903270PHI,https://www.basketball-reference.com/boxscores/pbp/200903270PHI.html,Philadelphia 76ers,Charlotte Bobcats,PHI,CHA,S. Dalembert,E. Okafor,R. Bell,CHA,PHI,R. Bell,/players/b/bellra01.html,CHA,PHI,E. Okafor,/players/o/okafoem01.html,S. Dalembert,/players/d/dalemsa01.html,1
200903270TOR,https://www.basketball-reference.com/boxscores/pbp/200903270TOR.html,Toronto Raptors,Oklahoma City Thunder,TOR,OKC,C. Bosh,J. Green,R. Westbrook,OKC,TOR,N. Krstić,/players/k/krstine01.html,OKC,TOR,J. Green,/players/g/greenje02.html,C. Bosh,/players/b/boshch01.html,1
200903270ATL,https://www.basketball-reference.com/boxscores/pbp/200903270ATL.html,Atlanta Hawks,Boston Celtics,ATL,BOS,J. Smith,K. Perkins,Z. Pachulia,ATL,BOS,Z. Pachulia,/players/p/pachuza01.html,ATL,BOS,J. Smith,/players/s/smithjo03.html,K. Perkins,/players/p/perkike01.html,1
200903270CLE,https://www.basketball-reference.com/boxscores/pbp/200903270CLE.html,Cleveland Cavaliers,Minnesota Timberwolves,CLE,MIN,Z. Ilgauskas,J. Collins,R. Carney,MIN,CLE,K. Ollie,/players/o/ollieke01.html,MIN,CLE,J. Collins,/players/c/collija04.html,Z. Ilgauskas,/players/i/ilgauzy01.html,1
200903270NJN,https://www.basketball-reference.com/boxscores/pbp/200903270NJN.html,New Jersey Nets,Los Angeles Lakers,NJN,LAL,B. Lopez,P. Gasol,D. Harris,NJN,LAL,D. Harris,/players/h/harride01.html,NJN,LAL,B. Lopez,/players/l/lopezbr01.html,P. Gasol,/players/g/gasolpa01.html,1
200903270NYK,https://www.basketball-reference.com/boxscores/pbp/200903270NYK.html,New York Knicks,New Orleans Hornets,NYK,NOH,D. Lee,H. Armstrong,R. Butler,NOH,NYK,C. Paul,/players/p/paulch01.html,NOH,NYK,H. Armstrong,/players/a/armsthi01.html,D. Lee,/players/l/leeda02.html,1
200903270DAL,https://www.basketball-reference.com/boxscores/pbp/200903270DAL.html,Dallas Mavericks,Denver Nuggets,DAL,DEN,E. Dampier,J. Petro,C. Anthony,DAL,DEN,J. Terry,/players/t/terryja01.html,DEN,DAL,E. Dampier,/players/d/dampier01.html,J. Petro,/players/p/petrojo01.html,0
200903270SAS,https://www.basketball-reference.com/boxscores/pbp/200903270SAS.html,San Antonio Spurs,Los Angeles Clippers,SAS,LAC,T. Duncan,M. Camby,Z. Randolph,LAC,SAS,Z. Randolph,/players/r/randoza01.html,LAC,SAS,M. Camby,/players/c/cambyma01.html,T. Duncan,/players/d/duncati01.html,1
200903270SAC,https://www.basketball-reference.com/boxscores/pbp/200903270SAC.html,Sacramento Kings,Memphis Grizzlies,SAC,MEM,S. Hawes,M. Gasol,J. Thompson,MEM,SAC,O. Mayo,/players/m/mayooj01.html,SAC,MEM,M. Gasol,/players/g/gasolma01.html,S. Hawes,/players/h/hawessp01.html,0
