,Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
679,201701250MEM,https://www.basketball-reference.com/boxscores/pbp/201701250MEM.html,Memphis Grizzlies,Toronto Raptors,MEM,TOR,M. Gasol,J. Valančiūnas,M. Gasol,MEM,TOR,M. Conley,/players/c/conlemi01.html,MEM,TOR,M. Gasol,/players/g/gasolma01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0
680,201701250MIL,https://www.basketball-reference.com/boxscores/pbp/201701250MIL.html,Milwaukee Bucks,Philadelphia 76ers,MIL,PHI,M. Plumlee,N. Noel,G. Antetokounmpo,PHI,MIL,E. İlyasova,/players/i/ilyaser01.html,MIL,PHI,N. Noel,/players/n/noelne01.html,M. Plumlee,/players/p/plumlmi01.html,0.0
681,201701250NOP,https://www.basketball-reference.com/boxscores/pbp/201701250NOP.html,New Orleans Pelicans,Oklahoma City Thunder,NOP,OKC,A. Davis,S. Adams,B. Hield,NOP,OKC,T. Jones,/players/j/joneste01.html,NOP,OKC,A. Davis,/players/d/davisan02.html,S. Adams,/players/a/adamsst01.html,1.0
682,201701250DAL,https://www.basketball-reference.com/boxscores/pbp/201701250DAL.html,Dallas Mavericks,New York Knicks,DAL,NYK,D. Nowitzki,J. Noah,D. Rose,NYK,DAL,D. Rose,/players/r/rosede01.html,NYK,DAL,J. Noah,/players/n/noahjo01.html,D. Nowitzki,/players/n/nowitdi01.html,1.0
683,201701250POR,https://www.basketball-reference.com/boxscores/pbp/201701250POR.html,Portland Trail Blazers,Los Angeles Lakers,POR,LAL,M. Plumlee,T. Mozgov,N. Young,LAL,POR,J. Randle,/players/r/randlju01.html,LAL,POR,T. Mozgov,/players/m/mozgoti01.html,M. Plumlee,/players/p/plumlma01.html,1.0
684,201701260MIN,https://www.basketball-reference.com/boxscores/pbp/201701260MIN.html,Minnesota Timberwolves,Indiana Pacers,MIN,IND,K. Towns,M. Turner,M. Turner,MIN,IND,R. Rubio,/players/r/rubiori01.html,IND,MIN,K. Towns,/players/t/townska01.html,M. Turner,/players/t/turnemy01.html,0.0
685,201701260OKC,https://www.basketball-reference.com/boxscores/pbp/201701260OKC.html,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,S. Adams,A. Bogut,D. Finney-Smith,DAL,OKC,S. Curry,/players/c/curryse01.html,DAL,OKC,A. Bogut,/players/b/bogutan01.html,S. Adams,/players/a/adamsst01.html,1.0
686,201701260DEN,https://www.basketball-reference.com/boxscores/pbp/201701260DEN.html,Denver Nuggets,Phoenix Suns,DEN,PHO,N. Jokić,T. Chandler,N. Jokić,PHO,DEN,D. Booker,/players/b/bookede01.html,DEN,PHO,T. Chandler,/players/c/chandty01.html,N. Jokić,/players/j/jokicni01.html,0.0
687,201701260UTA,https://www.basketball-reference.com/boxscores/pbp/201701260UTA.html,Utah Jazz,Los Angeles Lakers,UTA,LAL,R. Gobert,T. Mozgov,T. Black,UTA,LAL,G. Hayward,/players/h/haywago01.html,LAL,UTA,R. Gobert,/players/g/goberru01.html,T. Mozgov,/players/m/mozgoti01.html,0.0
688,201701270IND,https://www.basketball-reference.com/boxscores/pbp/201701270IND.html,Indiana Pacers,Sacramento Kings,IND,SAC,M. Turner,K. Koufos,D. Collison,SAC,IND,D. Cousins,/players/c/couside01.html,SAC,IND,K. Koufos,/players/k/koufoko01.html,M. Turner,/players/t/turnemy01.html,1.0
689,201701270BOS,https://www.basketball-reference.com/boxscores/pbp/201701270BOS.html,Boston Celtics,Orlando Magic,BOS,ORL,A. Johnson,N. Vučević,S. Ibaka,ORL,BOS,S. Ibaka,/players/i/ibakase01.html,ORL,BOS,N. Vučević,/players/v/vucevni01.html,A. Johnson,/players/j/johnsam01.html,1.0
690,201701270CLE,https://www.basketball-reference.com/boxscores/pbp/201701270CLE.html,Cleveland Cavaliers,Brooklyn Nets,CLE,BRK,T. Thompson,J. Hamilton,K. Love,CLE,BRK,K. Irving,/players/i/irvinky01.html,CLE,BRK,T. Thompson,/players/t/thomptr01.html,J. Hamilton,/players/h/hamilju01.html,1.0
691,201701270NYK,https://www.basketball-reference.com/boxscores/pbp/201701270NYK.html,New York Knicks,Charlotte Hornets,NYK,CHO,J. Noah,R. Hibbert,K. Porziņģis,NYK,CHO,C. Anthony,/players/a/anthoca01.html,NYK,CHO,J. Noah,/players/n/noahjo01.html,R. Hibbert,/players/h/hibbero01.html,1.0
692,201701270TOR,https://www.basketball-reference.com/boxscores/pbp/201701270TOR.html,Toronto Raptors,Milwaukee Bucks,TOR,MIL,J. Valančiūnas,M. Plumlee,K. Lowry,TOR,MIL,D. Carroll,/players/c/carrode01.html,TOR,MIL,J. Valančiūnas,/players/v/valanjo01.html,M. Plumlee,/players/p/plumlmi01.html,1.0
693,201701270ATL,https://www.basketball-reference.com/boxscores/pbp/201701270ATL.html,Atlanta Hawks,Washington Wizards,ATL,WAS,D. Howard,M. Gortat,O. Porter,WAS,ATL,M. Morris,/players/m/morrima02.html,WAS,ATL,M. Gortat,/players/g/gortama01.html,D. Howard,/players/h/howardw01.html,1.0
694,201701270CHI,https://www.basketball-reference.com/boxscores/pbp/201701270CHI.html,Chicago Bulls,Miami Heat,CHI,MIA,R. Lopez,W. Reed,T. Gibson,CHI,MIA,J. Grant,/players/g/grantje02.html,CHI,MIA,R. Lopez,/players/l/lopezro01.html,W. Reed,/players/r/reedwi02.html,1.0
695,201701270NOP,https://www.basketball-reference.com/boxscores/pbp/201701270NOP.html,New Orleans Pelicans,San Antonio Spurs,NOP,SAS,Anthony Davis,David Lee,Anthony Davis,SAS,NOP,,,NOP,SAS,David Lee,leeda02.html,Anthony Davis,davisan02.html,0.0
696,201701270PHI,https://www.basketball-reference.com/boxscores/pbp/201701270PHI.html,Philadelphia 76ers,Houston Rockets,PHI,HOU,J. Embiid,N. Hilário,J. Embiid,PHI,HOU,E. İlyasova,/players/i/ilyaser01.html,PHI,HOU,J. Embiid,/players/e/embiijo01.html,N. Hilário,/players/h/hilarne01.html,1.0
697,201701270POR,https://www.basketball-reference.com/boxscores/pbp/201701270POR.html,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,M. Plumlee,M. Gasol,M. Plumlee,MEM,POR,J. Green,/players/g/greenja01.html,POR,MEM,M. Gasol,/players/g/gasolma01.html,M. Plumlee,/players/p/plumlma01.html,0.0
698,201701280CHO,https://www.basketball-reference.com/boxscores/pbp/201701280CHO.html,Charlotte Hornets,Sacramento Kings,CHO,SAC,R. Hibbert,K. Koufos,K. Koufos,SAC,CHO,D. Cousins,/players/c/couside01.html,SAC,CHO,K. Koufos,/players/k/koufoko01.html,R. Hibbert,/players/h/hibbero01.html,1.0
699,201701280MIA,https://www.basketball-reference.com/boxscores/pbp/201701280MIA.html,Miami Heat,Detroit Pistons,MIA,DET,H. Whiteside,A. Drummond,R. Jackson,DET,MIA,R. Jackson,/players/j/jacksre01.html,DET,MIA,A. Drummond,/players/d/drumman01.html,H. Whiteside,/players/w/whiteha01.html,1.0
700,201701280MIL,https://www.basketball-reference.com/boxscores/pbp/201701280MIL.html,Milwaukee Bucks,Boston Celtics,MIL,BOS,T. Maker,A. Johnson,J. Crowder,MIL,BOS,M. Dellavedova,/players/d/dellama01.html,BOS,MIL,T. Maker,/players/m/makerth01.html,A. Johnson,/players/j/johnsam01.html,0.0
701,201701280GSW,https://www.basketball-reference.com/boxscores/pbp/201701280GSW.html,Golden State Warriors,Los Angeles Clippers,GSW,LAC,Z. Pachulia,D. Jordan,J. Redick,GSW,LAC,S. Curry,/players/c/curryst01.html,LAC,GSW,Z. Pachulia,/players/p/pachuza01.html,D. Jordan,/players/j/jordade01.html,0.0
702,201701280MIN,https://www.basketball-reference.com/boxscores/pbp/201701280MIN.html,Minnesota Timberwolves,Brooklyn Nets,MIN,BRK,K. Towns,B. Lopez,K. Towns,MIN,BRK,G. Dieng,/players/d/dienggo01.html,MIN,BRK,K. Towns,/players/t/townska01.html,B. Lopez,/players/l/lopezbr01.html,1.0
703,201701280PHO,https://www.basketball-reference.com/boxscores/pbp/201701280PHO.html,Phoenix Suns,Denver Nuggets,PHO,DEN,Jusuf Nurkic,Jusuf Nurkic,T.J. Warren,DEN,PHO,,,PHO,DEN,Jusuf Nurkic,nurkiju01.html,Jusuf Nurkic,nurkiju01.html,0.0
704,201701280UTA,https://www.basketball-reference.com/boxscores/pbp/201701280UTA.html,Utah Jazz,Memphis Grizzlies,UTA,MEM,R. Gobert,M. Gasol,R. Hood,MEM,UTA,J. Green,/players/g/greenja01.html,UTA,MEM,M. Gasol,/players/g/gasolma01.html,R. Gobert,/players/g/goberru01.html,0.0
705,201701290ATL,https://www.basketball-reference.com/boxscores/pbp/201701290ATL.html,Atlanta Hawks,New York Knicks,ATL,NYK,D. Howard,J. Noah,C. Anthony,NYK,ATL,B. Jennings,/players/j/jennibr01.html,NYK,ATL,J. Noah,/players/n/noahjo01.html,D. Howard,/players/h/howardw01.html,1.0
706,201701290CLE,https://www.basketball-reference.com/boxscores/pbp/201701290CLE.html,Cleveland Cavaliers,Oklahoma City Thunder,CLE,OKC,T. Thompson,S. Adams,K. Irving,OKC,CLE,V. Oladipo,/players/o/oladivi01.html,CLE,OKC,S. Adams,/players/a/adamsst01.html,T. Thompson,/players/t/thomptr01.html,0.0
707,201701290IND,https://www.basketball-reference.com/boxscores/pbp/201701290IND.html,Indiana Pacers,Houston Rockets,IND,HOU,M. Turner,M. Harrell,M. Harrell,HOU,IND,R. Anderson,/players/a/anderry01.html,HOU,IND,M. Harrell,/players/h/harremo01.html,M. Turner,/players/t/turnemy01.html,1.0
708,201701290NOP,https://www.basketball-reference.com/boxscores/pbp/201701290NOP.html,New Orleans Pelicans,Washington Wizards,NOP,WAS,A. Davis,M. Gortat,M. Gortat,WAS,NOP,M. Morris,/players/m/morrima02.html,WAS,NOP,M. Gortat,/players/g/gortama01.html,A. Davis,/players/d/davisan02.html,1.0
709,201701290TOR,https://www.basketball-reference.com/boxscores/pbp/201701290TOR.html,Toronto Raptors,Orlando Magic,TOR,ORL,J. Valančiūnas,N. Vučević,E. Payton,TOR,ORL,D. Carroll,/players/c/carrode01.html,ORL,TOR,J. Valančiūnas,/players/v/valanjo01.html,N. Vučević,/players/v/vucevni01.html,0.0
710,201701290CHI,https://www.basketball-reference.com/boxscores/pbp/201701290CHI.html,Chicago Bulls,Philadelphia 76ers,CHI,PHI,R. Lopez,N. Noel,E. İlyasova,PHI,CHI,T. McConnell,/players/m/mccontj01.html,PHI,CHI,N. Noel,/players/n/noelne01.html,R. Lopez,/players/l/lopezro01.html,1.0
711,201701290SAS,https://www.basketball-reference.com/boxscores/pbp/201701290SAS.html,San Antonio Spurs,Dallas Mavericks,SAS,DAL,L. Aldridge,D. Nowitzki,L. Aldridge,SAS,DAL,T. Parker,/players/p/parketo01.html,SAS,DAL,L. Aldridge,/players/a/aldrila01.html,D. Nowitzki,/players/n/nowitdi01.html,1.0
712,201701290POR,https://www.basketball-reference.com/boxscores/pbp/201701290POR.html,Portland Trail Blazers,Golden State Warriors,POR,GSW,M. Plumlee,Z. Pachulia,E. Turner,POR,GSW,D. Lillard,/players/l/lillada01.html,POR,GSW,M. Plumlee,/players/p/plumlma01.html,Z. Pachulia,/players/p/pachuza01.html,1.0
713,201701300PHI,https://www.basketball-reference.com/boxscores/pbp/201701300PHI.html,Philadelphia 76ers,Sacramento Kings,PHI,SAC,J. Okafor,K. Koufos,G. Temple,SAC,PHI,D. Cousins,/players/c/couside01.html,SAC,PHI,K. Koufos,/players/k/koufoko01.html,J. Okafor,/players/o/okafoja01.html,1.0
714,201701300MIA,https://www.basketball-reference.com/boxscores/pbp/201701300MIA.html,Miami Heat,Brooklyn Nets,MIA,BRK,H. Whiteside,B. Lopez,B. Lopez,BRK,MIA,T. Booker,/players/b/booketr01.html,BRK,MIA,B. Lopez,/players/l/lopezbr01.html,H. Whiteside,/players/w/whiteha01.html,1.0
715,201701300BOS,https://www.basketball-reference.com/boxscores/pbp/201701300BOS.html,Boston Celtics,Detroit Pistons,BOS,DET,A. Horford,A. Drummond,J. Crowder,BOS,DET,J. Crowder,/players/c/crowdja01.html,BOS,DET,A. Horford,/players/h/horfoal01.html,A. Drummond,/players/d/drumman01.html,1.0
716,201701300MIN,https://www.basketball-reference.com/boxscores/pbp/201701300MIN.html,Minnesota Timberwolves,Orlando Magic,MIN,ORL,K. Towns,N. Vučević,E. Payton,ORL,MIN,C. Watson,/players/w/watsocj01.html,ORL,MIN,N. Vučević,/players/v/vucevni01.html,K. Towns,/players/t/townska01.html,1.0
717,201701300DAL,https://www.basketball-reference.com/boxscores/pbp/201701300DAL.html,Dallas Mavericks,Cleveland Cavaliers,DAL,CLE,D. Nowitzki,T. Thompson,L. James,CLE,DAL,K. Irving,/players/i/irvinky01.html,CLE,DAL,T. Thompson,/players/t/thomptr01.html,D. Nowitzki,/players/n/nowitdi01.html,1.0
718,201701300PHO,https://www.basketball-reference.com/boxscores/pbp/201701300PHO.html,Phoenix Suns,Memphis Grizzlies,PHO,MEM,T. Chandler,M. Gasol,M. Conley,MEM,PHO,J. Green,/players/g/greenja01.html,MEM,PHO,M. Gasol,/players/g/gasolma01.html,T. Chandler,/players/c/chandty01.html,1.0
719,201701310TOR,https://www.basketball-reference.com/boxscores/pbp/201701310TOR.html,Toronto Raptors,New Orleans Pelicans,TOR,NOP,J. Valančiūnas,A. Davis,A. Davis,TOR,NOP,K. Lowry,/players/l/lowryky01.html,NOP,TOR,J. Valančiūnas,/players/v/valanjo01.html,A. Davis,/players/d/davisan02.html,0.0
720,201701310WAS,https://www.basketball-reference.com/boxscores/pbp/201701310WAS.html,Washington Wizards,New York Knicks,WAS,NYK,M. Gortat,J. Noah,C. Anthony,WAS,NYK,B. Jennings,/players/j/jennibr01.html,NYK,WAS,M. Gortat,/players/g/gortama01.html,J. Noah,/players/n/noahjo01.html,0.0
721,201701310HOU,https://www.basketball-reference.com/boxscores/pbp/201701310HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,C. Capela,K. Koufos,C. Capela,SAC,HOU,D. Cousins,/players/c/couside01.html,HOU,SAC,K. Koufos,/players/k/koufoko01.html,C. Capela,/players/c/capelca01.html,0.0
722,201701310SAS,https://www.basketball-reference.com/boxscores/pbp/201701310SAS.html,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC,D. Dedmon,S. Adams,R. Westbrook,SAS,OKC,D. Green,/players/g/greenda02.html,OKC,SAS,D. Dedmon,/players/d/dedmode01.html,S. Adams,/players/a/adamsst01.html,0.0
723,201701310POR,https://www.basketball-reference.com/boxscores/pbp/201701310POR.html,Portland Trail Blazers,Charlotte Hornets,POR,CHO,M. Plumlee,R. Hibbert,M. Kidd-Gilchrist,CHO,POR,K. Walker,/players/w/walkeke02.html,CHO,POR,R. Hibbert,/players/h/hibbero01.html,M. Plumlee,/players/p/plumlma01.html,1.0
724,201701310LAL,https://www.basketball-reference.com/boxscores/pbp/201701310LAL.html,Los Angeles Lakers,Denver Nuggets,LAL,DEN,T. Mozgov,J. Nurkić,N. Young,LAL,DEN,L. Deng,/players/d/denglu01.html,LAL,DEN,T. Mozgov,/players/m/mozgoti01.html,J. Nurkić,/players/n/nurkiju01.html,1.0
725,201702010ORL,https://www.basketball-reference.com/boxscores/pbp/201702010ORL.html,Orlando Magic,Indiana Pacers,ORL,IND,N. Vučević,M. Turner,N. Vučević,ORL,IND,E. Payton,/players/p/paytoel01.html,ORL,IND,N. Vučević,/players/v/vucevni01.html,M. Turner,/players/t/turnemy01.html,1.0
726,201702010BOS,https://www.basketball-reference.com/boxscores/pbp/201702010BOS.html,Boston Celtics,Toronto Raptors,BOS,TOR,A. Johnson,J. Valančiūnas,J. Valančiūnas,TOR,BOS,P. Patterson,/players/p/pattepa01.html,TOR,BOS,J. Valančiūnas,/players/v/valanjo01.html,A. Johnson,/players/j/johnsam01.html,1.0
727,201702010BRK,https://www.basketball-reference.com/boxscores/pbp/201702010BRK.html,Brooklyn Nets,New York Knicks,BRK,NYK,B. Lopez,J. Noah,R. Hollis-Jefferson,BRK,NYK,I. Whitehead,/players/w/whiteis01.html,BRK,NYK,B. Lopez,/players/l/lopezbr01.html,J. Noah,/players/n/noahjo01.html,1.0
728,201702010DET,https://www.basketball-reference.com/boxscores/pbp/201702010DET.html,Detroit Pistons,New Orleans Pelicans,DET,NOP,A. Drummond,A. Davis,B. Hield,NOP,DET,J. Holiday,/players/h/holidjr01.html,NOP,DET,A. Davis,/players/d/davisan02.html,A. Drummond,/players/d/drumman01.html,1.0
729,201702010MIA,https://www.basketball-reference.com/boxscores/pbp/201702010MIA.html,Miami Heat,Atlanta Hawks,MIA,ATL,H. Whiteside,D. Howard,K. Bazemore,ATL,MIA,K. Bazemore,/players/b/bazemke01.html,ATL,MIA,D. Howard,/players/h/howardw01.html,H. Whiteside,/players/w/whiteha01.html,1.0
730,201702010DAL,https://www.basketball-reference.com/boxscores/pbp/201702010DAL.html,Dallas Mavericks,Philadelphia 76ers,DAL,PHI,D. Nowitzki,J. Okafor,D. Nowitzki,DAL,PHI,Y. Ferrell,/players/f/ferreyo01.html,DAL,PHI,D. Nowitzki,/players/n/nowitdi01.html,J. Okafor,/players/o/okafoja01.html,1.0
731,201702010DEN,https://www.basketball-reference.com/boxscores/pbp/201702010DEN.html,Denver Nuggets,Memphis Grizzlies,DEN,MEM,J. Nurkić,M. Gasol,M. Conley,MEM,DEN,J. Green,/players/g/greenja01.html,MEM,DEN,M. Gasol,/players/g/gasolma01.html,J. Nurkić,/players/n/nurkiju01.html,1.0
732,201702010PHO,https://www.basketball-reference.com/boxscores/pbp/201702010PHO.html,Phoenix Suns,Los Angeles Clippers,PHO,LAC,T. Chandler,D. Jordan,J. Redick,LAC,PHO,B. Griffin,/players/g/griffbl01.html,LAC,PHO,D. Jordan,/players/j/jordade01.html,T. Chandler,/players/c/chandty01.html,1.0
733,201702010UTA,https://www.basketball-reference.com/boxscores/pbp/201702010UTA.html,Utah Jazz,Milwaukee Bucks,UTA,MIL,R. Gobert,T. Maker,R. Gobert,UTA,MIL,G. Hill,/players/h/hillge01.html,UTA,MIL,R. Gobert,/players/g/goberru01.html,T. Maker,/players/m/makerth01.html,1.0
734,201702010OKC,https://www.basketball-reference.com/boxscores/pbp/201702010OKC.html,Oklahoma City Thunder,Chicago Bulls,OKC,CHI,S. Adams,R. Lopez,A. Roberson,OKC,CHI,R. Westbrook,/players/w/westbru01.html,OKC,CHI,S. Adams,/players/a/adamsst01.html,R. Lopez,/players/l/lopezro01.html,1.0
735,201702010GSW,https://www.basketball-reference.com/boxscores/pbp/201702010GSW.html,Golden State Warriors,Charlotte Hornets,GSW,CHO,J. McGee,S. Hawes,S. Curry,GSW,CHO,K. Durant,/players/d/duranke01.html,GSW,CHO,J. McGee,/players/m/mcgeeja01.html,S. Hawes,/players/h/hawessp01.html,1.0
736,201702020WAS,https://www.basketball-reference.com/boxscores/pbp/201702020WAS.html,Washington Wizards,Los Angeles Lakers,WAS,LAL,M. Gortat,T. Mozgov,D. Russell,LAL,WAS,D. Russell,/players/r/russeda01.html,LAL,WAS,T. Mozgov,/players/m/mozgoti01.html,M. Gortat,/players/g/gortama01.html,1.0
737,201702020HOU,https://www.basketball-reference.com/boxscores/pbp/201702020HOU.html,Houston Rockets,Atlanta Hawks,HOU,ATL,C. Capela,D. Howard,D. Howard,ATL,HOU,D. Schröder,/players/s/schrode01.html,ATL,HOU,D. Howard,/players/h/howardw01.html,C. Capela,/players/c/capelca01.html,1.0
738,201702020SAS,https://www.basketball-reference.com/boxscores/pbp/201702020SAS.html,San Antonio Spurs,Philadelphia 76ers,SAS,PHI,D. Dedmon,J. Okafor,K. Leonard,SAS,PHI,D. Green,/players/g/greenda02.html,SAS,PHI,D. Dedmon,/players/d/dedmode01.html,J. Okafor,/players/o/okafoja01.html,1.0
739,201702020LAC,https://www.basketball-reference.com/boxscores/pbp/201702020LAC.html,Los Angeles Clippers,Golden State Warriors,LAC,GSW,D. Jordan,J. McGee,K. Durant,LAC,GSW,B. Griffin,/players/g/griffbl01.html,GSW,LAC,D. Jordan,/players/j/jordade01.html,J. McGee,/players/m/mcgeeja01.html,0.0
740,201702030ORL,https://www.basketball-reference.com/boxscores/pbp/201702030ORL.html,Orlando Magic,Toronto Raptors,ORL,TOR,N. Vučević,J. Valančiūnas,J. Valančiūnas,TOR,ORL,D. Carroll,/players/c/carrode01.html,TOR,ORL,J. Valančiūnas,/players/v/valanjo01.html,N. Vučević,/players/v/vucevni01.html,1.0
741,201702030BRK,https://www.basketball-reference.com/boxscores/pbp/201702030BRK.html,Brooklyn Nets,Indiana Pacers,BRK,IND,B. Lopez,M. Turner,C. Miles,BRK,IND,I. Whitehead,/players/w/whiteis01.html,IND,BRK,B. Lopez,/players/l/lopezbr01.html,M. Turner,/players/t/turnemy01.html,0.0
742,201702030DET,https://www.basketball-reference.com/boxscores/pbp/201702030DET.html,Detroit Pistons,Minnesota Timberwolves,DET,MIN,A. Drummond,K. Towns,J. Leuer,DET,MIN,R. Jackson,/players/j/jacksre01.html,DET,MIN,A. Drummond,/players/d/drumman01.html,K. Towns,/players/t/townska01.html,1.0
743,201702030BOS,https://www.basketball-reference.com/boxscores/pbp/201702030BOS.html,Boston Celtics,Los Angeles Lakers,BOS,LAL,A. Johnson,T. Mozgov,A. Horford,BOS,LAL,A. Horford,/players/h/horfoal01.html,BOS,LAL,A. Johnson,/players/j/johnsam01.html,T. Mozgov,/players/m/mozgoti01.html,1.0
744,201702030HOU,https://www.basketball-reference.com/boxscores/pbp/201702030HOU.html,Houston Rockets,Chicago Bulls,HOU,CHI,C. Capela,R. Lopez,T. Gibson,CHI,HOU,M. Carter-Williams,/players/c/cartemi01.html,CHI,HOU,R. Lopez,/players/l/lopezro01.html,C. Capela,/players/c/capelca01.html,1.0
745,201702030OKC,https://www.basketball-reference.com/boxscores/pbp/201702030OKC.html,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,S. Adams,M. Gasol,S. Adams,MEM,OKC,J. Green,/players/g/greenja01.html,OKC,MEM,M. Gasol,/players/g/gasolma01.html,S. Adams,/players/a/adamsst01.html,0.0
746,201702030DEN,https://www.basketball-reference.com/boxscores/pbp/201702030DEN.html,Denver Nuggets,Milwaukee Bucks,DEN,MIL,N. Jokić,J. Henson,J. Henson,MIL,DEN,M. Dellavedova,/players/d/dellama01.html,MIL,DEN,J. Henson,/players/h/hensojo01.html,N. Jokić,/players/j/jokicni01.html,1.0
747,201702030POR,https://www.basketball-reference.com/boxscores/pbp/201702030POR.html,Portland Trail Blazers,Dallas Mavericks,POR,DAL,M. Plumlee,D. Nowitzki,W. Matthews,POR,DAL,D. Lillard,/players/l/lillada01.html,DAL,POR,M. Plumlee,/players/p/plumlma01.html,D. Nowitzki,/players/n/nowitdi01.html,0.0
748,201702030SAC,https://www.basketball-reference.com/boxscores/pbp/201702030SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,K. Koufos,T. Chandler,T. Warren,SAC,PHO,M. Barnes,/players/b/barnema02.html,PHO,SAC,K. Koufos,/players/k/koufoko01.html,T. Chandler,/players/c/chandty01.html,0.0
749,201702040ATL,https://www.basketball-reference.com/boxscores/pbp/201702040ATL.html,Atlanta Hawks,Orlando Magic,ATL,ORL,D. Howard,N. Vučević,T. Hardaway,ATL,ORL,D. Schröder,/players/s/schrode01.html,ATL,ORL,D. Howard,/players/h/howardw01.html,N. Vučević,/players/v/vucevni01.html,1.0
750,201702040IND,https://www.basketball-reference.com/boxscores/pbp/201702040IND.html,Indiana Pacers,Detroit Pistons,IND,DET,M. Turner,A. Drummond,M. Morris,DET,IND,R. Jackson,/players/j/jacksre01.html,DET,IND,A. Drummond,/players/d/drumman01.html,M. Turner,/players/t/turnemy01.html,1.0
751,201702040WAS,https://www.basketball-reference.com/boxscores/pbp/201702040WAS.html,Washington Wizards,New Orleans Pelicans,WAS,NOP,M. Gortat,A. Davis,B. Hield,NOP,WAS,J. Holiday,/players/h/holidjr01.html,NOP,WAS,A. Davis,/players/d/davisan02.html,M. Gortat,/players/g/gortama01.html,1.0
752,201702040MIA,https://www.basketball-reference.com/boxscores/pbp/201702040MIA.html,Miami Heat,Philadelphia 76ers,MIA,PHI,H. Whiteside,N. Noel,E. İlyasova,MIA,PHI,L. Babbitt,/players/b/babbilu01.html,PHI,MIA,H. Whiteside,/players/w/whiteha01.html,N. Noel,/players/n/noelne01.html,0.0
753,201702040NYK,https://www.basketball-reference.com/boxscores/pbp/201702040NYK.html,New York Knicks,Cleveland Cavaliers,NYK,CLE,J. Noah,T. Thompson,K. Porziņģis,NYK,CLE,K. Porziņģis,/players/p/porzikr01.html,NYK,CLE,J. Noah,/players/n/noahjo01.html,T. Thompson,/players/t/thomptr01.html,1.0
754,201702040MIN,https://www.basketball-reference.com/boxscores/pbp/201702040MIN.html,Minnesota Timberwolves,Memphis Grizzlies,MIN,MEM,K. Towns,J. Green,M. Conley,MIN,MEM,G. Dieng,/players/d/dienggo01.html,MEM,MIN,K. Towns,/players/t/townska01.html,J. Green,/players/g/greenja01.html,0.0
755,201702040PHO,https://www.basketball-reference.com/boxscores/pbp/201702040PHO.html,Phoenix Suns,Milwaukee Bucks,PHO,MIL,T. Chandler,J. Henson,E. Bledsoe,MIL,PHO,G. Antetokounmpo,/players/a/antetgi01.html,PHO,MIL,J. Henson,/players/h/hensojo01.html,T. Chandler,/players/c/chandty01.html,0.0
756,201702040SAS,https://www.basketball-reference.com/boxscores/pbp/201702040SAS.html,San Antonio Spurs,Denver Nuggets,SAS,DEN,D. Dedmon,N. Jokić,D. Dedmon,SAS,DEN,L. Aldridge,/players/a/aldrila01.html,SAS,DEN,D. Dedmon,/players/d/dedmode01.html,N. Jokić,/players/j/jokicni01.html,1.0
757,201702040UTA,https://www.basketball-reference.com/boxscores/pbp/201702040UTA.html,Utah Jazz,Charlotte Hornets,UTA,CHO,R. Gobert,F. Kaminsky,F. Kaminsky,UTA,CHO,G. Hayward,/players/h/haywago01.html,CHO,UTA,R. Gobert,/players/g/goberru01.html,F. Kaminsky,/players/k/kaminfr01.html,0.0
758,201702040SAC,https://www.basketball-reference.com/boxscores/pbp/201702040SAC.html,Sacramento Kings,Golden State Warriors,SAC,GSW,K. Koufos,J. McGee,D. Collison,GSW,SAC,D. Green,/players/g/greendr01.html,SAC,GSW,J. McGee,/players/m/mcgeeja01.html,K. Koufos,/players/k/koufoko01.html,0.0
759,201702050BRK,https://www.basketball-reference.com/boxscores/pbp/201702050BRK.html,Brooklyn Nets,Toronto Raptors,BRK,TOR,B. Lopez,J. Valančiūnas,B. Lopez,BRK,TOR,I. Whitehead,/players/w/whiteis01.html,BRK,TOR,B. Lopez,/players/l/lopezbr01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0
760,201702050BOS,https://www.basketball-reference.com/boxscores/pbp/201702050BOS.html,Boston Celtics,Los Angeles Clippers,BOS,LAC,A. Johnson,D. Jordan,J. Crowder,LAC,BOS,A. Rivers,/players/r/riverau01.html,BOS,LAC,D. Jordan,/players/j/jordade01.html,A. Johnson,/players/j/johnsam01.html,0.0
761,201702050OKC,https://www.basketball-reference.com/boxscores/pbp/201702050OKC.html,Oklahoma City Thunder,Portland Trail Blazers,OKC,POR,S. Adams,M. Plumlee,S. Adams,OKC,POR,R. Westbrook,/players/w/westbru01.html,OKC,POR,S. Adams,/players/a/adamsst01.html,M. Plumlee,/players/p/plumlma01.html,1.0
