Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Home Tipper Link,Away Tipper,Away Tipper Link,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
202101140TOR,https://www.basketball-reference.com/boxscores/pbp/202101140TOR.html,Toronto Raptors,Charlotte Hornets,TOR,CHO,A. Baynes,/players/b/baynear01.html,B. Biyombo,/players/b/biyombi01.html,O. Anunoby,CHO,TOR,P. Washington,/players/w/washipj01.html,TOR,CHO,B. Biyombo,/players/b/biyombi01.html,A. Baynes,/players/b/baynear01.html,0.0,23.479155288662387,23.610236158610263,0.9328000553368159,0.8394543504376561,107,276,54,148,53,127
202101140DEN,https://www.basketball-reference.com/boxscores/pbp/202101140DEN.html,Denver Nuggets,Golden State Warriors,DEN,GSW,B. Bol,/players/b/bolbo01.html,J. Wiseman,/players/w/wisemja01.html,S. Curry,GSW,DEN,D. Green,/players/g/greendr01.html,GSW,DEN,J. Wiseman,/players/w/wisemja01.html,B. Bol,/players/b/bolbo01.html,1.0,25.0,29.14435847753832,8.333333333333334,2.9238376493277842,1,11,0,8,1,2
202101140POR,https://www.basketball-reference.com/boxscores/pbp/202101140POR.html,Portland Trail Blazers,Indiana Pacers,POR,IND,J. Nurkić,/players/n/nurkiju01.html,M. Turner,/players/t/turnemy01.html,M. Brogdon,POR,IND,D. Jones,/players/j/jonesde02.html,IND,POR,J. Nurkić,/players/n/nurkiju01.html,M. Turner,/players/t/turnemy01.html,0.0,26.24767127295014,19.718252125343145,0.8468506218558636,0.8444481707656445,252,311,154,104,101,209
202101150BOS,https://www.basketball-reference.com/boxscores/pbp/202101150BOS.html,Boston Celtics,Orlando Magic,BOS,ORL,T. Thompson,/players/t/thomptr01.html,N. Vučević,/players/v/vucevni01.html,J. Teague,BOS,ORL,G. Williams,/players/w/willigr01.html,BOS,ORL,T. Thompson,/players/t/thomptr01.html,N. Vučević,/players/v/vucevni01.html,1.0,20.387856334351962,19.180249469304634,0.8378794544475396,0.8563891633338359,319,536,105,201,215,336
202101150CLE,https://www.basketball-reference.com/boxscores/pbp/202101150CLE.html,Cleveland Cavaliers,New York Knicks,CLE,NYK,A. Drummond,/players/d/drumman01.html,M. Robinson,/players/r/robinmi01.html,D. Dotson,CLE,NYK,D. Dotson,/players/d/dotsoda01.html,CLE,NYK,A. Drummond,/players/d/drumman01.html,M. Robinson,/players/r/robinmi01.html,1.0,26.829772490365396,22.722940874522102,0.8530261259429599,1.3411230898562376,561,39,411,17,150,23
202101150MIL,https://www.basketball-reference.com/boxscores/pbp/202101150MIL.html,Milwaukee Bucks,Dallas Mavericks,MIL,DAL,B. Lopez,/players/l/lopezbr01.html,K. Porziņģis,/players/p/porzikr01.html,T. Hardaway,MIL,DAL,G. Antetokounmpo,/players/a/antetgi01.html,DAL,MIL,B. Lopez,/players/l/lopezbr01.html,K. Porziņģis,/players/p/porzikr01.html,0.0,26.77208284381963,24.929228881999393,0.8554552071513313,0.899960238606762,771,133,470,79,302,56
202101150OKC,https://www.basketball-reference.com/boxscores/pbp/202101150OKC.html,Oklahoma City Thunder,Chicago Bulls,OKC,CHI,I. Roby,/players/r/robyis01.html,W. Carter,/players/c/cartewe01.html,Z. LaVine,OKC,CHI,S. Gilgeous-Alexander,/players/g/gilgesh01.html,CHI,OKC,I. Roby,/players/r/robyis01.html,W. Carter,/players/c/cartewe01.html,0.0,22.871588335768692,22.544228936210526,5.369865262921583,0.9617024098279119,2,98,1,46,1,53
202101150UTA,https://www.basketball-reference.com/boxscores/pbp/202101150UTA.html,Utah Jazz,Atlanta Hawks,UTA,ATL,R. Gobert,/players/g/goberru01.html,C. Capela,/players/c/capelca01.html,M. Conley,UTA,ATL,R. O'Neale,/players/o/onealro01.html,UTA,ATL,R. Gobert,/players/g/goberru01.html,C. Capela,/players/c/capelca01.html,1.0,24.77190609935347,23.056190976612417,0.8294566039904453,0.8276584953303422,421,293,237,139,184,155
202101150LAL,https://www.basketball-reference.com/boxscores/pbp/202101150LAL.html,Los Angeles Lakers,New Orleans Pelicans,LAL,NOP,A. Davis,/players/d/davisan02.html,S. Adams,/players/a/adamsst01.html,N. Alexander-Walker,NOP,LAL,B. Ingram,/players/i/ingrabr01.html,NOP,LAL,S. Adams,/players/a/adamsst01.html,A. Davis,/players/d/davisan02.html,1.0,24.7528601536433,26.641456722682975,0.8397589587389929,0.8582196071594136,432,499,231,349,201,152
202101150SAC,https://www.basketball-reference.com/boxscores/pbp/202101150SAC.html,Sacramento Kings,Los Angeles Clippers,SAC,LAC,R. Holmes,/players/h/holmeri01.html,S. Ibaka,/players/i/ibakase01.html,H. Barnes,SAC,LAC,D. Fox,/players/f/foxde01.html,SAC,LAC,R. Holmes,/players/h/holmeri01.html,S. Ibaka,/players/i/ibakase01.html,1.0,22.23524236168136,23.04832596126769,1.0665053739651704,0.8238618778617519,68,438,31,210,37,230
202101160SAS,https://www.basketball-reference.com/boxscores/pbp/202101160SAS.html,San Antonio Spurs,Houston Rockets,SAS,HOU,L. Aldridge,/players/a/aldrila01.html,C. Wood,/players/w/woodch01.html,L. Aldridge,HOU,SAS,C. Wood,/players/w/woodch01.html,SAS,HOU,C. Wood,/players/w/woodch01.html,L. Aldridge,/players/a/aldrila01.html,0.0,21.557744601161758,26.02083691399644,0.8360153030860106,2.743176744666431,252,10,100,6,153,3
202101160BRK,https://www.basketball-reference.com/boxscores/pbp/202101160BRK.html,Brooklyn Nets,Orlando Magic,BRK,ORL,D. Jordan,/players/j/jordade01.html,N. Vučević,/players/v/vucevni01.html,J. Harris,BRK,ORL,J. Green,/players/g/greenje02.html,BRK,ORL,D. Jordan,/players/j/jordade01.html,N. Vučević,/players/v/vucevni01.html,1.0,24.911446025089287,19.100534063403703,0.8292517099472906,0.8556910150887826,771,537,507,201,267,337
202101160TOR,https://www.basketball-reference.com/boxscores/pbp/202101160TOR.html,Toronto Raptors,Charlotte Hornets,TOR,CHO,A. Baynes,/players/b/baynear01.html,B. Biyombo,/players/b/biyombi01.html,D. Graham,CHO,TOR,P. Washington,/players/w/washipj01.html,CHO,TOR,B. Biyombo,/players/b/biyombi01.html,A. Baynes,/players/b/baynear01.html,1.0,23.37041445225849,23.69846614887284,0.9300127769717458,0.8388313801561025,108,277,54,149,54,127
202101160MEM,https://www.basketball-reference.com/boxscores/pbp/202101160MEM.html,Memphis Grizzlies,Philadelphia 76ers,MEM,PHI,J. Valančiūnas,/players/v/valanjo01.html,D. Howard,/players/h/howardw01.html,T. Maxey,PHI,MEM,B. Simmons,/players/s/simmobe01.html,PHI,MEM,D. Howard,/players/h/howardw01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0,22.964577184100353,25.606710221230408,0.8244123834888286,0.8306622916017821,510,1077,235,696,276,384
202101160MIA,https://www.basketball-reference.com/boxscores/pbp/202101160MIA.html,Miami Heat,Detroit Pistons,MIA,DET,B. Adebayo,/players/a/adebaba01.html,M. Plumlee,/players/p/plumlma01.html,B. Adebayo,MIA,DET,G. Vincent,/players/v/vincega01.html,MIA,DET,B. Adebayo,/players/a/adebaba01.html,M. Plumlee,/players/p/plumlma01.html,1.0,23.44767245099016,22.475647133501393,0.8719982651094319,0.8344207110230231,142,273,70,113,72,161
202101160POR,https://www.basketball-reference.com/boxscores/pbp/202101160POR.html,Portland Trail Blazers,Atlanta Hawks,POR,ATL,E. Kanter,/players/k/kanteen01.html,C. Capela,/players/c/capelca01.html,E. Kanter,POR,ATL,D. Jones,/players/j/jonesde02.html,POR,ATL,E. Kanter,/players/k/kanteen01.html,C. Capela,/players/c/capelca01.html,1.0,21.2928846372901,22.98677964175577,1.103572486665537,0.8276942228025604,71,294,26,139,45,156
202101170BOS,https://www.basketball-reference.com/boxscores/pbp/202101170BOS.html,Boston Celtics,New York Knicks,BOS,NYK,T. Thompson,/players/t/thomptr01.html,M. Robinson,/players/r/robinmi01.html,M. Robinson,BOS,NYK,G. Williams,/players/w/willigr01.html,NYK,BOS,T. Thompson,/players/t/thomptr01.html,M. Robinson,/players/r/robinmi01.html,0.0,20.46419506816609,22.599083278751166,0.8375689061161897,1.3295946120106277,320,40,106,17,215,24
202101170DAL,https://www.basketball-reference.com/boxscores/pbp/202101170DAL.html,Dallas Mavericks,Chicago Bulls,DAL,CHI,K. Porziņģis,/players/p/porzikr01.html,W. Carter,/players/c/cartewe01.html,W. Cauley-Stein,DAL,CHI,W. Iwundu,/players/i/iwundwe01.html,DAL,CHI,K. Porziņģis,/players/p/porzikr01.html,W. Carter,/players/c/cartewe01.html,1.0,24.848899207508254,22.45705823165284,0.8985538642593366,0.9611595187622198,134,99,79,46,56,54
202101170DEN,https://www.basketball-reference.com/boxscores/pbp/202101170DEN.html,Denver Nuggets,Utah Jazz,DEN,UTA,N. Jokić,/players/j/jokicni01.html,R. Gobert,/players/g/goberru01.html,D. Mitchell,UTA,DEN,D. Mitchell,/players/m/mitchdo01.html,UTA,DEN,R. Gobert,/players/g/goberru01.html,N. Jokić,/players/j/jokicni01.html,1.0,23.08037535528802,24.841616327463584,0.8244525634552877,0.8294564328374429,292,423,136,238,156,184
202101170SAC,https://www.basketball-reference.com/boxscores/pbp/202101170SAC.html,Sacramento Kings,New Orleans Pelicans,SAC,NOP,R. Holmes,/players/h/holmeri01.html,S. Adams,/players/a/adamsst01.html,D. Fox,SAC,NOP,D. Fox,/players/f/foxde01.html,SAC,NOP,R. Holmes,/players/h/holmeri01.html,S. Adams,/players/a/adamsst01.html,1.0,22.394081276140124,26.714153526704678,1.0596298545808487,0.8576969490099815,69,499,32,350,37,153
202101170LAC,https://www.basketball-reference.com/boxscores/pbp/202101170LAC.html,Los Angeles Clippers,Indiana Pacers,LAC,IND,I. Zubac,/players/z/zubaciv01.html,D. Sabonis,/players/s/sabondo01.html,D. McDermott,IND,LAC,J. Holiday,/players/h/holidju01.html,IND,LAC,D. Sabonis,/players/s/sabondo01.html,I. Zubac,/players/z/zubaciv01.html,1.0,22.149369223935242,17.607202883958973,0.8971870820073367,1.7792070558622506,132,33,57,6,75,26
202101180NYK,https://www.basketball-reference.com/boxscores/pbp/202101180NYK.html,New York Knicks,Orlando Magic,NYK,ORL,M. Robinson,/players/r/robinmi01.html,N. Vučević,/players/v/vucevni01.html,E. Payton,NYK,ORL,E. Payton,/players/p/paytoel01.html,NYK,ORL,M. Robinson,/players/r/robinmi01.html,N. Vučević,/players/v/vucevni01.html,1.0,22.315752987103522,19.063299429732165,1.3117550561266993,0.8565965398218321,41,538,17,201,24,338
202101180ATL,https://www.basketball-reference.com/boxscores/pbp/202101180ATL.html,Atlanta Hawks,Minnesota Timberwolves,ATL,MIN,C. Capela,/players/c/capelca01.html,N. Reid,/players/r/reidna01.html,N. Reid,ATL,MIN,T. Young,/players/y/youngtr01.html,MIN,ATL,C. Capela,/players/c/capelca01.html,N. Reid,/players/r/reidna01.html,0.0,22.88061926384668,15.374052554941192,0.826942049219708,2.4259030935780084,295,14,139,2,156,13
202101180POR,https://www.basketball-reference.com/boxscores/pbp/202101180POR.html,Portland Trail Blazers,San Antonio Spurs,POR,SAS,E. Kanter,/players/k/kanteen01.html,K. Johnson,/players/j/johnske04.html,L. Aldridge,SAS,POR,L. Aldridge,/players/a/aldrila01.html,SAS,POR,K. Johnson,/players/j/johnske04.html,E. Kanter,/players/k/kanteen01.html,1.0,21.48077890838159,25.0,1.0950634336169276,8.333333333333334,73,1,27,0,46,0
202101180MEM,https://www.basketball-reference.com/boxscores/pbp/202101180MEM.html,Memphis Grizzlies,Phoenix Suns,MEM,PHO,B. Clarke,/players/c/clarkbr01.html,D. Ayton,/players/a/aytonde01.html,D. Booker,PHO,MEM,C. Paul,/players/p/paulch01.html,PHO,MEM,D. Ayton,/players/a/aytonde01.html,B. Clarke,/players/c/clarkbr01.html,1.0,25.0,21.77556138496832,8.333333333333334,0.937460494082694,1,113,0,45,1,67
202101180BRK,https://www.basketball-reference.com/boxscores/pbp/202101180BRK.html,Brooklyn Nets,Milwaukee Bucks,BRK,MIL,D. Jordan,/players/j/jordade01.html,B. Lopez,/players/l/lopezbr01.html,J. Harden,MIL,BRK,G. Antetokounmpo,/players/a/antetgi01.html,BRK,MIL,B. Lopez,/players/l/lopezbr01.html,D. Jordan,/players/j/jordade01.html,0.0,24.94643652484714,26.84472987696141,0.8305657760769224,0.8549852075576662,773,773,508,471,268,302
202101180TOR,https://www.basketball-reference.com/boxscores/pbp/202101180TOR.html,Toronto Raptors,Dallas Mavericks,TOR,DAL,A. Baynes,/players/b/baynear01.html,W. Cauley-Stein,/players/c/caulewi01.html,K. Porziņģis,TOR,DAL,F. VanVleet,/players/v/vanvlfr01.html,DAL,TOR,A. Baynes,/players/b/baynear01.html,W. Cauley-Stein,/players/c/caulewi01.html,0.0,23.26500423615518,21.549749741758347,0.9273641229543417,0.8435395599297827,108,208,54,83,54,126
202101180CHI,https://www.basketball-reference.com/boxscores/pbp/202101180CHI.html,Chicago Bulls,Houston Rockets,CHI,HOU,W. Carter,/players/c/cartewe01.html,C. Wood,/players/w/woodch01.html,G. Temple,CHI,HOU,G. Temple,/players/t/templga01.html,CHI,HOU,W. Carter,/players/c/cartewe01.html,C. Wood,/players/w/woodch01.html,1.0,22.372769852388252,26.498856303969916,0.958645829277535,2.6380774440358135,100,10,46,7,54,4
202101180MIA,https://www.basketball-reference.com/boxscores/pbp/202101180MIA.html,Miami Heat,Detroit Pistons,MIA,DET,B. Adebayo,/players/a/adebaba01.html,M. Plumlee,/players/p/plumlma01.html,B. Adebayo,MIA,DET,G. Dragić,/players/d/dragigo01.html,MIA,DET,B. Adebayo,/players/a/adebaba01.html,M. Plumlee,/players/p/plumlma01.html,1.0,23.532977660867868,22.39747062055081,0.8708935429175728,0.8341181111670435,143,274,71,113,72,162
202101180LAL,https://www.basketball-reference.com/boxscores/pbp/202101180LAL.html,Los Angeles Lakers,Golden State Warriors,LAL,GSW,A. Davis,/players/d/davisan02.html,J. Wiseman,/players/w/wisemja01.html,D. Schröder,LAL,GSW,L. James,/players/j/jamesle01.html,LAL,GSW,A. Davis,/players/d/davisan02.html,J. Wiseman,/players/w/wisemja01.html,1.0,24.683228290239654,29.59666904178268,0.8396103377622578,2.8659199238507846,432,11,231,9,201,3
202101190DEN,https://www.basketball-reference.com/boxscores/pbp/202101190DEN.html,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,N. Jokić,/players/j/jokicni01.html,I. Roby,/players/r/robyis01.html,J. Murray,DEN,OKC,P. Millsap,/players/m/millspa01.html,DEN,OKC,N. Jokić,/players/j/jokicni01.html,I. Roby,/players/r/robyis01.html,1.0,23.011940756059452,25.56977358217154,0.8245644645968568,4.603141177031565,292,3,136,2,156,2
202101190UTA,https://www.basketball-reference.com/boxscores/pbp/202101190UTA.html,Utah Jazz,New Orleans Pelicans,UTA,NOP,R. Gobert,/players/g/goberru01.html,S. Adams,/players/a/adamsst01.html,D. Mitchell,NOP,UTA,L. Ball,/players/b/balllo01.html,UTA,NOP,S. Adams,/players/a/adamsst01.html,R. Gobert,/players/g/goberru01.html,0.0,24.910875724425345,26.56504886631864,0.8294688500121901,0.8556939624164295,424,501,239,350,185,153
202101200CLE,https://www.basketball-reference.com/boxscores/pbp/202101200CLE.html,Cleveland Cavaliers,Brooklyn Nets,CLE,BRK,A. Drummond,/players/d/drumman01.html,D. Jordan,/players/j/jordade01.html,A. Drummond,CLE,BRK,C. Osman,/players/o/osmande01.html,CLE,BRK,A. Drummond,/players/d/drumman01.html,D. Jordan,/players/j/jordade01.html,1.0,26.880164483164645,24.87838901917108,0.8534353709481441,0.830601075685045,562,773,412,508,150,269
202101200IND,https://www.basketball-reference.com/boxscores/pbp/202101200IND.html,Indiana Pacers,Dallas Mavericks,IND,DAL,D. Sabonis,/players/s/sabondo01.html,K. Porziņģis,/players/p/porzikr01.html,L. Dončić,IND,DAL,E. Sumner,/players/s/sumneed01.html,DAL,IND,D. Sabonis,/players/s/sabondo01.html,K. Porziņģis,/players/p/porzikr01.html,0.0,18.23444500041108,24.9226441077272,1.7297325690467882,0.897403876872537,33,135,7,80,26,57
202101200PHI,https://www.basketball-reference.com/boxscores/pbp/202101200PHI.html,Philadelphia 76ers,Boston Celtics,PHI,BOS,J. Embiid,/players/e/embiijo01.html,T. Thompson,/players/t/thomptr01.html,K. Walker,PHI,BOS,T. Harris,/players/h/harrito02.html,BOS,PHI,J. Embiid,/players/e/embiijo01.html,T. Thompson,/players/t/thomptr01.html,0.0,24.616581004579384,20.577297235006824,0.836883367437314,0.8365708532709537,241,321,143,107,98,216
202101200ATL,https://www.basketball-reference.com/boxscores/pbp/202101200ATL.html,Atlanta Hawks,Detroit Pistons,ATL,DET,C. Capela,/players/c/capelca01.html,M. Plumlee,/players/p/plumlma01.html,C. Capela,ATL,DET,T. Young,/players/y/youngtr01.html,ATL,DET,C. Capela,/players/c/capelca01.html,M. Plumlee,/players/p/plumlma01.html,1.0,22.905920324055607,22.321070073055857,0.8289907312866648,0.8338669899028486,296,275,140,113,156,163
202101200TOR,https://www.basketball-reference.com/boxscores/pbp/202101200TOR.html,Toronto Raptors,Miami Heat,TOR,MIA,A. Baynes,/players/b/baynear01.html,B. Adebayo,/players/a/adebaba01.html,K. Lowry,MIA,TOR,G. Dragić,/players/d/dragigo01.html,TOR,MIA,B. Adebayo,/players/a/adebaba01.html,A. Baynes,/players/b/baynear01.html,0.0,23.35181139506554,23.61619552105171,0.9253057763080466,0.8698643538973061,110,145,55,72,55,72
202101200MIN,https://www.basketball-reference.com/boxscores/pbp/202101200MIN.html,Minnesota Timberwolves,Orlando Magic,MIN,ORL,N. Reid,/players/r/reidna01.html,N. Vučević,/players/v/vucevni01.html,N. Vučević,ORL,MIN,A. Gordon,/players/g/gordoaa01.html,ORL,MIN,N. Vučević,/players/v/vucevni01.html,N. Reid,/players/r/reidna01.html,1.0,15.158248526298763,19.00485190637369,2.3735078857917102,0.8566485776112552,16,540,2,201,14,338
202101200HOU,https://www.basketball-reference.com/boxscores/pbp/202101200HOU.html,Houston Rockets,Phoenix Suns,HOU,PHO,C. Wood,/players/w/woodch01.html,D. Ayton,/players/a/aytonde01.html,E. Gordon,HOU,PHO,V. Oladipo,/players/o/oladivi01.html,HOU,PHO,C. Wood,/players/w/woodch01.html,D. Ayton,/players/a/aytonde01.html,1.0,25.251232504406136,21.860861471439268,2.4866209175363303,0.9384772409301356,11,113,7,46,4,68
202101200GSW,https://www.basketball-reference.com/boxscores/pbp/202101200GSW.html,Golden State Warriors,San Antonio Spurs,GSW,SAS,J. Wiseman,/players/w/wisemja01.html,L. Aldridge,/players/a/aldrila01.html,J. Wiseman,SAS,GSW,D. Murray,/players/m/murrade01.html,GSW,SAS,L. Aldridge,/players/a/aldrila01.html,J. Wiseman,/players/w/wisemja01.html,0.0,28.04348711258124,21.512946499337673,2.6704701373789694,0.8371605830219063,13,253,9,100,4,153
202101200LAC,https://www.basketball-reference.com/boxscores/pbp/202101200LAC.html,Los Angeles Clippers,Sacramento Kings,LAC,SAC,S. Ibaka,/players/i/ibakase01.html,R. Holmes,/players/h/holmeri01.html,P. George,LAC,SAC,N. Batum,/players/b/batumni01.html,LAC,SAC,S. Ibaka,/players/i/ibakase01.html,R. Holmes,/players/h/holmeri01.html,1.0,22.95315225894011,22.620926240784254,0.8233780185127442,1.051543053784075,439,70,210,33,230,38
202101210MIL,https://www.basketball-reference.com/boxscores/pbp/202101210MIL.html,Milwaukee Bucks,Los Angeles Lakers,MIL,LAL,B. Lopez,/players/l/lopezbr01.html,A. Davis,/players/d/davisan02.html,G. Antetokounmpo,MIL,LAL,G. Antetokounmpo,/players/a/antetgi01.html,MIL,LAL,B. Lopez,/players/l/lopezbr01.html,A. Davis,/players/d/davisan02.html,1.0,26.91679706292821,24.81773379500725,0.8545295803589114,0.838881826454608,773,433,472,232,302,202
202101210GSW,https://www.basketball-reference.com/boxscores/pbp/202101210GSW.html,Golden State Warriors,New York Knicks,GSW,NYK,J. Wiseman,/players/w/wisemja01.html,M. Robinson,/players/r/robinmi01.html,R. Barrett,GSW,NYK,D. Green,/players/g/greendr01.html,NYK,GSW,J. Wiseman,/players/w/wisemja01.html,M. Robinson,/players/r/robinmi01.html,0.0,26.47771765491963,22.452078535261364,2.5025102499235357,1.3001349857990885,13,42,9,18,4,25
202101210UTA,https://www.basketball-reference.com/boxscores/pbp/202101210UTA.html,Utah Jazz,New Orleans Pelicans,UTA,NOP,R. Gobert,/players/g/goberru01.html,S. Adams,/players/a/adamsst01.html,D. Mitchell,UTA,NOP,R. O'Neale,/players/o/onealro01.html,UTA,NOP,R. Gobert,/players/g/goberru01.html,S. Adams,/players/a/adamsst01.html,1.0,24.840578936382062,26.639815916722714,0.8294554753226584,0.855146632851568,424,501,239,351,185,154
202101220CHO,https://www.basketball-reference.com/boxscores/pbp/202101220CHO.html,Charlotte Hornets,Chicago Bulls,CHO,CHI,B. Biyombo,/players/b/biyombi01.html,D. Gafford,/players/g/gaffoda01.html,P. Washington,CHO,CHI,D. Graham,/players/g/grahade01.html,CHO,CHI,B. Biyombo,/players/b/biyombi01.html,D. Gafford,/players/g/gaffoda01.html,1.0,23.784376676493928,19.28227149817777,0.8382731938031981,3.2104639087461653,277,7,150,2,127,6
202101220DET,https://www.basketball-reference.com/boxscores/pbp/202101220DET.html,Detroit Pistons,Houston Rockets,DET,HOU,M. Plumlee,/players/p/plumlma01.html,D. Cousins,/players/c/couside01.html,D. Cousins,HOU,DET,P. Tucker,/players/t/tuckepj01.html,HOU,DET,D. Cousins,/players/c/couside01.html,M. Plumlee,/players/p/plumlma01.html,1.0,22.238781035966984,22.903488335414092,0.8334622948664614,0.8457041434496566,277,170,113,79,164,90
202101220IND,https://www.basketball-reference.com/boxscores/pbp/202101220IND.html,Indiana Pacers,Orlando Magic,IND,ORL,M. Turner,/players/t/turnemy01.html,N. Vučević,/players/v/vucevni01.html,A. Gordon,IND,ORL,J. Holiday,/players/h/holidju01.html,ORL,IND,M. Turner,/players/t/turnemy01.html,N. Vučević,/players/v/vucevni01.html,0.0,19.68686883033844,19.0570279602264,0.8457871891593537,0.8571780705800631,312,540,104,202,209,339
202101220CLE,https://www.basketball-reference.com/boxscores/pbp/202101220CLE.html,Cleveland Cavaliers,Brooklyn Nets,CLE,BRK,A. Drummond,/players/d/drumman01.html,D. Jordan,/players/j/jordade01.html,K. Irving,BRK,CLE,K. Irving,/players/i/irvinky01.html,BRK,CLE,D. Jordan,/players/j/jordade01.html,A. Drummond,/players/d/drumman01.html,1.0,26.95089948737218,24.81135324259713,0.8530439056474559,0.8306657078989652,564,775,413,508,151,269
202101220PHI,https://www.basketball-reference.com/boxscores/pbp/202101220PHI.html,Philadelphia 76ers,Boston Celtics,PHI,BOS,J. Embiid,/players/e/embiijo01.html,T. Thompson,/players/t/thomptr01.html,J. Embiid,PHI,BOS,T. Harris,/players/h/harrito02.html,PHI,BOS,J. Embiid,/players/e/embiijo01.html,T. Thompson,/players/t/thomptr01.html,1.0,24.66587254694259,20.52804213790845,0.8374711380312692,0.8371641054846005,242,322,144,107,98,217
202101220TOR,https://www.basketball-reference.com/boxscores/pbp/202101220TOR.html,Toronto Raptors,Miami Heat,TOR,MIA,A. Baynes,/players/b/baynear01.html,B. Adebayo,/players/a/adebaba01.html,P. Siakam,TOR,MIA,P. Siakam,/players/s/siakapa01.html,TOR,MIA,A. Baynes,/players/b/baynear01.html,B. Adebayo,/players/a/adebaba01.html,1.0,23.246653935446144,23.709227436916663,0.9227560399774684,0.8686110335928027,110,145,55,73,55,73
202101220MIN,https://www.basketball-reference.com/boxscores/pbp/202101220MIN.html,Minnesota Timberwolves,Atlanta Hawks,MIN,ATL,N. Reid,/players/r/reidna01.html,C. Capela,/players/c/capelca01.html,D. Hunter,MIN,ATL,D. Russell,/players/r/russeda01.html,ATL,MIN,N. Reid,/players/r/reidna01.html,C. Capela,/players/c/capelca01.html,0.0,14.760973029868476,22.98725925009903,2.3001064391552846,0.828689205888875,16,297,2,141,14,157
202101220SAS,https://www.basketball-reference.com/boxscores/pbp/202101220SAS.html,San Antonio Spurs,Dallas Mavericks,SAS,DAL,L. Aldridge,/players/a/aldrila01.html,K. Porziņģis,/players/p/porzikr01.html,K. Porziņģis,DAL,SAS,L. Dončić,/players/d/doncilu01.html,DAL,SAS,K. Porziņģis,/players/p/porzikr01.html,L. Aldridge,/players/a/aldrila01.html,1.0,21.668195692676335,24.729271708079672,0.8361651828401252,0.8942759991218794,254,137,101,80,154,57
202101220LAC,https://www.basketball-reference.com/boxscores/pbp/202101220LAC.html,Los Angeles Clippers,Oklahoma City Thunder,LAC,OKC,S. Ibaka,/players/i/ibakase01.html,I. Roby,/players/r/robyis01.html,G. Hill,OKC,LAC,S. Gilgeous-Alexander,/players/g/gilgesh01.html,OKC,LAC,I. Roby,/players/r/robyis01.html,S. Ibaka,/players/i/ibakase01.html,1.0,23.035700723385954,22.79068214486928,0.8231738206323288,3.9961044048001715,441,5,211,2,231,2
202101220PHO,https://www.basketball-reference.com/boxscores/pbp/202101220PHO.html,Phoenix Suns,Denver Nuggets,PHO,DEN,D. Ayton,/players/a/aytonde01.html,N. Jokić,/players/j/jokicni01.html,N. Jokić,PHO,DEN,C. Paul,/players/p/paulch01.html,DEN,PHO,D. Ayton,/players/a/aytonde01.html,N. Jokić,/players/j/jokicni01.html,0.0,21.79405215967791,23.10199713275658,0.9374467421407331,0.8254466782129312,114,293,46,137,68,157
202101220SAC,https://www.basketball-reference.com/boxscores/pbp/202101220SAC.html,Sacramento Kings,New York Knicks,SAC,NYK,R. Holmes,/players/h/holmeri01.html,M. Robinson,/players/r/robinmi01.html,D. Fox,SAC,NYK,D. Fox,/players/f/foxde01.html,SAC,NYK,R. Holmes,/players/h/holmeri01.html,M. Robinson,/players/r/robinmi01.html,1.0,22.486817341066757,22.33659566948579,1.0456916375484033,1.2911112456390648,71,43,33,18,38,26
202101230BRK,https://www.basketball-reference.com/boxscores/pbp/202101230BRK.html,Brooklyn Nets,Miami Heat,BRK,MIA,D. Jordan,/players/j/jordade01.html,B. Adebayo,/players/a/adebaba01.html,J. Harris,MIA,BRK,G. Dragić,/players/d/dragigo01.html,BRK,MIA,B. Adebayo,/players/a/adebaba01.html,D. Jordan,/players/j/jordade01.html,0.0,24.924469684755945,23.60761806403581,0.8296876131163878,0.8671780330796097,776,147,509,73,270,73
202101230DET,https://www.basketball-reference.com/boxscores/pbp/202101230DET.html,Detroit Pistons,Philadelphia 76ers,DET,PHI,M. Plumlee,/players/p/plumlma01.html,J. Embiid,/players/e/embiijo01.html,J. Embiid,PHI,DET,S. Curry,/players/c/curryse01.html,PHI,DET,J. Embiid,/players/e/embiijo01.html,M. Plumlee,/players/p/plumlma01.html,1.0,22.15745998223636,24.714404611102722,0.8330907265425246,0.8380818276465843,278,244,113,145,165,98
202101230MIN,https://www.basketball-reference.com/boxscores/pbp/202101230MIN.html,Minnesota Timberwolves,New Orleans Pelicans,MIN,NOP,N. Reid,/players/r/reidna01.html,S. Adams,/players/a/adamsst01.html,M. Beasley,MIN,NOP,M. Beasley,/players/b/beaslma01.html,MIN,NOP,N. Reid,/players/r/reidna01.html,S. Adams,/players/a/adamsst01.html,1.0,16.123675441847688,26.52440473158168,2.185410044560544,0.8536637311059201,17,502,3,351,14,155
