Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tipoff Winner,Tipoff Winner Link,Tipoff Loser,Tipoff Loser Link,Tipoff Winner Scores
200312090HOU,https://www.basketball-reference.com/boxscores/pbp/200312090HOU.html,Houston Rockets,Portland Trail Blazers,HOU,POR,K. Cato,R. Wallace,C. Mobley,POR,HOU,Z. Randolph,/players/r/randoza01.html,HOU,POR,R. Wallace,/players/w/wallara01.html,K. Cato,/players/c/catoke01.html,0
200312090SAC,https://www.basketball-reference.com/boxscores/pbp/200312090SAC.html,Sacramento Kings,Los Angeles Clippers,SAC,LAC,V. Divac,C. Kaman,D. Christie,LAC,SAC,M. Jarić,/players/j/jaricma01.html,SAC,LAC,C. Kaman,/players/k/kamanch01.html,V. Divac,/players/d/divacvl01.html,0
200312090LAL,https://www.basketball-reference.com/boxscores/pbp/200312090LAL.html,Los Angeles Lakers,New York Knicks,LAL,NYK,S. O'Neal,D. Mutombo,K. Van Horn,NYK,LAL,H. Eisley,/players/e/eisleho01.html,NYK,LAL,D. Mutombo,/players/m/mutomdi01.html,S. O'Neal,/players/o/onealsh01.html,1
200312100BOS,https://www.basketball-reference.com/boxscores/pbp/200312100BOS.html,Boston Celtics,Seattle SuperSonics,BOS,SEA,M. Blount,J. James,V. Baker,SEA,BOS,V. Radmanović,/players/r/radmavl01.html,BOS,SEA,J. James,/players/j/jamesje01.html,M. Blount,/players/b/blounma01.html,0
200312100WAS,https://www.basketball-reference.com/boxscores/pbp/200312100WAS.html,Washington Wizards,Orlando Magic,WAS,ORL,E. Thomas,A. DeClercq,C. Laettner,WAS,ORL,C. Laettner,/players/l/laettch01.html,WAS,ORL,E. Thomas,/players/t/thomaet01.html,A. DeClercq,/players/d/declean01.html,1
200312100MEM,https://www.basketball-reference.com/boxscores/pbp/200312100MEM.html,Memphis Grizzlies,Atlanta Hawks,MEM,ATL,P. Gasol,T. Ratliff,J. Terry,ATL,MEM,S. Abdur-Rahim,/players/a/abdursh01.html,ATL,MEM,T. Ratliff,/players/r/ratlith01.html,P. Gasol,/players/g/gasolpa01.html,1
200312100MIL,https://www.basketball-reference.com/boxscores/pbp/200312100MIL.html,Milwaukee Bucks,Golden State Warriors,MIL,GSW,D. Santiago,E. Dampier,C. Robinson,GSW,MIL,N. Van Exel,/players/v/vanexni01.html,GSW,MIL,E. Dampier,/players/d/dampier01.html,D. Santiago,/players/s/santida01.html,1
200312100SAS,https://www.basketball-reference.com/boxscores/pbp/200312100SAS.html,San Antonio Spurs,Portland Trail Blazers,SAS,POR,T. Duncan,R. Wallace,M. Ginóbili,SAS,POR,T. Parker,/players/p/parketo01.html,SAS,POR,T. Duncan,/players/d/duncati01.html,R. Wallace,/players/w/wallara01.html,1
200312100UTA,https://www.basketball-reference.com/boxscores/pbp/200312100UTA.html,Utah Jazz,New York Knicks,UTA,NYK,G. Ostertag,D. Mutombo,D. Mutombo,NYK,UTA,K. Van Horn,/players/v/vanhoke01.html,NYK,UTA,D. Mutombo,/players/m/mutomdi01.html,G. Ostertag,/players/o/ostergr01.html,1
200312100LAC,https://www.basketball-reference.com/boxscores/pbp/200312100LAC.html,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,C. Kaman,D. Fortson,A. Walker,LAC,DAL,M. Jarić,/players/j/jaricma01.html,DAL,LAC,C. Kaman,/players/k/kamanch01.html,D. Fortson,/players/f/fortsda01.html,0
200312110CLE,https://www.basketball-reference.com/boxscores/pbp/200312110CLE.html,Cleveland Cavaliers,Detroit Pistons,CLE,DET,Z. Ilgauskas,B. Wallace,C. Boozer,DET,CLE,C. Billups,/players/b/billuch01.html,CLE,DET,B. Wallace,/players/w/wallabe01.html,Z. Ilgauskas,/players/i/ilgauzy01.html,0
200312110HOU,https://www.basketball-reference.com/boxscores/pbp/200312110HOU.html,Houston Rockets,San Antonio Spurs,HOU,SAS,K. Cato,T. Duncan,S. Francis,SAS,HOU,T. Parker,/players/p/parketo01.html,HOU,SAS,T. Duncan,/players/d/duncati01.html,K. Cato,/players/c/catoke01.html,0
200312110PHO,https://www.basketball-reference.com/boxscores/pbp/200312110PHO.html,Phoenix Suns,New Orleans Hornets,PHO,NOH,J. White,J. Magloire,S. Marbury,PHO,NOH,S. Marbury,/players/m/marbust01.html,PHO,NOH,J. White,/players/w/whiteja01.html,J. Magloire,/players/m/magloja01.html,1
200312120PHI,https://www.basketball-reference.com/boxscores/pbp/200312120PHI.html,Philadelphia 76ers,Denver Nuggets,PHI,DEN,D. Coleman,M. Camby,K. Thomas,DEN,PHI,A. Miller,/players/m/millean02.html,PHI,DEN,M. Camby,/players/c/cambyma01.html,D. Coleman,/players/c/colemde01.html,0
200312120WAS,https://www.basketball-reference.com/boxscores/pbp/200312120WAS.html,Washington Wizards,Minnesota Timberwolves,WAS,MIN,E. Thomas,K. Garnett,E. Thomas,WAS,MIN,G. Arenas,/players/a/arenagi01.html,WAS,MIN,E. Thomas,/players/t/thomaet01.html,K. Garnett,/players/g/garneke01.html,1
200312120BOS,https://www.basketball-reference.com/boxscores/pbp/200312120BOS.html,Boston Celtics,Toronto Raptors,BOS,TOR,M. Blount,C. Bosh,V. Carter,BOS,TOR,P. Pierce,/players/p/piercpa01.html,TOR,BOS,M. Blount,/players/b/blounma01.html,C. Bosh,/players/b/boshch01.html,0
200312120IND,https://www.basketball-reference.com/boxscores/pbp/200312120IND.html,Indiana Pacers,Atlanta Hawks,IND,ATL,J. O'Neal,T. Ratliff,J. Foster,IND,ATL,K. Anderson,/players/a/anderke01.html,IND,ATL,J. O'Neal,/players/o/onealje01.html,T. Ratliff,/players/r/ratlith01.html,1
200312120MIA,https://www.basketball-reference.com/boxscores/pbp/200312120MIA.html,Miami Heat,Memphis Grizzlies,MIA,MEM,B. Grant,P. Gasol,E. Jones,MIA,MEM,D. Wade,/players/w/wadedw01.html,MIA,MEM,B. Grant,/players/g/grantbr01.html,P. Gasol,/players/g/gasolpa01.html,1
200312120DET,https://www.basketball-reference.com/boxscores/pbp/200312120DET.html,Detroit Pistons,Seattle SuperSonics,DET,SEA,B. Wallace,J. James,B. Barry,SEA,DET,A. Daniels,/players/d/daniean01.html,SEA,DET,J. James,/players/j/jamesje01.html,B. Wallace,/players/w/wallabe01.html,1
200312120ORL,https://www.basketball-reference.com/boxscores/pbp/200312120ORL.html,Orlando Magic,New Jersey Nets,ORL,NJN,A. DeClercq,J. Collins,J. Collins,ORL,NJN,T. McGrady,/players/m/mcgratr01.html,NJN,ORL,A. DeClercq,/players/d/declean01.html,J. Collins,/players/c/collija04.html,0
200312120MIL,https://www.basketball-reference.com/boxscores/pbp/200312120MIL.html,Milwaukee Bucks,Chicago Bulls,MIL,CHI,D. Santiago,E. Curry,M. Redd,MIL,CHI,J. Smith,/players/s/smithjo02.html,MIL,CHI,D. Santiago,/players/s/santida01.html,E. Curry,/players/c/curryed01.html,1
200312120UTA,https://www.basketball-reference.com/boxscores/pbp/200312120UTA.html,Utah Jazz,Sacramento Kings,UTA,SAC,G. Ostertag,V. Divac,M. Harpring,UTA,SAC,C. Arroyo,/players/a/arroyca01.html,UTA,SAC,G. Ostertag,/players/o/ostergr01.html,V. Divac,/players/d/divacvl01.html,1
200312120GSW,https://www.basketball-reference.com/boxscores/pbp/200312120GSW.html,Golden State Warriors,New Orleans Hornets,GSW,NOH,E. Dampier,J. Magloire,B. Davis,GSW,NOH,N. Van Exel,/players/v/vanexni01.html,NOH,GSW,E. Dampier,/players/d/dampier01.html,J. Magloire,/players/m/magloja01.html,0
200312120LAL,https://www.basketball-reference.com/boxscores/pbp/200312120LAL.html,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,S. O'Neal,D. Fortson,G. Payton,LAL,DAL,D. George,/players/g/georgde01.html,LAL,DAL,S. O'Neal,/players/o/onealsh01.html,D. Fortson,/players/f/fortsda01.html,1
200312130ATL,https://www.basketball-reference.com/boxscores/pbp/200312130ATL.html,Atlanta Hawks,Orlando Magic,ATL,ORL,T. Ratliff,A. DeClercq,J. Howard,ATL,ORL,J. Vaughn,/players/v/vaughja01.html,ORL,ATL,T. Ratliff,/players/r/ratlith01.html,A. DeClercq,/players/d/declean01.html,0
200312130CLE,https://www.basketball-reference.com/boxscores/pbp/200312130CLE.html,Cleveland Cavaliers,Boston Celtics,CLE,BOS,Z. Ilgauskas,M. Blount,J. Welsch,CLE,BOS,L. James,/players/j/jamesle01.html,BOS,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,M. Blount,/players/b/blounma01.html,0
200312130NYK,https://www.basketball-reference.com/boxscores/pbp/200312130NYK.html,New York Knicks,Denver Nuggets,NYK,DEN,D. Mutombo,M. Camby,D. Mutombo,DEN,NYK,N. Hilário,/players/h/hilarne01.html,NYK,DEN,M. Camby,/players/c/cambyma01.html,D. Mutombo,/players/m/mutomdi01.html,0
200312130MEM,https://www.basketball-reference.com/boxscores/pbp/200312130MEM.html,Memphis Grizzlies,New Jersey Nets,MEM,NJN,P. Gasol,K. Martin,K. Martin,MEM,NJN,L. Wright,/players/w/wrighlo02.html,NJN,MEM,P. Gasol,/players/g/gasolpa01.html,K. Martin,/players/m/martike01.html,0
200312130CHI,https://www.basketball-reference.com/boxscores/pbp/200312130CHI.html,Chicago Bulls,Indiana Pacers,CHI,IND,E. Curry,J. O'Neal,J. Crawford,IND,CHI,K. Anderson,/players/a/anderke01.html,CHI,IND,J. O'Neal,/players/o/onealje01.html,E. Curry,/players/c/curryed01.html,0
200312130SAS,https://www.basketball-reference.com/boxscores/pbp/200312130SAS.html,San Antonio Spurs,Houston Rockets,SAS,HOU,T. Duncan,K. Cato,R. Nesterović,SAS,HOU,T. Parker,/players/p/parketo01.html,SAS,HOU,T. Duncan,/players/d/duncati01.html,K. Cato,/players/c/catoke01.html,1
200312130POR,https://www.basketball-reference.com/boxscores/pbp/200312130POR.html,Portland Trail Blazers,Los Angeles Lakers,POR,LAL,R. Wallace,S. O'Neal,D. George,LAL,POR,G. Payton,/players/p/paytoga01.html,LAL,POR,S. O'Neal,/players/o/onealsh01.html,R. Wallace,/players/w/wallara01.html,1
200312130LAC,https://www.basketball-reference.com/boxscores/pbp/200312130LAC.html,Los Angeles Clippers,Phoenix Suns,LAC,PHO,C. Wilcox,J. White,Q. Richardson,PHO,LAC,S. Marbury,/players/m/marbust01.html,LAC,PHO,J. White,/players/w/whiteja01.html,C. Wilcox,/players/w/wilcoch01.html,0
200312140TOR,https://www.basketball-reference.com/boxscores/pbp/200312140TOR.html,Toronto Raptors,Miami Heat,TOR,MIA,C. Bosh,B. Grant,J. Rose,TOR,MIA,D. Marshall,/players/m/marshdo01.html,TOR,MIA,C. Bosh,/players/b/boshch01.html,B. Grant,/players/g/grantbr01.html,1
200312140SEA,https://www.basketball-reference.com/boxscores/pbp/200312140SEA.html,Seattle SuperSonics,Milwaukee Bucks,SEA,MIL,J. James,D. Santiago,J. James,SEA,MIL,V. Radmanović,/players/r/radmavl01.html,SEA,MIL,J. James,/players/j/jamesje01.html,D. Santiago,/players/s/santida01.html,1
200312140PHI,https://www.basketball-reference.com/boxscores/pbp/200312140PHI.html,Philadelphia 76ers,Utah Jazz,PHI,UTA,D. Coleman,G. Ostertag,A. Kirilenko,UTA,PHI,C. Arroyo,/players/a/arroyca01.html,UTA,PHI,G. Ostertag,/players/o/ostergr01.html,D. Coleman,/players/c/colemde01.html,1
200312140NYK,https://www.basketball-reference.com/boxscores/pbp/200312140NYK.html,New York Knicks,Washington Wizards,NYK,WAS,D. Mutombo,E. Thomas,A. Houston,NYK,WAS,H. Eisley,/players/e/eisleho01.html,NYK,WAS,D. Mutombo,/players/m/mutomdi01.html,E. Thomas,/players/t/thomaet01.html,1
200312140SAC,https://www.basketball-reference.com/boxscores/pbp/200312140SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,V. Divac,J. Voskuhl,J. Voskuhl,SAC,PHO,M. Bibby,/players/b/bibbymi01.html,PHO,SAC,V. Divac,/players/d/divacvl01.html,J. Voskuhl,/players/v/voskuja01.html,0
200312150BOS,https://www.basketball-reference.com/boxscores/pbp/200312150BOS.html,Boston Celtics,Minnesota Timberwolves,BOS,MIN,M. Blount,K. Garnett,K. Garnett,BOS,MIN,M. James,/players/j/jamesmi01.html,MIN,BOS,M. Blount,/players/b/blounma01.html,K. Garnett,/players/g/garneke01.html,0
200312150IND,https://www.basketball-reference.com/boxscores/pbp/200312150IND.html,Indiana Pacers,Cleveland Cavaliers,IND,CLE,J. O'Neal,Z. Ilgauskas,L. James,CLE,IND,J. Bremer,/players/b/bremejr01.html,CLE,IND,Z. Ilgauskas,/players/i/ilgauzy01.html,J. O'Neal,/players/o/onealje01.html,1
200312150DAL,https://www.basketball-reference.com/boxscores/pbp/200312150DAL.html,Dallas Mavericks,Toronto Raptors,DAL,TOR,D. Nowitzki,C. Bosh,J. Howard,TOR,DAL,A. Williams,/players/w/willial02.html,DAL,TOR,C. Bosh,/players/b/boshch01.html,D. Nowitzki,/players/n/nowitdi01.html,0
200312150SAS,https://www.basketball-reference.com/boxscores/pbp/200312150SAS.html,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,T. Duncan,P. Gasol,E. Watson,MEM,SAS,L. Wright,/players/w/wrighlo02.html,MEM,SAS,P. Gasol,/players/g/gasolpa01.html,T. Duncan,/players/d/duncati01.html,1
200312150LAC,https://www.basketball-reference.com/boxscores/pbp/200312150LAC.html,Los Angeles Clippers,New Orleans Hornets,LAC,NOH,C. Kaman,J. Magloire,E. Brand,NOH,LAC,P. Brown,/players/b/brownpj01.html,LAC,NOH,J. Magloire,/players/m/magloja01.html,C. Kaman,/players/k/kamanch01.html,0
200312160WAS,https://www.basketball-reference.com/boxscores/pbp/200312160WAS.html,Washington Wizards,Utah Jazz,WAS,UTA,E. Thomas,G. Ostertag,M. Harpring,UTA,WAS,C. Arroyo,/players/a/arroyca01.html,UTA,WAS,G. Ostertag,/players/o/ostergr01.html,E. Thomas,/players/t/thomaet01.html,1
200312160MIA,https://www.basketball-reference.com/boxscores/pbp/200312160MIA.html,Miami Heat,Atlanta Hawks,MIA,ATL,B. Grant,T. Ratliff,S. Abdur-Rahim,MIA,ATL,D. Wade,/players/w/wadedw01.html,ATL,MIA,B. Grant,/players/g/grantbr01.html,T. Ratliff,/players/r/ratlith01.html,0
200312160NYK,https://www.basketball-reference.com/boxscores/pbp/200312160NYK.html,New York Knicks,Golden State Warriors,NYK,GSW,D. Mutombo,E. Dampier,H. Eisley,NYK,GSW,A. McDyess,/players/m/mcdyean01.html,NYK,GSW,D. Mutombo,/players/m/mutomdi01.html,E. Dampier,/players/d/dampier01.html,1
200312160MEM,https://www.basketball-reference.com/boxscores/pbp/200312160MEM.html,Memphis Grizzlies,Sacramento Kings,MEM,SAC,P. Gasol,V. Divac,M. Miller,SAC,MEM,B. Miller,/players/m/millebr01.html,MEM,SAC,V. Divac,/players/d/divacvl01.html,P. Gasol,/players/g/gasolpa01.html,0
200312160MIN,https://www.basketball-reference.com/boxscores/pbp/200312160MIN.html,Minnesota Timberwolves,Houston Rockets,MIN,HOU,K. Garnett,K. Cato,K. Garnett,MIN,HOU,S. Cassell,/players/c/cassesa01.html,MIN,HOU,K. Garnett,/players/g/garneke01.html,K. Cato,/players/c/catoke01.html,1
200312160CHI,https://www.basketball-reference.com/boxscores/pbp/200312160CHI.html,Chicago Bulls,Orlando Magic,CHI,ORL,A. Davis,A. DeClercq,S. Williams,ORL,CHI,S. Williams,/players/w/willish01.html,ORL,CHI,A. DeClercq,/players/d/declean01.html,A. Davis,/players/d/davisan01.html,1
200312160DEN,https://www.basketball-reference.com/boxscores/pbp/200312160DEN.html,Denver Nuggets,New Orleans Hornets,DEN,NOH,M. Camby,J. Magloire,M. Camby,DEN,NOH,N. Hilário,/players/h/hilarne01.html,DEN,NOH,M. Camby,/players/c/cambyma01.html,J. Magloire,/players/m/magloja01.html,1
200312160PHO,https://www.basketball-reference.com/boxscores/pbp/200312160PHO.html,Phoenix Suns,Seattle SuperSonics,PHO,SEA,J. White,J. James,A. Hardaway,PHO,SEA,S. Marion,/players/m/mariosh01.html,PHO,SEA,J. White,/players/w/whiteja01.html,J. James,/players/j/jamesje01.html,1
200312160POR,https://www.basketball-reference.com/boxscores/pbp/200312160POR.html,Portland Trail Blazers,Milwaukee Bucks,POR,MIL,R. Wallace,D. Santiago,R. Wallace,POR,MIL,Z. Randolph,/players/r/randoza01.html,POR,MIL,R. Wallace,/players/w/wallara01.html,D. Santiago,/players/s/santida01.html,1
200312170CLE,https://www.basketball-reference.com/boxscores/pbp/200312170CLE.html,Cleveland Cavaliers,Houston Rockets,CLE,HOU,Z. Ilgauskas,K. Cato,Z. Ilgauskas,CLE,HOU,J. Bremer,/players/b/bremejr01.html,CLE,HOU,Z. Ilgauskas,/players/i/ilgauzy01.html,K. Cato,/players/c/catoke01.html,1
200312170IND,https://www.basketball-reference.com/boxscores/pbp/200312170IND.html,Indiana Pacers,Orlando Magic,IND,ORL,J. O'Neal,A. DeClercq,J. O'Neal,IND,ORL,K. Anderson,/players/a/anderke01.html,IND,ORL,J. O'Neal,/players/o/onealje01.html,A. DeClercq,/players/d/declean01.html,1
200312170PHI,https://www.basketball-reference.com/boxscores/pbp/200312170PHI.html,Philadelphia 76ers,Miami Heat,PHI,MIA,D. Coleman,B. Grant,D. Wade,MIA,PHI,D. Wade,/players/w/wadedw01.html,MIA,PHI,B. Grant,/players/g/grantbr01.html,D. Coleman,/players/c/colemde01.html,1
200312170ATL,https://www.basketball-reference.com/boxscores/pbp/200312170ATL.html,Atlanta Hawks,Golden State Warriors,ATL,GSW,N. Mohammed,E. Dampier,S. Abdur-Rahim,GSW,ATL,N. Van Exel,/players/v/vanexni01.html,ATL,GSW,E. Dampier,/players/d/dampier01.html,N. Mohammed,/players/m/mohamna01.html,0
200312170DET,https://www.basketball-reference.com/boxscores/pbp/200312170DET.html,Detroit Pistons,Chicago Bulls,DET,CHI,B. Wallace,A. Davis,M. Okur,DET,CHI,C. Billups,/players/b/billuch01.html,DET,CHI,B. Wallace,/players/w/wallabe01.html,A. Davis,/players/d/davisan01.html,1
200312170NJN,https://www.basketball-reference.com/boxscores/pbp/200312170NJN.html,New Jersey Nets,Utah Jazz,NJN,UTA,J. Collins,G. Ostertag,G. Ostertag,UTA,NJN,A. Kirilenko,/players/k/kirilan01.html,UTA,NJN,G. Ostertag,/players/o/ostergr01.html,J. Collins,/players/c/collija04.html,1
200312170BOS,https://www.basketball-reference.com/boxscores/pbp/200312170BOS.html,Boston Celtics,Dallas Mavericks,BOS,DAL,W. McCarty,D. Fortson,D. Nowitzki,BOS,DAL,M. James,/players/j/jamesmi01.html,DAL,BOS,W. McCarty,/players/m/mccarwa01.html,D. Fortson,/players/f/fortsda01.html,0
200312170SAS,https://www.basketball-reference.com/boxscores/pbp/200312170SAS.html,San Antonio Spurs,Toronto Raptors,SAS,TOR,T. Duncan,C. Bosh,R. Nesterović,SAS,TOR,T. Parker,/players/p/parketo01.html,SAS,TOR,T. Duncan,/players/d/duncati01.html,C. Bosh,/players/b/boshch01.html,1
200312170SEA,https://www.basketball-reference.com/boxscores/pbp/200312170SEA.html,Seattle SuperSonics,Denver Nuggets,SEA,DEN,J. James,M. Camby,N. Hilário,SEA,DEN,A. Daniels,/players/d/daniean01.html,DEN,SEA,J. James,/players/j/jamesje01.html,M. Camby,/players/c/cambyma01.html,0
200312170LAC,https://www.basketball-reference.com/boxscores/pbp/200312170LAC.html,Los Angeles Clippers,Milwaukee Bucks,LAC,MIL,C. Kaman,D. Santiago,M. Jarić,MIL,LAC,T. Thomas,/players/t/thomati01.html,LAC,MIL,D. Santiago,/players/s/santida01.html,C. Kaman,/players/k/kamanch01.html,0
200312180MIN,https://www.basketball-reference.com/boxscores/pbp/200312180MIN.html,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL,,,,,,,,,,,,
200312180NOH,https://www.basketball-reference.com/boxscores/pbp/200312180NOH.html,New Orleans Hornets,Sacramento Kings,NOH,SAC,J. Magloire,V. Divac,B. Davis,SAC,NOH,P. Stojaković,/players/s/stojape01.html,NOH,SAC,V. Divac,/players/d/divacvl01.html,J. Magloire,/players/m/magloja01.html,0
200312180POR,https://www.basketball-reference.com/boxscores/pbp/200312180POR.html,Portland Trail Blazers,Phoenix Suns,POR,PHO,R. Wallace,J. Voskuhl,Z. Randolph,PHO,POR,S. Williams,/players/w/willisc01.html,POR,PHO,J. Voskuhl,/players/v/voskuja01.html,R. Wallace,/players/w/wallara01.html,0
200312190ORL,https://www.basketball-reference.com/boxscores/pbp/200312190ORL.html,Orlando Magic,Golden State Warriors,ORL,GSW,A. DeClercq,E. Dampier,A. DeClercq,ORL,GSW,J. Howard,/players/h/howarju01.html,ORL,GSW,A. DeClercq,/players/d/declean01.html,E. Dampier,/players/d/dampier01.html,1
200312190PHI,https://www.basketball-reference.com/boxscores/pbp/200312190PHI.html,Philadelphia 76ers,Cleveland Cavaliers,PHI,CLE,D. Coleman,Z. Ilgauskas,Z. Ilgauskas,CLE,PHI,L. James,/players/j/jamesle01.html,CLE,PHI,Z. Ilgauskas,/players/i/ilgauzy01.html,D. Coleman,/players/c/colemde01.html,1
200312190TOR,https://www.basketball-reference.com/boxscores/pbp/200312190TOR.html,Toronto Raptors,New York Knicks,TOR,NYK,C. Bosh,D. Mutombo,K. Van Horn,NYK,TOR,K. Van Horn,/players/v/vanhoke01.html,NYK,TOR,D. Mutombo,/players/m/mutomdi01.html,C. Bosh,/players/b/boshch01.html,1
200312190ATL,https://www.basketball-reference.com/boxscores/pbp/200312190ATL.html,Atlanta Hawks,Sacramento Kings,ATL,SAC,T. Ratliff,V. Divac,S. Abdur-Rahim,ATL,SAC,S. Abdur-Rahim,/players/a/abdursh01.html,ATL,SAC,T. Ratliff,/players/r/ratlith01.html,V. Divac,/players/d/divacvl01.html,1
200312190BOS,https://www.basketball-reference.com/boxscores/pbp/200312190BOS.html,Boston Celtics,Utah Jazz,BOS,UTA,M. Blount,G. Ostertag,P. Pierce,BOS,UTA,M. James,/players/j/jamesmi01.html,BOS,UTA,M. Blount,/players/b/blounma01.html,G. Ostertag,/players/o/ostergr01.html,1
200312190NJN,https://www.basketball-reference.com/boxscores/pbp/200312190NJN.html,New Jersey Nets,Washington Wizards,NJN,WAS,J. Collins,E. Thomas,L. Hughes,WAS,NJN,J. Hayes,/players/h/hayesja01.html,WAS,NJN,E. Thomas,/players/t/thomaet01.html,J. Collins,/players/c/collija04.html,1
200312190IND,https://www.basketball-reference.com/boxscores/pbp/200312190IND.html,Indiana Pacers,Detroit Pistons,IND,DET,J. O'Neal,B. Wallace,M. Okur,DET,IND,M. Okur,/players/o/okurme01.html,DET,IND,B. Wallace,/players/w/wallabe01.html,J. O'Neal,/players/o/onealje01.html,1
200312190MEM,https://www.basketball-reference.com/boxscores/pbp/200312190MEM.html,Memphis Grizzlies,Miami Heat,MEM,MIA,P. Gasol,B. Grant,D. Wade,MIA,MEM,D. Wade,/players/w/wadedw01.html,MIA,MEM,B. Grant,/players/g/grantbr01.html,P. Gasol,/players/g/gasolpa01.html,1
200312190HOU,https://www.basketball-reference.com/boxscores/pbp/200312190HOU.html,Houston Rockets,Los Angeles Clippers,HOU,LAC,K. Cato,C. Kaman,E. Brand,LAC,HOU,M. Jarić,/players/j/jaricma01.html,LAC,HOU,C. Kaman,/players/k/kamanch01.html,K. Cato,/players/c/catoke01.html,1
200312190LAL,https://www.basketball-reference.com/boxscores/pbp/200312190LAL.html,Los Angeles Lakers,Denver Nuggets,LAL,DEN,S. O'Neal,M. Camby,M. Camby,DEN,LAL,A. Miller,/players/m/millean02.html,DEN,LAL,M. Camby,/players/c/cambyma01.html,S. O'Neal,/players/o/onealsh01.html,1
200312190SEA,https://www.basketball-reference.com/boxscores/pbp/200312190SEA.html,Seattle SuperSonics,San Antonio Spurs,SEA,SAS,J. James,T. Duncan,R. Lewis,SEA,SAS,V. Radmanović,/players/r/radmavl01.html,SEA,SAS,J. James,/players/j/jamesje01.html,T. Duncan,/players/d/duncati01.html,1
200312200NYK,https://www.basketball-reference.com/boxscores/pbp/200312200NYK.html,New York Knicks,Atlanta Hawks,NYK,ATL,D. Mutombo,T. Ratliff,T. Ratliff,NYK,ATL,K. Van Horn,/players/v/vanhoke01.html,ATL,NYK,D. Mutombo,/players/m/mutomdi01.html,T. Ratliff,/players/r/ratlith01.html,0
200312200MIN,https://www.basketball-reference.com/boxscores/pbp/200312200MIN.html,Minnesota Timberwolves,Indiana Pacers,MIN,IND,K. Garnett,J. O'Neal,J. O'Neal,IND,MIN,J. Brewer,/players/b/breweja01.html,IND,MIN,J. O'Neal,/players/o/onealje01.html,K. Garnett,/players/g/garneke01.html,1
200312200NOH,https://www.basketball-reference.com/boxscores/pbp/200312200NOH.html,New Orleans Hornets,Memphis Grizzlies,NOH,MEM,J. Magloire,P. Gasol,J. Magloire,MEM,NOH,E. Watson,/players/w/watsoea01.html,NOH,MEM,P. Gasol,/players/g/gasolpa01.html,J. Magloire,/players/m/magloja01.html,0
200312200CHI,https://www.basketball-reference.com/boxscores/pbp/200312200CHI.html,Chicago Bulls,Cleveland Cavaliers,CHI,CLE,C. Blount,Z. Ilgauskas,I. Newble,CLE,CHI,L. James,/players/j/jamesle01.html,CLE,CHI,Z. Ilgauskas,/players/i/ilgauzy01.html,C. Blount,/players/b/blounco01.html,1
200312200DAL,https://www.basketball-reference.com/boxscores/pbp/200312200DAL.html,Dallas Mavericks,Los Angeles Clippers,DAL,LAC,D. Fortson,C. Kaman,A. Walker,DAL,LAC,S. Nash,/players/n/nashst01.html,DAL,LAC,D. Fortson,/players/f/fortsda01.html,C. Kaman,/players/k/kamanch01.html,1
200312200MIL,https://www.basketball-reference.com/boxscores/pbp/200312200MIL.html,Milwaukee Bucks,New Jersey Nets,MIL,NJN,D. Santiago,K. Martin,T. Thomas,NJN,MIL,J. Kidd,/players/k/kiddja01.html,MIL,NJN,K. Martin,/players/m/martike01.html,D. Santiago,/players/s/santida01.html,0
200312200DEN,https://www.basketball-reference.com/boxscores/pbp/200312200DEN.html,Denver Nuggets,Seattle SuperSonics,DEN,SEA,M. Camby,J. James,L. Ridnour,DEN,SEA,A. Miller,/players/m/millean02.html,SEA,DEN,M. Camby,/players/c/cambyma01.html,J. James,/players/j/jamesje01.html,0
200312200PHO,https://www.basketball-reference.com/boxscores/pbp/200312200PHO.html,Phoenix Suns,Houston Rockets,PHO,HOU,J. White,K. Cato,K. Cato,HOU,PHO,S. Francis,/players/f/francst01.html,HOU,PHO,K. Cato,/players/c/catoke01.html,J. White,/players/w/whiteja01.html,1
200312200POR,https://www.basketball-reference.com/boxscores/pbp/200312200POR.html,Portland Trail Blazers,San Antonio Spurs,POR,SAS,R. Wallace,T. Duncan,T. Parker,SAS,POR,T. Parker,/players/p/parketo01.html,SAS,POR,T. Duncan,/players/d/duncati01.html,R. Wallace,/players/w/wallara01.html,1
200312210TOR,https://www.basketball-reference.com/boxscores/pbp/200312210TOR.html,Toronto Raptors,Orlando Magic,TOR,ORL,C. Bosh,A. DeClercq,G. Giriček,TOR,ORL,D. Marshall,/players/m/marshdo01.html,ORL,TOR,C. Bosh,/players/b/boshch01.html,A. DeClercq,/players/d/declean01.html,0
200312210BOS,https://www.basketball-reference.com/boxscores/pbp/200312210BOS.html,Boston Celtics,Philadelphia 76ers,BOS,PHI,M. Blount,D. Coleman,P. Pierce,BOS,PHI,M. James,/players/j/jamesmi01.html,BOS,PHI,M. Blount,/players/b/blounma01.html,D. Coleman,/players/c/colemde01.html,1
