Game Code,Home Short,Away Short,Home Tipper,Away Tipper,Tip Winning Team,Tip Losing Team,First Scoring Team,Scored Upon Team,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,fanduelHomeOdds,draftkingsHomeOdds,mgmHomeOdds,bestHomeOdds,fanduelAwayOdds,draftkingsAwayOdds,mgmAwayOdds,bestAwayOdds
202101120HOU,HOU,LAL,C. Wood,A. Davis,HOU,LAL,LAL,HOU,0.0,24.31334646898294,24.757494006630463,3.0676839051588645,0.8379629348020664,,,,,,,,
202101120OKC,OKC,SAS,A. Horford,L. Aldridge,OKC,SAS,OKC,SAS,1.0,23.95980595332699,21.67176677358076,0.8266687196776233,0.8349140955471684,,,,,,,,
202101120GSW,GSW,IND,J. Wiseman,M. Turner,GSW,IND,IND,GSW,0.0,28.90542988690745,19.7372283079227,3.001442738203008,0.8420763769285755,,,,,,,,
202101130CHO,CHO,DAL,B. Biyombo,K. Porziņģis,DAL,CHO,DAL,CHO,1.0,23.68743599609592,24.840355334552683,0.8398116202132372,0.9016554382042063,,,,,,,,
202101130DET,DET,MIL,M. Plumlee,B. Lopez,MIL,DET,MIL,DET,1.0,22.523242387795936,26.7220363357358,0.8337228606030399,0.855131701361448,,,,,,,,
202101130NYK,NYK,BRK,M. Robinson,D. Jordan,BRK,NYK,BRK,NYK,1.0,22.90021888445168,24.84475351003321,1.3559521974611306,0.8290701192865814,,,,,,,,
202101130MIN,MIN,MEM,K. Towns,J. Valančiūnas,MEM,MIN,MEM,MIN,1.0,24.63685753359647,22.857183367847675,0.8280180867620889,0.8251944418597578,,,,,,,,
202101130OKC,OKC,LAL,I. Roby,A. Davis,LAL,OKC,LAL,OKC,1.0,28.2403240567256,24.672163299024863,6.869161434398427,0.8380918725189809,,,,,,,,
202101130LAC,LAC,NOP,S. Ibaka,S. Adams,NOP,LAC,NOP,LAC,1.0,23.10067861622656,26.58460420200864,0.8232096915781754,0.8582069655446839,,,,,,,,
202101130SAC,SAC,POR,R. Holmes,J. Nurkić,POR,SAC,POR,SAC,1.0,22.317681836780896,26.195962937778035,1.070712149969054,0.8464518239163523,,,,,,,,
202101140PHI,PHI,MIA,J. Embiid,P. Achiuwa,PHI,MIA,MIA,PHI,0.0,24.57927742427519,19.48775964987147,0.8345612228916329,6.383182676326273,,,,,,,,
202101140SAS,SAS,HOU,L. Aldridge,C. Wood,HOU,SAS,SAS,HOU,0.0,21.606828202991643,25.44659017685361,0.8349761417955617,2.86895824060663,,,,,,,,
202101140TOR,TOR,CHO,A. Baynes,B. Biyombo,CHO,TOR,TOR,CHO,0.0,23.4791552886624,23.610236158610224,0.932800055336816,0.8394543504376561,,,,,,,,
202101140DEN,DEN,GSW,B. Bol,J. Wiseman,GSW,DEN,GSW,DEN,1.0,25.0,29.14435847753833,8.333333333333334,2.923837649327784,,,,,,,,
202101140POR,POR,IND,J. Nurkić,M. Turner,POR,IND,IND,POR,0.0,26.247671272950143,19.718252125343152,0.8468506218558632,0.8444481707656452,,,,,,,,
202101150BOS,BOS,ORL,T. Thompson,N. Vučević,BOS,ORL,BOS,ORL,1.0,20.38785633435198,19.18024946930463,0.8378794544475396,0.8563891633338359,,,,,,,,
202101150CLE,CLE,NYK,A. Drummond,M. Robinson,CLE,NYK,CLE,NYK,1.0,26.82977249036541,22.722940874522124,0.85302612594296,1.3411230898562376,,,,,,,,
202101150MIL,MIL,DAL,B. Lopez,K. Porziņģis,MIL,DAL,DAL,MIL,0.0,26.77208284381961,24.929228881999403,0.8554552071513313,0.899960238606762,,,,,,,,
202101150OKC,OKC,CHI,I. Roby,W. Carter,OKC,CHI,CHI,OKC,0.0,22.87158833576869,22.54422893621053,5.369865262921583,0.96170240982791,,,,,,,,
202101150UTA,UTA,ATL,R. Gobert,C. Capela,UTA,ATL,UTA,ATL,1.0,24.77190609935347,23.056190976612413,0.8294566039904453,0.8276584953303422,,,,,,,,
202101150LAL,LAL,NOP,A. Davis,S. Adams,NOP,LAL,NOP,LAL,1.0,24.7528601536433,26.64145672268297,0.8397589587389929,0.8582196071594136,,,,,,,,
202101150SAC,SAC,LAC,R. Holmes,S. Ibaka,SAC,LAC,SAC,LAC,1.0,22.23524236168137,23.048325961267707,1.0665053739651704,0.8238618778617519,,,,,,,,
202101160SAS,SAS,HOU,L. Aldridge,C. Wood,HOU,SAS,SAS,HOU,0.0,21.557744601161776,26.02083691399644,0.8360153030860108,2.743176744666431,,,,,,,,
202101160BRK,BRK,ORL,D. Jordan,N. Vučević,BRK,ORL,BRK,ORL,1.0,24.911446025089283,19.1005340634037,0.8292517099472897,0.8556910150887826,,,,,,,,
202101160TOR,TOR,CHO,A. Baynes,B. Biyombo,CHO,TOR,CHO,TOR,1.0,23.370414452258498,23.6984661488728,0.9300127769717458,0.8388313801561025,,,,,,,,
202101160MEM,MEM,PHI,J. Valančiūnas,D. Howard,PHI,MEM,PHI,MEM,1.0,22.964577184100328,25.606710221230408,0.8244123834888295,0.8306622916017817,,,,,,,,
202101160MIA,MIA,DET,B. Adebayo,M. Plumlee,MIA,DET,MIA,DET,1.0,23.44767245099016,22.4756471335014,0.8719982651094319,0.8344207110230231,,,,,,,,
202101160POR,POR,ATL,E. Kanter,C. Capela,POR,ATL,POR,ATL,1.0,21.292884637290097,22.986779641755767,1.103572486665536,0.8276942228025604,,,,,,,,
202101170BOS,BOS,NYK,T. Thompson,M. Robinson,BOS,NYK,NYK,BOS,0.0,20.46419506816612,22.599083278751188,0.83756890611619,1.3295946120106277,,,,,,,,
202101170DAL,DAL,CHI,K. Porziņģis,W. Carter,DAL,CHI,DAL,CHI,1.0,24.84889920750826,22.457058231652844,0.8985538642593366,0.9611595187622182,,,,,,,,
202101170DEN,DEN,UTA,N. Jokić,R. Gobert,UTA,DEN,UTA,DEN,1.0,23.080375355288023,24.841616327463584,0.824452563455288,0.8294564328374429,,,,,,,,
202101170SAC,SAC,NOP,R. Holmes,S. Adams,SAC,NOP,SAC,NOP,1.0,22.39408127614013,26.71415352670468,1.059629854580849,0.8576969490099815,,,,,,,,
202101170LAC,LAC,IND,I. Zubac,D. Sabonis,IND,LAC,IND,LAC,1.0,22.14936922393524,17.607202883958994,0.8971870820073371,1.7792070558622517,,,,,,,,
202101180NYK,NYK,ORL,M. Robinson,N. Vučević,NYK,ORL,NYK,ORL,1.0,22.315752987103544,19.06329942973216,1.3117550561266993,0.8565965398218321,,,,,,,,
202101180ATL,ATL,MIN,C. Capela,N. Reid,ATL,MIN,MIN,ATL,0.0,22.88061926384668,15.374052554941205,0.826942049219708,2.425903093578008,,,,,,,,
202101180POR,POR,SAS,E. Kanter,K. Johnson,SAS,POR,SAS,POR,1.0,21.48077890838158,25.0,1.0950634336169267,8.333333333333334,,,,,,,,
202101180MEM,MEM,PHO,B. Clarke,D. Ayton,PHO,MEM,PHO,MEM,1.0,25.0,21.77556138496829,8.333333333333334,0.937460494082694,,,,,,,,
202101180BRK,BRK,MIL,D. Jordan,B. Lopez,MIL,BRK,BRK,MIL,0.0,24.946436524847137,26.844729876961388,0.8305657760769215,0.8549852075576662,,,,,,,,
202101180TOR,TOR,DAL,A. Baynes,W. Cauley-Stein,TOR,DAL,DAL,TOR,0.0,23.26500423615518,21.54974974175833,0.9273641229543416,0.8435395599297824,,,,,,,,
202101180CHI,CHI,HOU,W. Carter,C. Wood,CHI,HOU,CHI,HOU,1.0,22.372769852388256,26.498856303969912,0.9586458292775336,2.638077444035813,,,,,,,,
202101180MIA,MIA,DET,B. Adebayo,M. Plumlee,MIA,DET,MIA,DET,1.0,23.532977660867868,22.39747062055081,0.8708935429175728,0.8341181111670435,,,,,,,,
202101180LAL,LAL,GSW,A. Davis,J. Wiseman,LAL,GSW,LAL,GSW,1.0,24.68322829023965,29.59666904178269,0.8396103377622578,2.8659199238507846,,,,,,,,
202101190DEN,DEN,OKC,N. Jokić,I. Roby,DEN,OKC,DEN,OKC,1.0,23.01194075605945,25.56977358217155,0.8245644645968571,4.603141177031565,,,,,,,,
202101190UTA,UTA,NOP,R. Gobert,S. Adams,NOP,UTA,UTA,NOP,0.0,24.910875724425345,26.56504886631864,0.8294688500121901,0.8556939624164295,,,,,,,,
202101200CLE,CLE,BRK,A. Drummond,D. Jordan,CLE,BRK,CLE,BRK,1.0,26.880164483164663,24.87838901917108,0.8534353709481441,0.830601075685044,,,,,,,,
202101200IND,IND,DAL,D. Sabonis,K. Porziņģis,IND,DAL,DAL,IND,0.0,18.234445000411103,24.92264410772721,1.7297325690467893,0.897403876872537,,,,,,,,
202101200PHI,PHI,BOS,J. Embiid,T. Thompson,PHI,BOS,BOS,PHI,0.0,24.61658100457939,20.57729723500685,0.8368833674373142,0.836570853270954,,,,,,,,
202101200ATL,ATL,DET,C. Capela,M. Plumlee,ATL,DET,ATL,DET,1.0,22.905920324055607,22.321070073055857,0.8289907312866648,0.8338669899028486,,,,,,,,
202101200TOR,TOR,MIA,A. Baynes,B. Adebayo,MIA,TOR,TOR,MIA,0.0,23.35181139506554,23.61619552105171,0.9253057763080466,0.8698643538973061,,,,,,,,
202101200MIN,MIN,ORL,N. Reid,N. Vučević,ORL,MIN,ORL,MIN,1.0,15.158248526298772,19.004851906373688,2.37350788579171,0.8566485776112552,,,,,,,,
202101200HOU,HOU,PHO,C. Wood,D. Ayton,HOU,PHO,HOU,PHO,1.0,25.251232504406133,21.860861471439243,2.48662091753633,0.9384772409301356,,,,,,,,
202101200GSW,GSW,SAS,J. Wiseman,L. Aldridge,SAS,GSW,GSW,SAS,0.0,28.043487112581246,21.51294649933769,2.670470137378969,0.8371605830219065,,,,,,,,
202101200LAC,LAC,SAC,S. Ibaka,R. Holmes,LAC,SAC,LAC,SAC,1.0,22.953152258940136,22.62092624078426,0.8233780185127442,1.051543053784075,,,,,,,,
202101210MIL,MIL,LAL,B. Lopez,A. Davis,MIL,LAL,MIL,LAL,1.0,26.91679706292819,24.81773379500725,0.8545295803589114,0.838881826454608,,,,,,,,
202101210GSW,GSW,NYK,J. Wiseman,M. Robinson,GSW,NYK,NYK,GSW,0.0,26.47771765491964,22.45207853526139,2.502510249923536,1.3001349857990885,,,,,,,,
202101210UTA,UTA,NOP,R. Gobert,S. Adams,UTA,NOP,UTA,NOP,1.0,24.840578936382062,26.63981591672272,0.8294554753226584,0.855146632851568,,,,,,,,
202101220CHO,CHO,CHI,B. Biyombo,D. Gafford,CHO,CHI,CHO,CHI,1.0,23.78437667649389,19.28227149817777,0.8382731938031981,3.210463908746165,,,,,,,,
202101220DET,DET,HOU,M. Plumlee,D. Cousins,HOU,DET,HOU,DET,1.0,22.238781035966984,22.90348833541409,0.8334622948664614,0.8457041434496566,,,,,,,,
202101220IND,IND,ORL,M. Turner,N. Vučević,IND,ORL,ORL,IND,0.0,19.68686883033845,19.0570279602264,0.8457871891593542,0.8571780705800631,,,,,,,,
202101220CLE,CLE,BRK,A. Drummond,D. Jordan,BRK,CLE,BRK,CLE,1.0,26.9508994873722,24.81135324259713,0.8530439056474559,0.830665707898964,,,,,,,,
202101220PHI,PHI,BOS,J. Embiid,T. Thompson,PHI,BOS,PHI,BOS,1.0,24.6658725469426,20.52804213790847,0.8374711380312694,0.8371641054846009,,,,,,,,
202101220TOR,TOR,MIA,A. Baynes,B. Adebayo,TOR,MIA,TOR,MIA,1.0,23.246653935446144,23.709227436916663,0.9227560399774684,0.8686110335928027,,,,,,,,
202101220MIN,MIN,ATL,N. Reid,C. Capela,MIN,ATL,ATL,MIN,0.0,14.760973029868486,22.98725925009903,2.300106439155284,0.828689205888875,,,,,,,,
202101220SAS,SAS,DAL,L. Aldridge,K. Porziņģis,DAL,SAS,DAL,SAS,1.0,21.66819569267635,24.729271708079683,0.8361651828401255,0.8942759991218794,,,,,,,,
202101220LAC,LAC,OKC,S. Ibaka,I. Roby,OKC,LAC,OKC,LAC,1.0,23.03570072338598,22.790682144869287,0.8231738206323288,3.996104404800171,,,,,,,,
202101220PHO,PHO,DEN,D. Ayton,N. Jokić,PHO,DEN,DEN,PHO,0.0,21.79405215967789,23.101997132756576,0.9374467421407332,0.8254466782129315,,,,,,,,
202101220SAC,SAC,NYK,R. Holmes,M. Robinson,SAC,NYK,SAC,NYK,1.0,22.48681734106676,22.336595669485813,1.045691637548403,1.2911112456390648,,,,,,,,
202101230BRK,BRK,MIA,D. Jordan,B. Adebayo,MIA,BRK,BRK,MIA,0.0,24.924469684755948,23.60761806403581,0.8296876131163866,0.8671780330796097,,,,,,,,
202101230DET,DET,PHI,M. Plumlee,J. Embiid,PHI,DET,PHI,DET,1.0,22.15745998223636,24.714404611102733,0.8330907265425246,0.8380818276465846,,,,,,,,
202101230MIN,MIN,NOP,N. Reid,S. Adams,MIN,NOP,MIN,NOP,1.0,16.123675441847695,26.52440473158168,2.185410044560544,0.8536637311059201,,,,,,,,
202101230CHI,CHI,LAL,D. Gafford,A. Davis,LAL,CHI,LAL,CHI,1.0,18.637288014039505,24.750347343994328,3.048432205987304,0.8388135673096792,,,,,,,,
202101230DAL,DAL,HOU,W. Cauley-Stein,D. Cousins,HOU,DAL,HOU,DAL,1.0,21.477806333173923,22.987191992714333,0.8432758914739259,0.8450719227138102,,,,,,,,
202101230PHO,PHO,DEN,D. Ayton,N. Jokić,DEN,PHO,PHO,DEN,0.0,21.92477390381467,23.00041478753067,0.9340472430137436,0.8247855864544908,,,,,,,,
202101230UTA,UTA,GSW,R. Gobert,J. Wiseman,UTA,GSW,UTA,GSW,1.0,24.949223950307875,26.90429045210924,0.8285778105387166,2.419857215118653,,,,,,,,
202101240IND,IND,TOR,M. Turner,A. Baynes,TOR,IND,TOR,IND,1.0,19.770937286989778,23.36120666824404,0.8451480748590892,0.9200192154269896,,,,,,,,
202101240LAC,LAC,OKC,S. Ibaka,I. Roby,LAC,OKC,LAC,OKC,1.0,22.96019294299244,24.55283234918589,0.8240678800924783,3.6049590952426063,,,,,,,,
202101240BOS,BOS,CLE,T. Thompson,A. Drummond,CLE,BOS,CLE,BOS,1.0,20.47954530391691,26.831667763951,0.8377801476339654,0.851532987985314,,,,,,,,
202101240ORL,ORL,CHO,N. Vučević,B. Biyombo,CHO,ORL,ORL,CHO,0.0,18.970701740685605,23.82875414243512,0.8562924179691648,0.8395311697487591,,,,,,,,
202101240MIL,MIL,ATL,B. Lopez,J. Collins,MIL,ATL,MIL,ATL,1.0,26.98669609929197,18.612837796668835,0.8541487387677368,1.8786096896128124,,,,,,,,
202101240SAS,SAS,WAS,L. Aldridge,R. Lopez,SAS,WAS,WAS,SAS,0.0,21.610422571568343,25.2231320674595,0.836454399506014,0.8303000001900512,,,,,,,,
202101240POR,POR,NYK,E. Kanter,M. Robinson,NYK,POR,NYK,POR,1.0,21.411908302492577,22.13250435469843,1.0948454402801016,1.2771120657470814,,,,,,,,
202101250DET,DET,PHI,B. Griffin,D. Howard,DET,PHI,DET,PHI,1.0,17.761443725310887,25.6676395510596,5.583323190244554,0.8309133067528061,,,,,,,,
202101250IND,IND,TOR,M. Turner,A. Baynes,IND,TOR,TOR,IND,0.0,19.716782376694827,23.42528520874422,0.845449866409124,0.9188968518562328,,,,,,,,
202101250ORL,ORL,CHO,N. Vučević,B. Biyombo,CHO,ORL,CHO,ORL,1.0,18.92606192420568,23.87167971976517,0.8568360344717275,0.8403551820221837,,,,,,,,
202101250BRK,BRK,MIA,D. Jordan,B. Adebayo,MIA,BRK,MIA,BRK,1.0,24.82156904695683,23.719933204285187,0.8289132696116711,0.8655280549513295,,,,,,,,
202101250CLE,CLE,LAL,A. Drummond,A. Davis,CLE,LAL,LAL,CLE,0.0,26.86475975373517,24.78453340138497,0.8527030617965835,0.8404291997625558,,,,,,,,
202101250DAL,DAL,DEN,K. Porziņģis,N. Jokić,DAL,DEN,DEN,DAL,0.0,24.7952722401632,23.07566762134189,0.8934439910940039,0.824720219451889,,,,,,,,
202101250CHI,CHI,BOS,D. Gafford,T. Thompson,BOS,CHI,BOS,CHI,1.0,18.189852699560728,20.447503540680223,2.92831608289462,0.8391536729480424,,,,,,,,
202101250GSW,GSW,MIN,K. Looney,N. Reid,MIN,GSW,GSW,MIN,0.0,19.895531729733584,17.56361023125064,3.4178706806550725,2.0827460406471565,,,,,,,,
202101250POR,POR,OKC,E. Kanter,I. Roby,OKC,POR,POR,OKC,0.0,21.2753778615432,22.85445162220817,1.0881725930004198,3.285185214914507,,,,,,,,
202101260ATL,ATL,LAC,C. Capela,S. Ibaka,ATL,LAC,LAC,ATL,0.0,22.80882076429205,23.04980097406254,0.8274840042904164,0.8245481623149971,,,,,,,,
202101260HOU,HOU,WAS,D. Cousins,R. Lopez,WAS,HOU,WAS,HOU,1.0,23.06164135883948,25.09144078387201,0.844699991505739,0.8290403899519946,,,,,,,,
202101260UTA,UTA,NYK,R. Gobert,M. Robinson,NYK,UTA,NYK,UTA,1.0,25.0517569019357,22.31799341365482,0.8282872867542159,1.2642209424780089,,,,,,,,
202101270CHO,CHO,IND,C. Zeller,M. Turner,IND,CHO,CHO,IND,0.0,19.936020214258427,19.854166027729736,0.858583901414622,0.8438233282392258,,,,,,,,
202101270CLE,CLE,DET,A. Drummond,M. Plumlee,CLE,DET,CLE,DET,1.0,26.934556816077176,22.095385003807834,0.8523529538633884,0.8332716492084443,,,,,,,,
202101270ORL,ORL,SAC,N. Vučević,R. Holmes,SAC,ORL,SAC,ORL,1.0,18.88207506347932,22.620985171904824,0.8574028832511119,1.0401330401059057,,,,,,,,
202101270ATL,ATL,BRK,C. Capela,D. Jordan,ATL,BRK,ATL,BRK,1.0,22.898922005630325,24.721382401142822,0.8270023186447744,0.8282046721455784,,,,,,,,
202101270MIA,MIA,DEN,B. Adebayo,N. Jokić,DEN,MIA,DEN,MIA,1.0,23.829075710768617,23.006850237372472,0.8639723512920425,0.8248257514123215,,,,,,,,
202101270PHI,PHI,LAL,J. Embiid,A. Davis,LAL,PHI,PHI,LAL,0.0,24.777218217520097,24.71671233214572,0.8381668111254016,0.8403244873685382,,,,,,,,
202101270TOR,TOR,MIL,A. Baynes,B. Lopez,MIL,TOR,MIL,TOR,1.0,23.263234448720244,27.00868747918268,0.9153310244475924,0.856071222092486,,,,,,,,
202101270SAS,SAS,BOS,L. Aldridge,D. Theis,SAS,BOS,SAS,BOS,1.0,21.74405380895905,20.194887118328364,0.8350435330344674,1.0348758833755365,,,,,,,,
202101270NOP,NOP,WAS,S. Adams,R. Lopez,WAS,NOP,NOP,WAS,0.0,26.30292267143881,25.157963926204,0.8515603258971748,0.8291422737515586,,,,,,,,
202101270PHO,PHO,OKC,D. Ayton,A. Horford,OKC,PHO,PHO,OKC,0.0,21.828477368875507,24.023480816652206,0.931579712105857,0.8268908257837143,,,,,,,,
202101270UTA,UTA,DAL,R. Gobert,K. Porziņģis,UTA,DAL,UTA,DAL,1.0,24.93357284932852,24.875915814933386,0.8273623115864307,0.8921263044671874,,,,,,,,
202101270GSW,GSW,MIN,K. Looney,N. Reid,GSW,MIN,MIN,GSW,0.0,18.29767741446498,18.15754010851748,3.151933742927517,2.025443579923421,,,,,,,,
202101280HOU,HOU,POR,C. Wood,E. Kanter,HOU,POR,POR,HOU,0.0,25.717124517279768,21.16438834963394,2.3996914210709543,1.0837937097159405,,,,,,,,
202101280DET,DET,LAL,M. Plumlee,M. Gasol,DET,LAL,LAL,DET,0.0,22.052944352482168,23.54549390988916,0.8341917495321766,0.8216489734150286,,,,,,,,
202101280MIA,MIA,LAC,B. Adebayo,S. Ibaka,MIA,LAC,MIA,LAC,1.0,23.723832589265456,22.960331533797,0.862525308193864,0.8241303999661318,,,,,,,,
202101280PHO,PHO,GSW,D. Ayton,K. Looney,GSW,PHO,PHO,GSW,0.0,21.74677907807458,19.37535110547268,0.9296195791170316,2.958321349416884,,,,,,,,
202101290CHO,CHO,IND,C. Zeller,M. Turner,IND,CHO,IND,CHO,1.0,19.841097992889964,19.94588274021025,0.8574644607681489,0.8430334840147351,,,,,,,,
202101290WAS,WAS,ATL,R. Lopez,C. Capela,WAS,ATL,WAS,ATL,1.0,25.258746717130045,23.007291632533725,0.8284156436441964,0.8261699142554065,,,,,,,,
202101290NOP,NOP,MIL,S. Adams,B. Lopez,NOP,MIL,NOP,MIL,1.0,26.196671583944656,27.062824822663767,0.850318928364412,0.8562282014650867,,,,,,,,
202101290NYK,NYK,CLE,M. Robinson,A. Drummond,CLE,NYK,CLE,NYK,1.0,22.59174198124328,26.97894397339613,1.248889204322142,0.8529549467686499,,,,,,,,
202101290TOR,TOR,SAC,A. Baynes,R. Holmes,TOR,SAC,TOR,SAC,1.0,23.201415382890875,22.700657523546585,0.9143690807842424,1.0365452506251651,,,,,,,,
202101290MIN,MIN,PHI,E. Davis,J. Embiid,PHI,MIN,MIN,PHI,0.0,21.209183196338625,24.686911357587192,2.208153849666066,0.8375021711071238,,,,,,,,
202101290OKC,OKC,BRK,A. Horford,D. Jordan,OKC,BRK,OKC,BRK,1.0,24.087986283431643,24.61270060424848,0.8270969859649725,0.8273444661469112,,,,,,,,
202101290ORL,ORL,LAC,N. Vučević,S. Ibaka,LAC,ORL,ORL,LAC,0.0,18.827774513468874,22.88185361311786,0.8575532031817423,0.8239820830855883,,,,,,,,
202101290SAS,SAS,DEN,L. Aldridge,N. Jokić,SAS,DEN,SAS,DEN,1.0,21.8161148219434,23.10285820554143,0.8349229842593876,0.8242716237595386,,,,,,,,
202101290UTA,UTA,DAL,R. Gobert,K. Porziņģis,UTA,DAL,UTA,DAL,1.0,25.020207947202007,24.77532822879664,0.8269708454837859,0.8902805335699898,,,,,,,,
202101300CHI,CHI,POR,D. Gafford,E. Kanter,CHI,POR,CHI,POR,1.0,17.44206290837962,21.0901906524322,2.7783934748152066,1.0803982838437989,,,,,,,,
202101300CHO,CHO,MIL,C. Zeller,B. Lopez,MIL,CHO,MIL,CHO,1.0,19.74862386677507,26.95894335715232,0.8564217349171904,0.8549543354042535,,,,,,,,
202101300MIA,MIA,SAC,B. Adebayo,R. Holmes,MIA,SAC,MIA,SAC,1.0,23.809717431757367,22.57332549671485,0.8615592952065365,1.03123724524126,,,,,,,,
202101300NOP,NOP,HOU,S. Adams,C. Wood,NOP,HOU,NOP,HOU,1.0,26.299137526471828,26.07917684525932,0.8491816229713341,2.3291951249854828,,,,,,,,
202101300BOS,BOS,LAL,D. Theis,A. Davis,LAL,BOS,BOS,LAL,0.0,20.084590582096432,24.807480183957573,1.0301319960405222,0.8396124391642255,,,,,,,,
202101300SAS,SAS,MEM,L. Aldridge,X. Tillman,MEM,SAS,SAS,MEM,0.0,21.920040098957028,25.0,0.8340276451380784,8.333333333333334,,,,,,,,
202101300DAL,DAL,PHO,W. Cauley-Stein,D. Ayton,DAL,PHO,DAL,PHO,1.0,21.40367004085717,21.617717146574208,0.8429408683258959,0.9273741009308836,,,,,,,,
202101300GSW,GSW,DET,K. Looney,M. Plumlee,GSW,DET,GSW,DET,1.0,20.67296912720069,22.15917208140871,2.763167502367407,0.8332656858099269,,,,,,,,
202101310NYK,NYK,LAC,M. Robinson,S. Ibaka,NYK,LAC,NYK,LAC,1.0,22.489216732399058,22.929528534107657,1.2405139076563998,0.8248003749050776,,,,,,,,
202101310DEN,DEN,UTA,N. Jokić,R. Gobert,DEN,UTA,DEN,UTA,1.0,23.00154163823075,25.104722792796867,0.8236187040140325,0.8266345673037611,,,,,,,,
202101310IND,IND,PHI,M. Turner,T. Bradley,IND,PHI,PHI,IND,0.0,20.035299291284524,26.821346701347203,0.8423100370572124,4.6559311880817615,,,,,,,,
202101310TOR,TOR,ORL,A. Baynes,N. Vučević,TOR,ORL,TOR,ORL,1.0,23.30068093678379,18.77617579352816,0.9122084794184144,0.8577807206054074,,,,,,,,
202101310WAS,WAS,BRK,R. Lopez,D. Jordan,BRK,WAS,BRK,WAS,1.0,25.323044996367685,24.51943639059886,0.8285920363004566,0.826797488050699,,,,,,,,
202101310MIN,MIN,CLE,E. Davis,A. Drummond,CLE,MIN,MIN,CLE,0.0,20.843630569753024,27.027009269676263,2.1467148579944912,0.8534446942600837,,,,,,,,
202102010MIA,MIA,CHO,B. Adebayo,C. Zeller,MIA,CHO,MIA,CHO,1.0,23.88976210740552,19.72069719088345,0.8608028099157317,0.857840913507616,,,,,,,,
202102010CHI,CHI,NYK,D. Gafford,M. Robinson,CHI,NYK,NYK,CHI,0.0,18.74772772260714,22.69330150274325,2.6073950077981687,1.227835924699743,,,,,,,,
202102010CLE,CLE,MIN,J. Allen,E. Davis,CLE,MIN,CLE,MIN,1.0,25.94423346880881,20.62564569560697,0.8642867729786584,2.103772643826361,,,,,,,,
202102010MIL,MIL,POR,B. Lopez,E. Kanter,MIL,POR,MIL,POR,1.0,26.98677531229654,20.89176511249381,0.8563937839295732,1.0736732403376144,,,,,,,,
202102010NOP,NOP,SAC,J. Hayes,M. Bagley,SAC,NOP,SAC,NOP,1.0,22.4802110156227,19.30736670558984,2.399587719224675,2.718508134945005,,,,,,,,
202102010OKC,OKC,HOU,A. Horford,C. Wood,OKC,HOU,OKC,HOU,1.0,24.18119527022995,25.447373523459834,0.82655546573364,2.239644046050319,,,,,,,,
202102010DAL,DAL,PHO,K. Porziņģis,D. Ayton,PHO,DAL,DAL,PHO,0.0,24.6775128557563,21.50545630198129,0.8885363270386796,0.9245997672146394,,,,,,,,
202102010SAS,SAS,MEM,L. Aldridge,X. Tillman,SAS,MEM,SAS,MEM,1.0,21.87826360964156,29.129883173886824,0.8366415661882507,6.6530400199805975,,,,,,,,
202102020ORL,ORL,TOR,N. Vučević,A. Baynes,TOR,ORL,ORL,TOR,0.0,18.728631083559904,23.35439246306709,0.8581857999018676,0.9116430917425306,,,,,,,,
202102020BRK,BRK,LAC,K. Durant,S. Ibaka,LAC,BRK,LAC,BRK,1.0,22.753681379995747,22.838796552895666,1.2638739217329642,0.8244284601522981,,,,,,,,
202102020IND,IND,MEM,M. Turner,X. Tillman,IND,MEM,IND,MEM,1.0,20.16585911199875,22.52650695075461,0.8425033677857684,5.105697225481161,,,,,,,,
202102020WAS,WAS,POR,R. Lopez,E. Kanter,WAS,POR,WAS,POR,1.0,25.226306599520253,20.836473192858392,0.8279514133394735,1.0709720277461638,,,,,,,,
202102020GSW,GSW,BOS,K. Looney,T. Thompson,GSW,BOS,GSW,BOS,1.0,21.72408309791312,20.5094671897188,2.606184246821932,0.839762580411127,,,,,,,,
202102020UTA,UTA,DET,R. Gobert,M. Plumlee,DET,UTA,UTA,DET,0.0,24.993036742574017,22.06271599850665,0.8257507380743058,0.8331384568591448,,,,,,,,
202102030CHO,CHO,PHI,C. Zeller,J. Embiid,PHI,CHO,CHO,PHI,0.0,19.67008567201086,24.739941612071263,0.8581095080199858,0.8381989197774996,,,,,,,,
202102030MIL,MIL,IND,B. Lopez,M. Turner,MIL,IND,MIL,IND,1.0,27.0220732140775,20.25393690634818,0.8574168362293426,0.8433754203314419,,,,,,,,
202102030ATL,ATL,DAL,C. Capela,K. Porziņģis,DAL,ATL,DAL,ATL,1.0,22.943338002155656,24.533988129216134,0.8263898192307408,0.8859328597170965,,,,,,,,
202102030CHI,CHI,NYK,D. Gafford,M. Robinson,NYK,CHI,CHI,NYK,0.0,19.939302833437782,22.42812138203277,2.463607747184936,1.215758782786764,,,,,,,,
202102030CLE,CLE,LAC,A. Drummond,S. Ibaka,CLE,LAC,CLE,LAC,1.0,27.061738527926423,22.923692531708987,0.8546947001546038,0.8241951776187837,,,,,,,,
202102030MIA,MIA,WAS,B. Adebayo,R. Lopez,WAS,MIA,WAS,MIA,1.0,23.94072045292332,25.271661186405776,0.8610187036527083,0.8288375220226799,,,,,,,,
